PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000     
  0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998     
 1001 1002 1003 2001 2002 2003 3001 3002 3003
 1.5502063E+00  2.4985386E-01  1.5199871E+01  7.9675386E+00  2.9340968E+00  8.5481696E+08  7.9675395E+00  2.9340877E+00 -8.5410863E+08
 1.7390968E+00  2.6263396E-01  1.6571968E+01  8.7424608E+00  3.0573351E+00  9.7602816E+08  8.7424602E+00  3.0573249E+00 -9.7530527E+08
 1.9460326E+00  2.6929899E-01  1.8083050E+01  9.5829970E+00  3.1595631E+00  1.1170257E+09  9.5829953E+00  3.1595521E+00 -1.1162885E+09
 2.1707278E+00  2.6939235E-01  1.9750241E+01  1.0490320E+01  3.2378196E+00  1.2805987E+09  1.0490318E+01  3.2378079E+00 -1.2798475E+09
 2.4122689E+00  2.6255758E-01  2.1593058E+01  1.1461631E+01  3.2934703E+00  1.4681777E+09  1.1461627E+01  3.2934582E+00 -1.4674126E+09
 2.6705200E+00  2.4873946E-01  2.3633812E+01  1.2499661E+01  3.3211739E+00  1.6838290E+09  1.2499657E+01  3.3211614E+00 -1.6830502E+09
 2.9445129E+00  2.2785319E-01  2.5898007E+01  1.3601052E+01  3.3245814E+00  1.9286385E+09  1.3601047E+01  3.3245685E+00 -1.9278462E+09
 3.2338048E+00  2.0008150E-01  2.8414935E+01  1.4766981E+01  3.2993962E+00  2.2065389E+09  1.4766976E+01  3.2993831E+00 -2.2057332E+09
 3.5378585E+00  1.6564509E-01  3.1218198E+01  1.5996145E+01  3.2479068E+00  2.5195151E+09  1.5996139E+01  3.2478937E+00 -2.5186963E+09
 3.8560292E+00  1.2489010E-01  3.4346529E+01  1.7288376E+01  3.1677115E+00  2.8708307E+09  1.7288370E+01  3.1676984E+00 -2.8699988E+09
 4.1880624E+00  7.8255673E-02  3.7844553E+01  1.8643447E+01  3.0602957E+00  3.2630503E+09  1.8643441E+01  3.0602828E+00 -3.2622056E+09
 4.5330326E+00  2.6220547E-02  4.1763943E+01  2.0060777E+01  2.9243861E+00  3.6986897E+09  2.0060770E+01  2.9243734E+00 -3.6978322E+09
 1.5144962E+00  2.4179233E-01  1.2931752E+01  7.7809495E+00  2.8435757E+00  6.5596506E+08  7.7809574E+00  2.8435680E+00 -6.5536200E+08
 1.6950562E+00  2.5357111E-01  1.4105102E+01  8.5164233E+00  2.9569083E+00  7.4673318E+08  8.5164292E+00  2.9568994E+00 -7.4611750E+08
 1.8929047E+00  2.5934007E-01  1.5397128E+01  9.3148903E+00  3.0499905E+00  8.5224777E+08  9.3148944E+00  3.0499805E+00 -8.5161969E+08
 2.1077015E+00  2.5871990E-01  1.6822455E+01  1.0177302E+01  3.1201575E+00  9.7457124E+08  1.0177304E+01  3.1201467E+00 -9.7393097E+08
 2.3385397E+00  2.5142959E-01  1.8397784E+01  1.1100812E+01  3.1689726E+00  1.1146970E+09  1.1100813E+01  3.1689611E+00 -1.1140448E+09
 2.5852371E+00  2.3747142E-01  2.0142175E+01  1.2087940E+01  3.1914386E+00  1.2756557E+09  1.2087941E+01  3.1914266E+00 -1.2749917E+09
 2.8468678E+00  2.1682300E-01  2.2077439E+01  1.3135378E+01  3.1913085E+00  1.4581645E+09  1.3135378E+01  3.1912961E+00 -1.4574888E+09
 3.1229863E+00  1.8971135E-01  2.4228592E+01  1.4244206E+01  3.1646039E+00  1.6651241E+09  1.4244205E+01  3.1645913E+00 -1.6644370E+09
