PdfType: replica
Format: lhagrid1
---
1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000
0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998
908 909 910 940 941 942 930 931 932 
-2.9886340E+00 -6.3281948E-01 -2.6598089E+06  3.3354662E+00  9.2813265E+00 -5.3674833E+10  2.9952184E+00  1.0753375E+01 -6.9586471E+10
-2.7535432E+00 -6.1572123E-01 -2.8517942E+06  4.1824055E+00  9.3407631E+00 -5.3507760E+10  3.8328764E+00  1.0810604E+01 -7.0202700E+10
-2.4965308E+00 -6.0903559E-01 -3.0608261E+06  5.1312412E+00  9.3581847E+00 -5.3270488E+10  4.7761673E+00  1.0822784E+01 -7.0825478E+10
-2.2184913E+00 -6.1248930E-01 -3.2888953E+06  6.1808004E+00  9.3188547E+00 -5.2952673E+10  5.8237666E+00  1.0772762E+01 -7.1472497E+10
-1.9202069E+00 -6.2569017E-01 -3.5382518E+06  7.3269038E+00  9.2535323E+00 -5.2574382E+10  6.9711635E+00  1.0696340E+01 -7.2125497E+10
-1.6028855E+00 -6.4811853E-01 -3.8114431E+06  8.5657620E+00  9.1161577E+00 -5.2106401E+10  8.2137883E+00  1.0539922E+01 -7.2822925E+10
-1.2667199E+00 -6.7912045E-01 -4.1113571E+06  9.8979576E+00  8.9537603E+00 -5.1575777E+10  9.5526570E+00  1.0358079E+01 -7.3537552E+10
-9.1302812E-01 -7.1800528E-01 -4.4412811E+06  1.1316293E+01  8.7310151E+00 -5.0962189E+10  1.0979331E+01  1.0109788E+01 -7.4296466E+10
-5.4169714E-01 -7.6392319E-01 -4.8049570E+06  1.2824294E+01  8.4742793E+00 -5.0277381E+10  1.2497982E+01  9.8254672E+00 -7.5089437E+10
-1.5391995E-01 -8.1610595E-01 -5.2066612E+06  1.4414316E+01  8.1655154E+00 -4.9512625E+10  1.4099773E+01  9.4841919E+00 -7.5929385E+10
2.5070288E-01 -8.7355697E-01 -5.6512827E+06  1.6090732E+01  7.8198579E+00 -4.8671988E+10  1.5789654E+01  9.1033325E+00 -7.6814367E+10
6.7048278E-01 -9.3544362E-01 -6.1444348E+06  1.7846419E+01  7.4272221E+00 -4.7752694E+10  1.7559305E+01  8.6711393E+00 -7.7749836E+10
-2.5950308E+00 -5.7034136E-01 -1.8745186E+06  3.3815045E+00  8.4397407E+00 -3.7829633E+10  3.0667986E+00  9.7639287E+00 -4.9037809E+10
-2.3674060E+00 -5.5620557E-01 -2.0097492E+06  4.2090378E+00  8.4979733E+00 -3.7703275E+10  3.8863673E+00  9.8203711E+00 -4.9477592E+10
-2.1189855E+00 -5.5183398E-01 -2.1569851E+06  5.1325210E+00  8.5177017E+00 -3.7526539E+10  4.8052431E+00  9.8355708E+00 -4.9922963E+10
-1.8506392E+00 -5.5690381E-01 -2.3176281E+06  6.1507991E+00  8.4857307E+00 -3.7292017E+10  5.8221326E+00  9.7941520E+00 -5.0386510E+10
-1.5631302E+00 -5.7098607E-01 -2.4932626E+06  7.2599241E+00  8.4301754E+00 -3.7013903E+10  6.9327946E+00  9.7287802E+00 -5.0855305E+10
-1.2575903E+00 -5.9352831E-01 -2.6856824E+06  8.4565432E+00  8.3093699E+00 -3.6671354E+10  8.1331582E+00  9.5909822E+00 -5.1356705E+10
-9.3420391E-01 -6.2386442E-01 -2.8969211E+06  9.7410425E+00  8.1662135E+00 -3.6283571E+10  9.4240171E+00  9.4304700E+00 -5.1871370E+10
-5.9418708E-01 -6.6128841E-01 -3.1292932E+06  1.1106991E+01  7.9687258E+00 -3.5836025E+10  1.0797811E+01  9.2101155E+00 -5.2418605E+10
-2.3740623E-01 -7.0495691E-01 -3.3854337E+06  1.2557610E+01  7.7410428E+00 -3.5337051E+10  1.2258352E+01  8.9577252E+00 -5.2991134E+10
1.3505572E-01 -7.5409894E-01 -3.6683537E+06  1.4086069E+01  7.4668704E+00 -3.4780385E+10  1.3797729E+01  8.6543931E+00 -5.3598180E+10
5.2362585E-01 -8.0774073E-01 -3.9814956E+06  1.5696476E+01  7.1601298E+00 -3.4168908E+10  1.5420576E+01  8.3160629E+00 -5.4238352E+10
9.2677950E-01 -8.6505811E-01 -4.3288117E+06  1.7382523E+01  6.8117466E+00 -3.3500628E+10  1.7119503E+01  7.9321534E+00 -5.4915531E+10
-2.2402414E+00 -5.1373967E-01 -1.3204401E+06  3.4195695E+00  7.6774709E+00 -2.6648484E+10  3.1285278E+00  8.8679408E+00 -3.4540998E+10
-2.0198427E+00 -5.0226507E-01 -1.4156489E+06  4.2275405E+00  7.7345014E+00 -2.6553041E+10  3.9296979E+00  8.9235439E+00 -3.4855071E+10
-1.7797446E+00 -4.9993409E-01 -1.5193084E+06  5.1258179E+00  7.7563020E+00 -2.6421433E+10  4.8241866E+00  8.9414450E+00 -3.5173797E+10
-1.5207895E+00 -5.0637928E-01 -1.6324052E+06  6.1132745E+00  7.7310755E+00 -2.6248358E+10  5.8107394E+00  8.9078797E+00 -3.5506131E+10
-1.2437189E+00 -5.2113954E-01 -1.7560546E+06  7.1861751E+00  7.6845289E+00 -2.6043854E+10  6.8853651E+00  8.8526615E+00 -3.5842920E+10
-9.4958995E-01 -5.4363441E-01 -1.8915190E+06  8.3415319E+00  7.5789589E+00 -2.5793059E+10  8.0444237E+00  8.7319445E+00 -3.6203622E+10
-6.3857745E-01 -5.7318950E-01 -2.0402297E+06  9.5796020E+00  7.4535301E+00 -2.5509599E+10  9.2885460E+00  8.5910420E+00 -3.6574507E+10
-3.1179934E-01 -6.0908783E-01 -2.2038156E+06  1.0894638E+01  7.2792872E+00 -2.5183088E+10  1.0610961E+01  8.3963496E+00 -3.6969328E+10
