PdfType: replica
Format: lhagrid1
---
1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000
0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998
908 909 910 940 941 942 930 931 932 
8.9799327E+00  6.5482989E-01  4.4493462E+01  4.4137367E+01  1.1774051E+01  5.2165417E+09  4.4137601E+01  1.1774112E+01 -5.2144876E+09
9.1796623E+00  6.7048471E-01  4.8554488E+01  4.4826880E+01  1.1826593E+01  5.4698566E+09  4.4827106E+01  1.1826648E+01 -5.4677585E+09
9.3984138E+00  6.8359225E-01  5.3026850E+01  4.5597000E+01  1.1859805E+01  5.7499069E+09  4.5597218E+01  1.1859854E+01 -5.7477656E+09
9.6360262E+00  6.9326707E-01  5.7961314E+01  4.6452403E+01  1.1863306E+01  6.0633245E+09  4.6452614E+01  1.1863351E+01 -6.0611406E+09
9.8921245E+00  6.9876465E-01  6.3415792E+01  4.7383898E+01  1.1849571E+01  6.4044295E+09  4.7384103E+01  1.1849611E+01 -6.4022039E+09
1.0166248E+01  6.9962849E-01  6.9456420E+01  4.8401305E+01  1.1795187E+01  6.7862786E+09  4.8401506E+01  1.1795223E+01 -6.7840122E+09
1.0458106E+01  6.9545399E-01  7.6158919E+01  4.9494607E+01  1.1719456E+01  7.2015191E+09  4.9494803E+01  1.1719490E+01 -7.1992126E+09
1.0767063E+01  6.8608972E-01  8.3610134E+01  5.0668447E+01  1.1605765E+01  7.6588912E+09  5.0668640E+01  1.1605795E+01 -7.6565452E+09
1.1092947E+01  6.7146073E-01  9.1909797E+01  5.1919257E+01  1.1463418E+01  8.1574140E+09  5.1919447E+01  1.1463445E+01 -8.1550292E+09
1.1435064E+01  6.5163688E-01  1.0117280E+02  5.3247597E+01  1.1284736E+01  8.7009719E+09  5.3247784E+01  1.1284762E+01 -8.6985488E+09
1.1793385E+01  6.2680676E-01  1.1153164E+02  5.4652544E+01  1.1074036E+01  9.2916171E+09  5.4652729E+01  1.1074059E+01 -9.2891562E+09
1.2167041E+01  5.9723476E-01  1.2313959E+02  5.6133224E+01  1.0827915E+01  9.9303592E+09  5.6133407E+01  1.0827936E+01 -9.9278609E+09
8.6975328E+00  6.4120354E-01  3.8481780E+01  4.2798401E+01  1.1437568E+01  3.9541854E+09  4.2798648E+01  1.1437635E+01 -3.9524093E+09
8.8858923E+00  6.5672516E-01  4.1960595E+01  4.3436642E+01  1.1480704E+01  4.1434789E+09  4.3436881E+01  1.1480765E+01 -4.1416664E+09
9.0925193E+00  6.6948150E-01  4.5792163E+01  4.4152397E+01  1.1504516E+01  4.3527311E+09  4.4152630E+01  1.1504571E+01 -4.3508828E+09
9.3171615E+00  6.7866915E-01  5.0019987E+01  4.4949929E+01  1.1499166E+01  4.5869006E+09  4.4950156E+01  1.1499216E+01 -4.5850172E+09
9.5594043E+00  6.8362822E-01  5.4693706E+01  4.5820128E+01  1.1476978E+01  4.8416210E+09  4.5820351E+01  1.1477024E+01 -4.8397032E+09
9.8187217E+00  6.8396912E-01  5.9870000E+01  4.6772295E+01  1.1415500E+01  5.1266940E+09  4.6772513E+01  1.1415542E+01 -5.1247421E+09
1.0094817E+01  6.7936395E-01  6.5613711E+01  4.7796604E+01  1.1333644E+01  5.4364827E+09  4.7796818E+01  1.1333683E+01 -5.4344973E+09
1.0387031E+01  6.6971801E-01  7.1999253E+01  4.8897413E+01  1.1215553E+01  5.7775040E+09  4.8897624E+01  1.1215588E+01 -5.7754854E+09
1.0695191E+01  6.5501499E-01  7.9112088E+01  5.0071192E+01  1.1070430E+01  6.1489302E+09  5.0071399E+01  1.1070462E+01 -6.1468789E+09
