PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000     
  0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998     
 1001 1002 1003 2001 2002 2003 3001 3002 3003
 1.9697490E+00 -8.4108448E-02 -4.6826268E+05  1.3117395E+01  4.6029254E+00 -7.7388832E+09  1.3230041E+01  4.9579893E+00 -1.4016270E+10
 2.1498333E+00 -9.1522414E-02 -5.0406987E+05  1.3766694E+01  4.5890039E+00 -7.6166152E+09  1.3868092E+01  4.9389138E+00 -1.4304194E+10
 2.3515925E+00 -1.0716524E-01 -5.4312835E+05  1.4504995E+01  4.5487122E+00 -7.4612087E+09  1.4596175E+01  4.8929844E+00 -1.4612796E+10
 2.5740992E+00 -1.3101936E-01 -5.8582210E+05  1.5332324E+01  4.4767459E+00 -7.2676208E+09  1.5414381E+01  4.8144979E+00 -1.4948316E+10
 2.8167795E+00 -1.6290864E-01 -6.3258592E+05  1.6243686E+01  4.3827070E+00 -7.0396112E+09  1.6317390E+01  4.7138475E+00 -1.5307455E+10
 3.0781369E+00 -2.0256444E-01 -6.8391295E+05  1.7240648E+01  4.2520056E+00 -6.7665275E+09  1.7306951E+01  4.5753184E+00 -1.5702232E+10
 3.3582598E+00 -2.4949892E-01 -7.4036318E+05  1.8319144E+01  4.0994057E+00 -6.4541333E+09  1.8378715E+01  4.4147793E+00 -1.6127108E+10
 3.6555997E+00 -3.0323661E-01 -8.0257511E+05  1.9478659E+01  3.9140878E+00 -6.0941771E+09  1.9532195E+01  4.2206311E+00 -1.6591325E+10
 3.9703765E+00 -3.6308141E-01 -8.7127675E+05  2.0718280E+01  3.7043465E+00 -5.6879503E+09  2.0766386E+01  4.0017077E+00 -1.7094019E+10
 4.3012398E+00 -4.2844974E-01 -9.4730137E+05  2.2036057E+01  3.4651528E+00 -5.2306789E+09  2.2079271E+01  3.7526461E+00 -1.7640595E+10
 4.6485999E+00 -4.9847818E-01 -1.0316032E+06  2.3432711E+01  3.2013190E+00 -4.7213511E+09  2.3471542E+01  3.4785210E+00 -1.8232548E+10
 5.0105925E+00 -5.7249077E-01 -1.1252793E+06  2.4906479E+01  2.9106004E+00 -4.1573410E+09  2.4941327E+01  3.1769437E+00 -1.8872907E+10
 1.9067898E+00 -7.6643855E-02 -3.4772255E+05  1.2624395E+01  4.4218116E+00 -5.7352796E+09  1.2731074E+01  4.7591808E+00 -1.0419534E+10
 2.0832395E+00 -8.4202362E-02 -3.7430874E+05  1.3261211E+01  4.4099397E+00 -5.6424712E+09  1.3357201E+01  4.7424130E+00 -1.0635206E+10
 2.2802717E+00 -9.9582921E-02 -4.0330872E+05  1.3982739E+01  4.3733722E+00 -5.5250203E+09  1.4069021E+01  4.7004907E+00 -1.0866263E+10
 2.4969804E+00 -1.2270141E-01 -4.3500754E+05  1.4788928E+01  4.3072244E+00 -5.3792028E+09  1.4866544E+01  4.6281488E+00 -1.1117322E+10
 2.7327919E+00 -1.5332933E-01 -4.6972800E+05  1.5674948E+01  4.2208708E+00 -5.2078681E+09  1.5744631E+01  4.5355159E+00 -1.1385873E+10
 2.9862993E+00 -1.9114755E-01 -5.0783617E+05  1.6642301E+01  4.1005095E+00 -5.0031224E+09  1.6704956E+01  4.4077187E+00 -1.1680827E+10
 3.2575754E+00 -2.3564228E-01 -5.4974779E+05  1.7687093E+01  3.9604315E+00 -4.7693190E+09  1.7743358E+01  4.2601000E+00 -1.1997996E+10
 3.5451833E+00 -2.8630633E-01 -5.9593684E+05  1.8808898E+01  3.7904265E+00 -4.5003749E+09  1.8859436E+01  4.0817068E+00 -1.2344200E+10
 3.8493506E+00 -3.4243647E-01 -6.4694378E+05  2.0006892E+01  3.5985621E+00 -4.1973152E+09  2.0052277E+01  3.8811205E+00 -1.2718731E+10
 4.1688422E+00 -4.0343138E-01 -7.0338717E+05  2.1279334E+01  3.3801559E+00 -3.8566705E+09  2.1320079E+01  3.6533402E+00 -1.3125528E+10
 4.5040895E+00 -4.6843775E-01 -7.6597537E+05  2.2627010E+01  3.1399168E+00 -3.4777565E+09  2.2663599E+01  3.4033250E+00 -1.3565632E+10
