PdfType: replica
Format: lhagrid1
---
1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000
0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998
908 909 910 940 941 942 930 931 932 
-1.4167364E+00  6.3743348E+00  1.6729669E+05  3.0903755E+00  2.5853198E+01  2.6656403E+09  3.0669656E+00  2.5735687E+01  5.1014269E+09
-3.5993139E-01  6.4520056E+00  1.7990091E+05  7.2161177E+00  2.6652120E+01  2.8994924E+09  7.1957366E+00  2.6535953E+01  4.9186359E+09
7.0455411E-01  6.5197595E+00  1.9364253E+05  1.1372113E+01  2.7417913E+01  3.1620551E+09  1.1354434E+01  2.7303272E+01  4.7027719E+09
1.7805523E+00  6.5771856E+00  2.0865548E+05  1.5569164E+01  2.8150376E+01  3.4486817E+09  1.5553848E+01  2.8037587E+01  4.4589213E+09
2.8615646E+00  6.6231429E+00  2.2509137E+05  1.9802561E+01  2.8839869E+01  3.7830917E+09  1.9789353E+01  2.8728966E+01  4.1635175E+09
3.9601609E+00  6.6588720E+00  2.4312208E+05  2.4094713E+01  2.9492901E+01  4.1421306E+09  2.4083332E+01  2.9384342E+01  3.8402305E+09
5.0641277E+00  6.6827383E+00  2.6294267E+05  2.8432479E+01  3.0098380E+01  4.5586269E+09  2.8422702E+01  2.9992202E+01  3.4562888E+09
6.1838570E+00  6.6961654E+00  2.8477548E+05  3.2834024E+01  3.0659986E+01  5.0164379E+09  3.2825646E+01  3.0556529E+01  3.0282101E+09
7.3121717E+00  6.6984005E+00  3.0887389E+05  3.7292957E+01  3.1171620E+01  5.5360972E+09  3.7285783E+01  3.1071013E+01  2.5355996E+09
8.4558855E+00  6.6910305E+00  3.3552782E+05  4.1823371E+01  3.1633234E+01  6.1108492E+09  4.1817246E+01  3.1535742E+01  1.9854500E+09
9.6103777E+00  6.6736850E+00  3.6506910E+05  4.6421289E+01  3.2041246E+01  6.7552412E+09  4.6416054E+01  3.1947027E+01  1.3633774E+09
1.0784499E+01  6.6480874E+00  3.9787914E+05  5.1094778E+01  3.2394795E+01  7.4652942E+09  5.1090324E+01  3.2304075E+01  6.7351254E+08
-1.1126651E+00  5.7761212E+00  1.2255123E+05  3.4705535E+00  2.3438031E+01  2.0429313E+09  3.4485414E+00  2.3327774E+01  3.6467445E+09
-1.6886757E-01  5.8416883E+00  1.3178426E+05  7.1360902E+00  2.4125024E+01  2.2081882E+09  7.1169204E+00  2.4016029E+01  3.5188899E+09
7.8267096E-01  5.8974594E+00  1.4185047E+05  1.0832659E+01  2.4780134E+01  2.3941418E+09  1.0816025E+01  2.4672571E+01  3.3671432E+09
1.7452042E+00  5.9431155E+00  1.5284799E+05  1.4569518E+01  2.5403251E+01  2.5976405E+09  1.4555102E+01  2.5297428E+01  3.1949783E+09
2.7128682E+00  5.9777108E+00  1.6488786E+05  1.8342103E+01  2.5986237E+01  2.8352359E+09  1.8329665E+01  2.5882183E+01  2.9859553E+09
3.6966661E+00  6.0024082E+00  1.7809600E+05  2.2170059E+01  2.6534791E+01  3.0909124E+09  2.2159336E+01  2.6432936E+01  2.7564673E+09
4.6857070E+00  6.0158508E+00  1.9261530E+05  2.6041418E+01  2.7039584E+01  3.3875538E+09  2.6032201E+01  2.6939963E+01  2.4836726E+09
5.6890922E+00  6.0193807E+00  2.0860861E+05  2.9972059E+01  2.7503893E+01  3.7140205E+09  2.9964155E+01  2.7406826E+01  2.1789853E+09
6.7004096E+00  6.0124307E+00  2.2626158E+05  3.3956135E+01  2.7922691E+01  4.0846458E+09  3.3949363E+01  2.7828298E+01  1.8281737E+09
