PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000     
  0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998     
 1001 1002 1003 2001 2002 2003 3001 3002 3003
 2.1561421E+00  6.3278489E-01 -4.5877810E+00  1.1622259E+01  8.3560116E+00  2.6125851E+07  1.1622574E+01  8.3561724E+00 -2.6365556E+07
 3.4956407E+00  7.3219088E-01 -4.9459576E+00  1.7613395E+01  9.8509462E+00  6.1387576E+08  1.7613702E+01  9.8511010E+00 -6.1411777E+08
 4.8668874E+00  8.4071654E-01 -5.3390974E+00  2.3712478E+01  1.1372202E+01  1.2538101E+09  2.3712777E+01  1.1372350E+01 -1.2540545E+09
 6.2748882E+00  9.5927986E-01 -5.7712302E+00  2.9935434E+01  1.2916465E+01  1.9492179E+09  2.9935726E+01  1.2916608E+01 -1.9494647E+09
 7.7158435E+00  1.0875698E+00 -6.2469541E+00  3.6283011E+01  1.4482232E+01  2.7094931E+09  3.6283297E+01  1.4482369E+01 -2.7097422E+09
 9.2014464E+00  1.2276291E+00 -6.7714921E+00  4.2781950E+01  1.6061198E+01  3.5348101E+09  4.2782229E+01  1.6061329E+01 -3.5350617E+09
 1.0724574E+01  1.3781500E+00 -7.3508003E+00  4.9427872E+01  1.7655498E+01  4.4358456E+09  4.9428146E+01  1.7655624E+01 -4.4360997E+09
 1.2294736E+01  1.5408504E+00 -7.9917148E+00  5.6244091E+01  1.9255406E+01  5.4138391E+09  5.6244359E+01  1.9255527E+01 -5.4140957E+09
 1.3909846E+01  1.7150321E+00 -8.7020074E+00  6.3234031E+01  2.0861613E+01  6.4776911E+09  6.3234295E+01  2.0861728E+01 -6.4779502E+09
 1.5576520E+01  1.9023021E+00 -9.4906129E+00  7.0417395E+01  2.2466055E+01  7.6288707E+09  7.0417654E+01  2.2466164E+01 -7.6291323E+09
 1.7295279E+01  2.1021591E+00 -1.0367809E+01  7.7801770E+01  2.4067678E+01  8.8759540E+09  7.7802024E+01  2.4067781E+01 -8.8762182E+09
 1.9074403E+01  2.3160805E+00 -1.1345424E+01  8.5403153E+01  2.5660546E+01  1.0218243E+10  8.5403404E+01  2.5660645E+01 -1.0218510E+10
 2.0296023E+00  6.2703205E-01 -3.6589070E+00  1.1149508E+01  8.1163995E+00  2.4824263E+07  1.1149858E+01  8.1165799E+00 -2.5017334E+07
 3.2884393E+00  7.2726658E-01 -3.9478994E+00  1.6787787E+01  9.5485827E+00  4.5349955E+08  1.6788128E+01  9.5487563E+00 -4.5369464E+08
 4.5769032E+00  8.3653468E-01 -4.2646935E+00  2.2525054E+01  1.1005611E+01  9.1993965E+08  2.2525387E+01  1.1005778E+01 -9.2013677E+08
 5.8997693E+00  9.5556565E-01 -4.6125070E+00  2.8376532E+01  1.2484131E+01  1.4264468E+09  2.8376857E+01  1.2484291E+01 -1.4266459E+09
 7.2533467E+00  1.0839333E+00 -4.9950005E+00  3.4342824E+01  1.3982415E+01  1.9800382E+09  3.4343142E+01  1.3982568E+01 -1.9802395E+09
 8.6488450E+00  1.2234781E+00 -5.4163433E+00  4.0449464E+01  1.5492600E+01  2.5805271E+09  4.0449776E+01  1.5492747E+01 -2.5807304E+09
 1.0079320E+01  1.3728470E+00 -5.8812770E+00  4.6692047E+01  1.7016392E+01  3.2359918E+09  4.6692352E+01  1.7016533E+01 -3.2361972E+09
 1.1553892E+01  1.5335967E+00 -6.3952262E+00  5.3092769E+01  1.8544661E+01  3.9470456E+09  5.3093068E+01  1.8544796E+01 -3.9472532E+09
