PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000     
  0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998     
 1001 1002 1003 2001 2002 2003 3001 3002 3003
-1.1067152E-01  1.3501859E+00  1.7030186E+05  8.4155908E-01  5.5837021E+00  3.0642868E+09  7.8975686E-01  5.4484899E+00  4.8513221E+09
 2.7811270E-01  1.4025515E+00  1.8343882E+05  2.5166678E+00  6.0287992E+00  3.2019636E+09  2.4694729E+00  5.8957296E+00  4.7788128E+09
 6.8053492E-01  1.4513207E+00  1.9777401E+05  4.2324821E+00  6.4576253E+00  3.3547294E+09  4.1895098E+00  6.3268772E+00  4.6866722E+09
 1.0979131E+00  1.4956319E+00  2.1344916E+05  5.9935213E+00  6.8684274E+00  3.5226133E+09  5.9543483E+00  6.7403171E+00  4.5752968E+09
 1.5279799E+00  1.5344563E+00  2.3062487E+05  7.7991563E+00  7.2553950E+00  3.7139683E+09  7.7635073E+00  7.1299673E+00  4.4365059E+09
 1.9745977E+00  1.5677141E+00  2.4948331E+05  9.6569961E+00  7.6195991E+00  3.9240648E+09  9.6244880E+00  7.4972792E+00  4.2755067E+09
 2.4336708E+00  1.5944144E+00  2.7023143E+05  1.1563365E+01  7.9555364E+00  4.1635840E+09  1.1533759E+01  7.8363768E+00  4.0817119E+09
 2.9080802E+00  1.6147016E+00  2.9310526E+05  1.3524159E+01  8.2630481E+00  4.4302179E+09  1.3497175E+01  8.1473594E+00  3.8577746E+09
 3.3954346E+00  1.6280956E+00  3.1837400E+05  1.5537634E+01  8.5392690E+00  4.7311819E+09  1.5513048E+01  8.4271840E+00  3.5966413E+09
 3.8973285E+00  1.6349450E+00  3.4634586E+05  1.7607986E+01  8.7828444E+00  5.0668824E+09  1.7585582E+01  8.6746009E+00  3.2981269E+09
 4.4122215E+00  1.6350645E+00  3.7737390E+05  1.9734253E+01  8.9921754E+00  5.4430007E+09  1.9713838E+01  8.8879273E+00  2.9567290E+09
 4.9421095E+00  1.6289593E+00  4.1186416E+05  2.1918608E+01  9.1658823E+00  5.8605795E+09  2.1900015E+01  9.0658233E+00  2.5715466E+09
-7.0453037E-02  1.2495842E+00  1.2748891E+05  9.1028245E-01  5.1648930E+00  2.3186500E+09  8.6064578E-01  5.0352896E+00  3.6070154E+09
 2.8631298E-01  1.2984372E+00  1.3732330E+05  2.4434520E+00  5.5715605E+00  2.4182412E+09  2.3982311E+00  5.4440103E+00  3.5562084E+09
 6.5637146E-01  1.3434974E+00  1.4805468E+05  4.0163796E+00  5.9618459E+00  2.5289046E+09  3.9752057E+00  5.8365204E+00  3.4909290E+09
 1.0408215E+00  1.3839727E+00  1.5978917E+05  5.6329853E+00  6.3342238E+00  2.6506834E+09  5.5954527E+00  6.2114262E+00  3.4114526E+09
 1.4374967E+00  1.4189349E+00  1.7264698E+05  7.2924474E+00  6.6834436E+00  2.7896060E+09  7.2582923E+00  6.5632168E+00  3.3118794E+09
 1.8498347E+00  1.4483316E+00  1.8676450E+05  9.0015727E+00  7.0106317E+00  2.9422981E+09  8.9704280E+00  6.8933838E+00  3.1959417E+09
 2.2740221E+00  1.4712928E+00  2.0229664E+05  1.0756789E+01  7.3108551E+00  3.1164507E+09  1.0728425E+01  7.1966361E+00  3.0560184E+09
 2.7126165E+00  1.4879886E+00  2.1942010E+05  1.2563352E+01  7.5841201E+00  3.3104355E+09  1.2537502E+01  7.4732280E+00  2.8939964E+09
 3.1633831E+00  1.4980298E+00  2.3833641E+05  1.4419534E+01  7.8279519E+00  3.5294404E+09  1.4395983E+01  7.7205139E+00  2.7048090E+09
