PdfType: replica
Format: lhagrid1
---
1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000
0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998
908 909 910 940 941 942 930 931 932 
2.1703628E+00  6.6685564E-01  2.1649140E+04  1.1693911E+01  5.6013658E+00  1.4808547E+09  1.1682999E+01  5.5816972E+00 -4.7224445E+08
2.4353887E+00  7.1279756E-01  2.3393528E+04  1.2811101E+01  5.8988315E+00  1.6261873E+09  1.2801057E+01  5.8795716E+00 -6.0610109E+08
2.7165608E+00  7.5418576E-01  2.5301035E+04  1.3983604E+01  6.1757187E+00  1.7906525E+09  1.3974376E+01  6.1568914E+00 -7.5965351E+08
3.0143784E+00  7.9020589E-01  2.7391129E+04  1.5214384E+01  6.4274139E+00  1.9767783E+09  1.5205905E+01  6.4090542E+00 -9.3538416E+08
3.3273043E+00  8.2002868E-01  2.9685902E+04  1.6501209E+01  6.6551908E+00  2.1869234E+09  1.6493451E+01  6.6373124E+00 -1.1356281E+09
3.6570828E+00  8.4345468E-01  3.2210461E+04  1.7849076E+01  6.8511244E+00  2.4238206E+09  1.7841967E+01  6.8337678E+00 -1.3630713E+09
4.0012571E+00  8.5983838E-01  3.4993375E+04  1.9254373E+01  7.0194848E+00  2.6901836E+09  1.9247890E+01  7.0026645E+00 -1.6204091E+09
4.3609347E+00  8.6923412E-01  3.8067276E+04  2.0719997E+01  7.1539354E+00  2.9886277E+09  2.0714090E+01  7.1376807E+00 -1.9102234E+09
4.7346639E+00  8.7142575E-01  4.1469448E+04  2.2244572E+01  7.2567529E+00  3.3223874E+09  2.2239211E+01  7.2410834E+00 -2.2357253E+09
5.1228306E+00  8.6667627E-01  4.5242634E+04  2.3829344E+01  7.3241414E+00  3.6937448E+09  2.3824490E+01  7.3090787E+00 -2.5991746E+09
5.5245078E+00  8.5504257E-01  4.9435877E+04  2.5473841E+01  7.3573026E+00  4.1062942E+09  2.5469466E+01  7.3428660E+00 -3.0041419E+09
5.9401525E+00  8.3694868E-01  5.4105661E+04  2.7178026E+01  7.3539564E+00  4.5616334E+09  2.7174098E+01  7.3401618E+00 -3.4522106E+09
2.0688279E+00  6.4386211E-01  1.6885663E+04  1.1154888E+01  5.3461481E+00  1.1233965E+09  1.1144226E+01  5.3266326E+00 -3.3671636E+08
2.3166167E+00  6.8707866E-01  1.8246245E+04  1.2191674E+01  5.6189833E+00  1.2299810E+09  1.2181873E+01  5.5998718E+00 -4.3434966E+08
2.5799389E+00  7.2554494E-01  1.9734056E+04  1.3281782E+01  5.8713403E+00  1.3507443E+09  1.3272791E+01  5.8526567E+00 -5.4660127E+08
2.8591599E+00  7.5853535E-01  2.1364280E+04  1.4427736E+01  6.0990204E+00  1.4875435E+09  1.4419488E+01  6.0807998E+00 -6.7529253E+08
3.1527700E+00  7.8532195E-01  2.3154149E+04  1.5627224E+01  6.3034822E+00  1.6420791E+09  1.5619690E+01  6.2857382E+00 -8.2210575E+08
3.4623125E+00  8.0576504E-01  2.5123246E+04  1.6884710E+01  6.4773653E+00  1.8163685E+09  1.6877822E+01  6.4601383E+00 -9.8902143E+08
3.7854496E+00  8.1932118E-01  2.7293853E+04  1.8196675E+01  6.6249833E+00  2.0123587E+09  1.8190407E+01  6.6082876E+00 -1.1779726E+09
4.1231557E+00  8.2609591E-01  2.9691424E+04  1.9565661E+01  6.7405013E+00  2.2319671E+09  1.9559963E+01  6.7243663E+00 -1.3908502E+09
4.4740488E+00  8.2594979E-01  3.2345037E+04  2.0990300E+01  6.8263078E+00  2.4775247E+09  2.0985144E+01  6.8107529E+00 -1.6299674E+09
