PdfType: replica
Format: lhagrid1
---
1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000
0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998
908 909 910 940 941 942 930 931 932 
1.7360554E+00  4.3653884E-01 -1.2196778E+03  9.1488017E+00  5.4744336E+00  3.5809854E+08  9.1510289E+00  5.4764094E+00 -4.1508249E+08
2.5195393E+00  4.8894633E-01 -1.3209756E+03  1.2606303E+01  6.2789003E+00  7.2142028E+08  1.2608440E+01  6.2808243E+00 -7.7918215E+08
3.3291674E+00  5.4188641E-01 -1.4319551E+03  1.6156039E+01  7.0845891E+00  1.1223068E+09  1.6158088E+01  7.0864593E+00 -1.1808183E+09
4.1671796E+00  5.9575998E-01 -1.5537792E+03  1.9806162E+01  7.8887992E+00  1.5639062E+09  1.9808131E+01  7.8906141E+00 -1.6231409E+09
5.0311482E+00  6.5039991E-01 -1.6877697E+03  2.3555630E+01  8.6917781E+00  2.0517651E+09  2.3557521E+01  8.6935355E+00 -2.1116980E+09
5.9267364E+00  7.0695829E-01 -1.8354310E+03  2.7418760E+01  9.4870556E+00  2.5881975E+09  2.7420580E+01  9.4887548E+00 -2.6488055E+09
6.8499217E+00  7.6489884E-01 -1.9984770E+03  3.1391867E+01  1.0277870E+01  3.1791145E+09  3.1393617E+01  1.0279509E+01 -3.2403757E+09
7.8051477E+00  8.2531753E-01 -2.1788683E+03  3.5486964E+01  1.1057407E+01  3.8273641E+09  3.5488651E+01  1.1058984E+01 -3.8892579E+09
8.7911712E+00  8.8812222E-01 -2.3788475E+03  3.9705306E+01  1.1827515E+01  4.5383851E+09  3.9706931E+01  1.1829029E+01 -4.6008922E+09
9.8109272E+00  9.5441671E-01 -2.6009889E+03  4.4056593E+01  1.2583092E+01  5.3147808E+09  4.4058161E+01  1.2584543E+01 -5.3778827E+09
1.0864657E+01  1.0243044E+00 -2.8482501E+03  4.8544779E+01  1.3324670E+01  6.1621205E+09  4.8546292E+01  1.3326056E+01 -6.2258003E+09
1.1955964E+01  1.0988752E+00 -3.1240412E+03  5.3177668E+01  1.4048746E+01  7.0814952E+09  5.3179130E+01  1.4050067E+01 -7.1457361E+09
1.6576425E+00  4.2858369E-01 -9.7975704E+02  8.8268120E+00  5.3062117E+00  2.7617058E+08  8.8291456E+00  5.3082651E+00 -3.2194573E+08
2.3963027E+00  4.8079232E-01 -1.0611052E+03  1.2087470E+01  6.0745887E+00  5.4264042E+08  1.2089709E+01  6.0765880E+00 -5.8903959E+08
3.1595363E+00  5.3364130E-01 -1.1502283E+03  1.5434126E+01  6.8441101E+00  8.3652017E+08  1.5436274E+01  6.8460533E+00 -8.8352061E+08
3.9494569E+00  5.8747502E-01 -1.2480601E+03  1.8874508E+01  7.6121944E+00  1.1600697E+09  1.8876573E+01  7.6140800E+00 -1.2076504E+09
4.7637077E+00  6.4210347E-01 -1.3556620E+03  2.2407507E+01  8.3790621E+00  1.5173904E+09  2.2409491E+01  8.3808879E+00 -1.5655312E+09
5.6077034E+00  6.9860265E-01 -1.4742419E+03  2.6046770E+01  9.1386283E+00  1.9100449E+09  2.6048680E+01  9.1403933E+00 -1.9587274E+09
6.4775401E+00  7.5643870E-01 -1.6051760E+03  2.9788639E+01  9.8939429E+00  2.3424477E+09  2.9790478E+01  9.8956449E+00 -2.3916541E+09
7.3774804E+00  8.1664334E-01 -1.7500384E+03  3.3644558E+01  1.0638641E+01  2.8165468E+09  3.3646329E+01  1.0640279E+01 -2.8662607E+09
