PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000     
  0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998     
 1001 1002 1003 2001 2002 2003 3001 3002 3003
-3.5464627E-01  5.4611503E+00  1.1074144E+02  9.1277680E+00  2.7050312E+01 -7.2504545E+08  9.1276474E+00  2.7050098E+01  7.3018807E+08
 1.3894435E+00  5.6378183E+00  1.2032281E+02  1.6471972E+01  2.8871387E+01 -1.8035651E+08  1.6471860E+01  2.8871177E+01  1.8558580E+08
 3.1531427E+00  5.8153031E+00  1.3084873E+02  2.3881039E+01  3.0688589E+01  4.1644247E+08  2.3880936E+01  3.0688384E+01 -4.1112860E+08
 4.9436428E+00  5.9938815E+00  1.4243393E+02  3.1375563E+01  3.2499286E+01  1.0626363E+09  3.1375468E+01  3.2499086E+01 -1.0572398E+09
 6.7527837E+00  6.1722581E+00  1.5520908E+02  3.8952901E+01  3.4295183E+01  1.7829253E+09  3.8952815E+01  3.4294988E+01 -1.7774480E+09
 8.6003625E+00  6.3528432E+00  1.6932320E+02  4.6650635E+01  3.6075009E+01  2.5568231E+09  4.6650557E+01  3.6074820E+01 -2.5512668E+09
 1.0470632E+01  6.5330656E+00  1.8494641E+02  5.4455455E+01  3.7831849E+01  3.4177187E+09  5.4455385E+01  3.7831666E+01 -3.4120849E+09
 1.2379996E+01  6.7151677E+00  2.0227363E+02  6.2399090E+01  3.9561528E+01  4.3511838E+09  6.2399028E+01  3.9561352E+01 -4.3454741E+09
 1.4320606E+01  6.8976867E+00  2.2152826E+02  7.0478852E+01  4.1259599E+01  5.3793832E+09  7.0478799E+01  4.1259430E+01 -5.3735990E+09
 1.6303648E+01  7.0828855E+00  2.4296727E+02  7.8720834E+01  4.2920231E+01  6.4957183E+09  7.8720788E+01  4.2920069E+01 -6.4898611E+09
 1.8325251E+01  7.2696896E+00  2.6688632E+02  8.7126784E+01  4.4539584E+01  7.7171609E+09  8.7126746E+01  4.4539429E+01 -7.7112319E+09
 2.0399847E+01  7.4603395E+00  2.9362698E+02  9.5714786E+01  4.6112687E+01  9.0380202E+09  9.5714754E+01  4.6112540E+01 -9.0320206E+09
-2.3447412E-01  5.0341219E+00  9.2067013E+01  8.8923475E+00  2.5027034E+01 -4.7275349E+08  8.8922263E+00  2.5026807E+01  4.7702679E+08
 1.3636167E+00  5.1980848E+00  1.0003326E+02  1.5618814E+01  2.6699306E+01 -8.2511137E+07  1.5618701E+01  2.6699083E+01  8.6856565E+07
 2.9801134E+00  5.3626079E+00  1.0878465E+02  2.2405796E+01  2.8367037E+01  3.4517682E+08  2.2405692E+01  2.8366818E+01 -3.4076100E+08
 4.6215574E+00  5.5279025E+00  1.1841663E+02  2.9272114E+01  3.0027693E+01  8.0839007E+08  2.9272019E+01  3.0027479E+01 -8.0390545E+08
 6.2803897E+00  5.6927514E+00  1.2903782E+02  3.6215116E+01  3.1673814E+01  1.3247952E+09  3.6215030E+01  3.1673606E+01 -1.3202433E+09
 7.9747410E+00  5.8593506E+00  1.4077215E+02  4.3269275E+01  3.3304038E+01  1.8797469E+09  4.3269198E+01  3.3303836E+01 -1.8751293E+09
 9.6900824E+00  6.0253329E+00  1.5376106E+02  5.0422143E+01  3.4912267E+01  2.4971458E+09  5.0422075E+01  3.4912072E+01 -2.4924637E+09
 1.1441438E+01  6.1927582E+00  1.6816664E+02  5.7702776E+01  3.6494587E+01  3.1666533E+09  5.7702716E+01  3.6494399E+01 -3.1619081E+09
