PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000     
  0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998     
 1001 1002 1003 2001 2002 2003 3001 3002 3003
 2.2226429E+00  3.1986027E+00  3.5990490E+02  1.9280646E+01  2.5643704E+01 -1.0564190E+09  1.9286284E+01  2.5646544E+01  1.0730303E+09
 5.2708733E+00  3.5392969E+00  3.9015153E+02  3.2905459E+01  2.9459177E+01  1.1268232E+08  3.2910963E+01  2.9461918E+01 -9.5833399E+07
 8.3612260E+00  3.9100241E+00  4.2331563E+02  4.6651376E+01  3.3349970E+01  1.3708268E+09  4.6656753E+01  3.3352613E+01 -1.3537509E+09
 1.1507857E+01  4.3118058E+00  4.5974886E+02  6.0559685E+01  3.7309045E+01  2.7185568E+09  6.0564944E+01  3.7311591E+01 -2.7012644E+09
 1.4700295E+01  4.7424541E+00  4.9985113E+02  7.4633983E+01  4.1324874E+01  4.1836485E+09  7.4639128E+01  4.1327321E+01 -4.1661493E+09
 1.7972082E+01  5.2059999E+00  5.4407780E+02  8.8942679E+01  4.5385583E+01  5.7495253E+09  8.8947723E+01  4.5387935E+01 -5.7318287E+09
 2.1301768E+01  5.6974857E+00  5.9294809E+02  1.0347361E+02  4.9484586E+01  7.4519378E+09  1.0347855E+02  4.9486841E+01 -7.4340526E+09
 2.4717123E+01  6.2201047E+00  6.4705615E+02  1.1828656E+02  5.3605557E+01  9.2791565E+09  1.1829141E+02  5.3607718E+01 -9.2610909E+09
 2.8209776E+01  6.7704557E+00  7.0708207E+02  1.3338669E+02  5.7742459E+01  1.1256905E+10  1.3339146E+02  5.7744524E+01 -1.1238667E+10
 3.1799189E+01  7.3515252E+00  7.7380692E+02  1.4882493E+02  6.1879294E+01  1.3378929E+10  1.4882961E+02  6.1881265E+01 -1.3360526E+10
 3.5483498E+01  7.9603504E+00  8.4812854E+02  1.6461458E+02  6.6008529E+01  1.5666918E+10  1.6461919E+02  6.6010407E+01 -1.5648357E+10
 3.9287643E+01  8.5996282E+00  9.3108275E+02  1.8079480E+02  7.0117453E+01  1.8112310E+10  1.8079934E+02  7.0119240E+01 -1.8093597E+10
 2.0088956E+00  3.0872509E+00  2.9204457E+02  1.8262721E+01  2.4591002E+01 -7.7320924E+08  1.8268759E+01  2.4594049E+01  7.8668574E+08
 4.8486354E+00  3.4221206E+00  3.1659193E+02  3.0969628E+01  2.8209314E+01  6.9641597E+07  3.0975521E+01  2.8212256E+01 -5.5972331E+07
 7.7273600E+00  3.7855884E+00  3.4350708E+02  4.3784493E+01  3.1896546E+01  9.7623566E+08  4.3790248E+01  3.1899382E+01 -9.6238244E+08
 1.0658409E+01  4.1782563E+00  3.7307550E+02  5.6746322E+01  3.5645509E+01  1.9467147E+09  5.6751952E+01  3.5648241E+01 -1.9326860E+09
 1.3631704E+01  4.5977415E+00  4.0562180E+02  6.9858218E+01  3.9444547E+01  3.0017361E+09  6.9863725E+01  3.9447174E+01 -2.9875400E+09
 1.6679005E+01  5.0475862E+00  4.4151564E+02  8.3184759E+01  4.3282490E+01  4.1284404E+09  8.3190158E+01  4.3285015E+01 -4.1140842E+09
 1.9779675E+01  5.5228617E+00  4.8117846E+02  9.6713882E+01  4.7152307E+01  5.3536122E+09  9.6719173E+01  4.7154728E+01 -5.3391033E+09
 2.2959993E+01  6.0263886E+00  5.2509258E+02  1.1050183E+02  5.1038806E+01  6.6680288E+09  1.1050703E+02  5.1041125E+01 -6.6533737E+09
