PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000     
  0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998     
 1001 1002 1003 2001 2002 2003 3001 3002 3003
 7.9594956E-01  1.4374150E+00 -1.3930256E+02  8.4729131E+00  1.3773464E+01 -1.2171943E+09  8.4715802E+00  1.3772824E+01  1.2107552E+09
 2.8634462E+00  1.6629821E+00 -1.5132351E+02  1.7811194E+01  1.6392695E+01 -4.0663956E+08  1.7809891E+01  1.6392079E+01  4.0009422E+08
 4.9677787E+00  1.9087201E+00 -1.6453554E+02  2.7255937E+01  1.9061856E+01  4.6908929E+08  2.7254662E+01  1.9061264E+01 -4.7573800E+08
 7.1181386E+00  2.1750799E+00 -1.7908312E+02  3.6834598E+01  2.1776225E+01  1.4112943E+09  3.6833349E+01  2.1775656E+01 -1.4180437E+09
 9.3075801E+00  2.4604284E+00 -1.9513078E+02  4.6550191E+01  2.4526138E+01  2.4387315E+09  4.6548969E+01  2.4525593E+01 -2.4455787E+09
 1.1557748E+01  2.7673082E+00 -2.1286618E+02  5.6447779E+01  2.7304695E+01  3.5423792E+09  5.6446579E+01  2.7304172E+01 -3.5493218E+09
 1.3854758E+01  3.0923682E+00 -2.3250365E+02  6.6520042E+01  3.0105622E+01  4.7456144E+09  6.6518865E+01  3.0105122E+01 -4.7526500E+09
 1.6216359E+01  3.4376701E+00 -2.5428878E+02  7.6806546E+01  3.2918353E+01  6.0428444E+09  7.6805389E+01  3.2917876E+01 -6.0499706E+09
 1.8637344E+01  3.8009937E+00 -2.7850311E+02  8.7311312E+01  3.5738151E+01  7.4510796E+09  8.7310174E+01  3.5737695E+01 -7.4582943E+09
 2.1130035E+01  4.1843264E+00 -3.0547044E+02  9.8068029E+01  3.8554189E+01  8.9680875E+09  9.8066910E+01  3.8553755E+01 -8.9753886E+09
 2.3693567E+01  4.5858184E+00 -3.3556350E+02  1.0908634E+02  4.1361213E+01  1.0608474E+10  1.0908524E+02  4.1360800E+01 -1.0615859E+10
 2.6343664E+01  5.0073075E+00 -3.6921282E+02  1.2039250E+02  4.4150513E+01  1.2368239E+10  1.2039141E+02  4.4150121E+01 -1.2375707E+10
 6.6672471E-01  1.4129100E+00 -1.1636761E+02  8.0105708E+00  1.3342082E+01 -9.0421598E+08  8.0090968E+00  1.3341371E+01  8.9883889E+08
 2.5995529E+00  1.6373327E+00 -1.2640447E+02  1.6749523E+01  1.5838592E+01 -3.1852001E+08  1.6748081E+01  1.5837907E+01  3.1305449E+08
 4.5668198E+00  1.8809045E+00 -1.3743537E+02  2.5584970E+01  1.8380481E+01  3.1402624E+08  2.5583560E+01  1.8379822E+01 -3.1957776E+08
 6.5771865E+00  2.1438043E+00 -1.4958084E+02  3.4542877E+01  2.0962967E+01  9.9417352E+08  3.4541495E+01  2.0962333E+01 -9.9980870E+08
 8.6238873E+00  2.4242705E+00 -1.6297819E+02  4.3625785E+01  2.3576351E+01  1.7359560E+09  4.3624432E+01  2.3575744E+01 -1.7416726E+09
 1.0727500E+01  2.7245422E+00 -1.7778399E+02  5.2876379E+01  2.6214258E+01  2.5321741E+09  5.2875051E+01  2.6213675E+01 -2.5379700E+09
 1.2874546E+01  3.0412801E+00 -1.9417709E+02  6.2287213E+01  2.8870154E+01  3.4004735E+09  6.2285910E+01  2.8869597E+01 -3.4063466E+09
 1.5081896E+01  3.3763190E+00 -2.1236238E+02  7.1895643E+01  3.1534304E+01  4.3362470E+09  7.1894362E+01  3.1533772E+01 -4.3421955E+09
