PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000     
  0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998     
 1001 1002 1003 2001 2002 2003 3001 3002 3003
 2.4550583E+00  1.4613415E-01 -1.1091691E+06  2.1802398E+01  1.1813483E+01 -1.9998886E+10  2.1963092E+01  1.2595530E+01 -3.1498585E+10
 3.1642967E+00  1.9776451E-01 -1.1928242E+06  2.4772202E+01  1.2441475E+01 -1.9677092E+10  2.4912386E+01  1.3214417E+01 -3.2162776E+10
 3.8992207E+00  2.4986244E-01 -1.2840303E+06  2.7848368E+01  1.3062859E+01 -1.9296856E+10  2.7970234E+01  1.3825501E+01 -3.2856397E+10
 4.6617340E+00  3.0275467E-01 -1.3836771E+06  3.1039507E+01  1.3667081E+01 -1.8851318E+10  3.1145323E+01  1.4417252E+01 -3.3589222E+10
 5.4499867E+00  3.5629609E-01 -1.4927713E+06  3.4340088E+01  1.4270012E+01 -1.8345721E+10  3.4431564E+01  1.5007511E+01 -3.4357026E+10
 6.2685304E+00  4.1145834E-01 -1.6124541E+06  3.7765303E+01  1.4842913E+01 -1.7766331E+10  3.7844318E+01  1.5564701E+01 -3.5176953E+10
 7.1143430E+00  4.6781359E-01 -1.7440209E+06  4.1308535E+01  1.5410930E+01 -1.7120364E+10  4.1376586E+01  1.6116769E+01 -3.6042180E+10
 7.9909676E+00  5.2630546E-01 -1.8889483E+06  4.4980194E+01  1.5951719E+01 -1.6398460E+10  4.5038648E+01  1.6639357E+01 -3.6964542E+10
 8.8976603E+00  5.8689659E-01 -2.0489191E+06  4.8781023E+01  1.6478033E+01 -1.5601092E+10  4.8831188E+01  1.7146625E+01 -3.7944499E+10
 9.8367645E+00  6.5055097E-01 -2.2258584E+06  5.2717884E+01  1.6977985E+01 -1.4724468E+10  5.2760802E+01  1.7625777E+01 -3.8987409E+10
 1.0808780E+01  7.1741769E-01 -2.4219703E+06  5.6794853E+01  1.7457534E+01 -1.3765578E+10  5.6831591E+01  1.8083482E+01 -4.0097372E+10
 1.1816569E+01  7.8846503E-01 -2.6397877E+06  6.1016738E+01  1.7910164E+01 -1.2724618E+10  6.1048037E+01  1.8512786E+01 -4.1275196E+10
 2.3903871E+00  1.5763854E-01 -8.1329024E+05  2.0974952E+01  1.1316170E+01 -1.4625072E+10  2.1125321E+01  1.2050165E+01 -2.3134939E+10
 3.0596475E+00  2.0917140E-01 -8.7462527E+05  2.3778757E+01  1.1918870E+01 -1.4387961E+10  2.3909891E+01  1.2644326E+01 -2.3622920E+10
 3.7531065E+00  2.6129269E-01 -9.4149652E+05  2.6682067E+01  1.2515317E+01 -1.4108065E+10  2.6796022E+01  1.3231114E+01 -2.4132414E+10
 4.4725583E+00  3.1427440E-01 -1.0145561E+06  2.9693035E+01  1.3095492E+01 -1.3780371E+10  2.9791939E+01  1.3799591E+01 -2.4670568E+10
 5.2161868E+00  3.6794501E-01 -1.0945421E+06  3.2806318E+01  1.3674394E+01 -1.3408741E+10  3.2891777E+01  1.4366606E+01 -2.5234272E+10
 5.9883565E+00  4.2320942E-01 -1.1822912E+06  3.6036376E+01  1.4224857E+01 -1.2983164E+10  3.6110156E+01  1.4902329E+01 -2.5836034E+10
 6.7861042E+00  4.7963446E-01 -1.2787533E+06  3.9376796E+01  1.4770660E+01 -1.2508916E+10  3.9440302E+01  1.5433171E+01 -2.6470867E+10
 7.6128415E+00  5.3810791E-01 -1.3850107E+06  4.2837493E+01  1.5290733E+01 -1.1979229E+10  4.2892010E+01  1.5936167E+01 -2.7147354E+10
