PdfType: replica
Format: lhagrid1
FromMCReplica: 123
---
1.0000000e-09 1.2970848e-09 1.6824290e-09 2.1822532e-09 2.8305674e-09 3.6714860e-09 4.7622286e-09 6.1770143e-09 8.0121111e-09 1.0392387e-08 1.3479806e-08 1.7484450e-08 2.2678812e-08 2.9416337e-08 3.8155475e-08 4.9490871e-08 6.4193830e-08 8.3264795e-08 1.0800142e-07 1.4008687e-07 1.8170433e-07 2.3568555e-07 3.0570351e-07 3.9652231e-07 5.1432126e-07 6.6711525e-07 8.6529992e-07 1.1223588e-06 1.4557800e-06 1.8882456e-06 2.4491735e-06 3.1767165e-06 4.1203542e-06 5.3442527e-06 6.9316190e-06 8.9903426e-06 1.1660303e-05 1.5122831e-05 1.9612953e-05 2.5435221e-05 3.2984168e-05 4.2770705e-05 5.5456125e-05 7.1895831e-05 9.3195423e-05 1.2078237e-04 1.5649721e-04 2.0270894e-04 2.6245980e-04 3.3964524e-04 4.3923444e-04 5.6753566e-04 7.3250762e-04 9.4411211e-04 1.2146932e-03 1.5593531e-03 1.9962745e-03 2.5469149e-03 3.2359751e-03 4.0910344e-03 5.1417598e-03 6.4186510e-03 7.9513794e-03 9.7669000e-03 1.1887614e-02 1.4329895e-02 1.7103228e-02 2.0210073e-02 2.3646397e-02 2.7402692e-02 3.1465251e-02 3.5817483e-02 4.0441106e-02 4.5317134e-02 5.0426635e-02 5.5751261e-02 6.1273602e-02 6.6977383e-02 7.2847559e-02 7.8870332e-02 8.5033120e-02 9.1324491e-02 9.7734088e-02 1.0425254e-01 1.1087137e-01 1.1758291e-01 1.2438023e-01 1.3125706e-01 1.3820771e-01 1.4522701e-01 1.5231026e-01 1.5945321e-01 1.6665195e-01 1.7390294e-01 1.8120291e-01 1.8854889e-01 1.9593815e-01 2.0336816e-01 2.1083662e-01 2.1834138e-01 2.2588049e-01 2.3345210e-01 2.4105454e-01 2.4868622e-01 2.5634570e-01 2.6403161e-01 2.7174270e-01 2.7947777e-01 2.8723573e-01 2.9501555e-01 3.0281625e-01 3.1063694e-01 3.1847676e-01 3.2633492e-01 3.3421065e-01 3.4210326e-01 3.5001207e-01 3.5793645e-01 3.6587581e-01 3.7382958e-01 3.8179724e-01 3.8977827e-01 3.9777220e-01 4.0577857e-01 4.1379696e-01 4.2182694e-01 4.2986814e-01 4.3792018e-01 4.4598271e-01 4.5405538e-01 4.6213789e-01 4.7022992e-01 4.7833118e-01 4.8644138e-01 4.9456027e-01 5.0268759e-01 5.1082309e-01 5.1896653e-01 5.2711769e-01 5.3527636e-01 5.4344232e-01 5.5161538e-01 5.5979535e-01 5.6798204e-01 5.7617528e-01 5.8437490e-01 5.9258073e-01 6.0079262e-01 6.0901041e-01 6.1723396e-01 6.2546313e-01 6.3369778e-01 6.4193778e-01 6.5018301e-01 6.5843334e-01 6.6668866e-01 6.7494884e-01 6.8321379e-01 6.9148339e-01 6.9975754e-01 7.0803614e-01 7.1631910e-01 7.2460632e-01 7.3289771e-01 7.4119318e-01 7.4949265e-01 7.5779603e-01 7.6610325e-01 7.7441423e-01 7.8272889e-01 7.9104716e-01 7.9936897e-01 8.0769425e-01 8.1602293e-01 8.2435495e-01 8.3269024e-01 8.4102875e-01 8.4937041e-01 8.5771516e-01 8.6606296e-01 8.7441373e-01 8.8276744e-01 8.9112402e-01 8.9948343e-01 9.0784562e-01 9.1621053e-01 9.2457813e-01 9.3294836e-01 9.4132119e-01 9.4969656e-01 9.5807444e-01 9.6645478e-01 9.7483755e-01 9.8322270e-01 9.9161020e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502944e+00 2.8142025e+00 3.1184122e+00 3.4705775e+00 3.8800751e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  0.0000000e+00  5.3684074e-03  2.5614412e+00  2.5830915e+00  2.5830915e+00  7.7751999e+00  2.5833020e+00  2.5833020e+00  2.5613527e+00  5.3684074e-03  0.0000000e+00 
  0.0000000e+00  5.6337835e-01  3.1078627e+00  3.1295374e+00  3.1295374e+00  8.0421009e+00  3.1297524e+00  3.1297524e+00  3.1077733e+00  5.6337879e-01  0.0000000e+00 
  0.0000000e+00  1.1942262e+00  3.7273257e+00  3.7490251e+00  3.7490251e+00  8.8204166e+00  3.7492446e+00  3.7492446e+00  3.7272354e+00  1.1942270e+00  0.0000000e+00 
  0.0000000e+00  1.9038287e+00  4.4257361e+00  4.4474605e+00  4.4474605e+00  1.0383213e+01  4.4476845e+00  4.4476845e+00  4.4256448e+00  1.9038299e+00  0.0000000e+00 
  0.0000000e+00  2.6987659e+00  5.2096634e+00  5.2314128e+00  5.2314127e+00  1.3055290e+01  5.2316412e+00  5.2316412e+00  5.2095710e+00  2.6987675e+00  0.0000000e+00 
  0.0000000e+00  3.5876202e+00  6.0876801e+00  6.1094546e+00  6.1094546e+00  1.7229115e+01  6.1096875e+00  6.1096875e+00  6.0875867e+00  3.5876222e+00  0.0000000e+00 
  0.0000000e+00  4.5781972e+00  7.0675821e+00  7.0893821e+00  7.0893820e+00  2.3344434e+01  7.0896194e+00  7.0896194e+00  7.0674877e+00  4.5781995e+00  0.0000000e+00 
  0.0000000e+00  5.6806893e+00  8.1595533e+00  8.1813790e+00  8.1813789e+00  3.1918823e+01  8.1816207e+00  8.1816208e+00  8.1594578e+00  5.6806919e+00  0.0000000e+00 
  0.0000000e+00  6.9124933e+00  9.3809822e+00  9.4028334e+00  9.4028334e+00  4.3583850e+01  9.4030796e+00  9.4030797e+00  9.3808856e+00  6.9124963e+00  0.0000000e+00 
  0.0000000e+00  8.2749560e+00  1.0733207e+01  1.0755084e+01  1.0755084e+01  5.8970305e+01  1.0755335e+01  1.0755335e+01  1.0733110e+01  8.2749593e+00  0.0000000e+00 
  0.0000000e+00  9.7920658e+00  1.2240210e+01  1.2262113e+01  1.2262113e+01  7.8881312e+01  1.2262368e+01  1.2262368e+01  1.2240111e+01  9.7920694e+00  0.0000000e+00 
  0.0000000e+00  1.1436734e+01  1.3875237e+01  1.3897165e+01  1.3897165e+01  1.0313098e+02  1.3897424e+01  1.3897424e+01  1.3875137e+01  1.1436737e+01  0.0000000e+00 
  0.0000000e+00  5.4270267e-03  2.4625213e+00  2.4844496e+00  2.4844496e+00  7.8584051e+00  2.4846818e+00  2.4846818e+00  2.4624243e+00  5.4270267e-03  0.0000000e+00 
  0.0000000e+00  5.4236774e-01  2.9883195e+00  3.0102723e+00  3.0102723e+00  8.2979915e+00  3.0105095e+00  3.0105095e+00  2.9882214e+00  5.4236824e-01  0.0000000e+00 
  0.0000000e+00  1.1480718e+00  3.5830768e+00  3.6050543e+00  3.6050543e+00  9.2790854e+00  3.6052966e+00  3.6052966e+00  3.5829777e+00  1.1480728e+00  0.0000000e+00 
  0.0000000e+00  1.8280991e+00  4.2523426e+00  4.2743453e+00  4.2743453e+00  1.1065302e+01  4.2745925e+00  4.2745925e+00  4.2522425e+00  1.8281005e+00  0.0000000e+00 
  0.0000000e+00  2.5886568e+00  5.0023140e+00  5.0243418e+00  5.0243417e+00  1.3969203e+01  5.0245939e+00  5.0245940e+00  5.0022129e+00  2.5886586e+00  0.0000000e+00 
  0.0000000e+00  3.4377537e+00  5.8409904e+00  5.8630434e+00  5.8630434e+00  1.8362906e+01  5.8633005e+00  5.8633006e+00  5.8408881e+00  3.4377559e+00  0.0000000e+00 
  0.0000000e+00  4.3828350e+00  6.7758075e+00  6.7978860e+00  6.7978860e+00  2.4668746e+01  6.7981481e+00  6.7981482e+00  6.7757041e+00  4.3828376e+00  0.0000000e+00 
