PdfType: replica
Format: lhagrid1
---
1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000
0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998
908 909 910 940 941 942 930 931 932 
6.2178650E+00  7.2690350E-01 -9.0648076E+00  4.8458704E+00 -1.0758451E+01 -9.4259983E+09  4.8477370E+00 -1.0757418E+01  9.4255131E+09
6.3999278E+00  6.8410077E-01 -9.7983569E+00  5.8878493E+00 -1.0605477E+01 -9.5912622E+09  5.8896686E+00 -1.0604478E+01  9.5907686E+09
6.6014599E+00  6.3780133E-01 -1.0604355E+01  6.9737415E+00 -1.0445135E+01 -9.7514977E+09  6.9755158E+00 -1.0444170E+01  9.7509952E+09
6.8220888E+00  5.8777124E-01 -1.1491359E+01  8.1043500E+00 -1.0262313E+01 -9.9146608E+09  8.1060835E+00 -1.0261382E+01  9.9141485E+09
7.0612667E+00  5.3385826E-01 -1.2469090E+01  9.2821312E+00 -1.0090801E+01 -1.0059282E+10  9.2838235E+00 -1.0089905E+01  1.0058759E+10
7.3183822E+00  4.7611995E-01 -1.3548613E+01  1.0511447E+01 -9.8835621E+00 -1.0208135E+10  1.0513101E+01 -9.8827008E+00  1.0207602E+10
7.5932099E+00  4.1464427E-01 -1.4742585E+01  1.1790202E+01 -9.6882270E+00 -1.0334612E+10  1.1791819E+01 -9.6874014E+00  1.0334068E+10
7.8849375E+00  3.4967386E-01 -1.6065462E+01  1.3125489E+01 -9.4711204E+00 -1.0450869E+10  1.3127071E+01 -9.4703300E+00  1.0450315E+10
8.1936437E+00  2.8153522E-01 -1.7533825E+01  1.4514330E+01 -9.2564626E+00 -1.0544469E+10  1.4515878E+01 -9.2557078E+00  1.0543903E+10
8.5184887E+00  2.1058599E-01 -1.9166689E+01  1.5963412E+01 -9.0285588E+00 -1.0616504E+10  1.5964930E+01 -9.0278388E+00  1.0615926E+10
8.8597964E+00  1.3733484E-01 -2.0985938E+01  1.7470786E+01 -8.7998113E+00 -1.0660956E+10  1.7472274E+01 -8.7991263E+00  1.0660366E+10
9.2163200E+00  6.2237932E-02 -2.3016809E+01  1.9043455E+01 -8.5621225E+00 -1.0673911E+10  1.9044916E+01 -8.5614712E+00  1.0673307E+10
5.8105577E+00  6.7033055E-01 -7.2935763E+00  4.8454389E+00 -9.8369727E+00 -6.7634355E+09  4.8474738E+00 -9.8358534E+00  6.7630272E+09
5.9875597E+00  6.3066592E-01 -7.8968150E+00  5.8418438E+00 -9.6919142E+00 -6.8784592E+09  5.8438237E+00 -9.6908335E+00  6.8780453E+09
6.1831318E+00  5.8768043E-01 -8.5591212E+00  6.8809637E+00 -9.5401601E+00 -6.9894067E+09  6.8828908E+00 -9.5391182E+00  6.9889865E+09
6.3968958E+00  5.4119044E-01 -9.2874909E+00  7.9635730E+00 -9.3676625E+00 -7.1020030E+09  7.9654516E+00 -9.3666589E+00  7.1015763E+09
6.6282952E+00  4.9108722E-01 -1.0089867E+01  9.0916413E+00 -9.2055324E+00 -7.2007237E+09  9.0934717E+00 -9.2045681E+00  7.2002897E+09
6.8767626E+00  4.3746805E-01 -1.0975312E+01  1.0269462E+01 -9.0102202E+00 -7.3020175E+09  1.0271252E+01 -9.0092929E+00  7.3015753E+09
7.1420563E+00  3.8044801E-01 -1.1954161E+01  1.1494794E+01 -8.8256183E+00 -7.3866388E+09  1.1496543E+01 -8.8247290E+00  7.3861879E+09
7.4234326E+00  3.2029762E-01 -1.3038224E+01  1.2774417E+01 -8.6204991E+00 -7.4633808E+09  1.2776129E+01 -8.6196467E+00  7.4629205E+09
