PdfType: replica
Format: lhagrid1
---
1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000
0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998
908 909 910 940 941 942 930 931 932 
6.1094705E-01 -2.3101611E-02  5.3754273E+00  1.4633477E+00 -2.8868007E-01 -1.9767213E+08  1.4643632E+00 -2.8814576E-01  1.9787323E+08
7.7714708E-01 -3.5085810E-02  5.8758198E+00  2.1658763E+00 -2.5202031E-01 -9.6335984E+07  2.1668669E+00 -2.5150426E-01  9.6541534E+07
9.6443897E-01 -5.5935372E-02  6.4269187E+00  2.9450471E+00 -2.3907026E-01  2.6114797E+07  2.9460140E+00 -2.3857253E-01 -2.5905293E+07
1.1718419E+00 -8.5638701E-02  7.0350768E+00  3.7994234E+00 -2.5033003E-01  1.7233042E+08  3.8003690E+00 -2.4985029E-01 -1.7211747E+08
1.3985881E+00 -1.2402101E-01  7.7075366E+00  4.7276535E+00 -2.8535505E-01  3.4421449E+08  4.7285776E+00 -2.8489382E-01 -3.4399857E+08
1.6432650E+00 -1.7080128E-01  8.4525730E+00  5.7282122E+00 -3.4543298E-01  5.4596729E+08  5.7291176E+00 -3.4498949E-01 -5.4574884E+08
1.9056821E+00 -2.2548761E-01  9.2796592E+00  6.8003150E+00 -4.2855864E-01  7.7862471E+08  6.8012017E+00 -4.2813341E-01 -7.7840421E+08
2.1843342E+00 -2.8758759E-01  1.0199657E+01  7.9423459E+00 -5.3632137E-01  1.0468973E+09  7.9432158E+00 -5.3591389E-01 -1.0466751E+09
2.4792363E+00 -3.5638884E-01  1.1225059E+01  9.1542346E+00 -6.6656771E-01  1.3522405E+09  9.1550882E+00 -6.6617821E-01 -1.3520171E+09
2.7890265E+00 -4.3128895E-01  1.2370246E+01  1.0434252E+01 -8.2032928E-01  1.6989539E+09  1.0435091E+01 -8.1995737E-01 -1.6987296E+09
3.1139404E+00 -5.1140537E-01  1.3651831E+01  1.1783113E+01 -9.9564475E-01  2.0889324E+09  1.1783937E+01 -9.9529050E-01 -2.0887076E+09
3.4520803E+00 -5.9604539E-01  1.5089022E+01  1.3199717E+01 -1.1930716E+00  2.5258748E+09  1.3200528E+01 -1.1927346E+00 -2.5256497E+09
6.0457454E-01 -2.2978992E-02  4.6672688E+00  1.4670597E+00 -2.7287509E-01 -1.4643449E+08  1.4681622E+00 -2.7229593E-01  1.4660985E+08
7.6801868E-01 -3.5151375E-02  5.0979367E+00  2.1557435E+00 -2.3701328E-01 -6.9380844E+07  2.1568190E+00 -2.3645395E-01  6.9559929E+07
9.5151577E-01 -5.5753669E-02  5.5725701E+00  2.9174835E+00 -2.2324593E-01  2.3390242E+07  2.9185333E+00 -2.2270649E-01 -2.3207838E+07
1.1541059E+00 -8.4701236E-02  6.0966458E+00  3.7508328E+00 -2.3184743E-01  1.3381960E+08  3.7518594E+00 -2.3132752E-01 -1.3363429E+08
1.3750358E+00 -1.2176086E-01  6.6764110E+00  4.6544289E+00 -2.6219314E-01  2.6327631E+08  4.6554321E+00 -2.6169331E-01 -2.6308849E+08
1.6129703E+00 -1.6659729E-01  7.3190039E+00  5.6268357E+00 -3.1534719E-01  4.1485054E+08  5.6278188E+00 -3.1486659E-01 -4.1466058E+08
1.8677276E+00 -2.1868746E-01  8.0326045E+00  6.6672843E+00 -3.8921755E-01  5.8924981E+08  6.6682471E+00 -3.8875675E-01 -5.8905810E+08
2.1379062E+00 -2.7750473E-01  8.8265948E+00  7.7743116E+00 -4.8517647E-01  7.8992433E+08  7.7752562E+00 -4.8473490E-01 -7.8973117E+08
