2.4235473E+00 -3.4232625E-01  9.7117621E+00  8.9478985E+00 -6.0102565E-01  1.0178899E+09  8.9488255E+00 -6.0060358E-01 -1.0176957E+09
2.7234023E+00 -4.1253035E-01  1.0700537E+01  1.0186528E+01 -7.3761701E-01  1.2762677E+09  1.0187439E+01 -7.3721400E-01 -1.2760727E+09
3.0377447E+00 -4.8724227E-01  1.1807273E+01  1.1490988E+01 -8.9296580E-01  1.5663944E+09  1.1491883E+01 -8.9258192E-01 -1.5661989E+09
3.3648438E+00 -5.6576332E-01  1.3048569E+01  1.2860409E+01 -1.0674815E+00  1.8909220E+09  1.2861290E+01 -1.0671164E+00 -1.8907263E+09
5.9829848E-01 -2.2837504E-02  4.0079688E+00  1.4705284E+00 -2.5743102E-01 -1.0832778E+08  1.4717252E+00 -2.5680352E-01  1.0847854E+08
7.5892718E-01 -3.5167747E-02  4.3808096E+00  2.1453553E+00 -2.2229785E-01 -4.9759746E+07  2.1465229E+00 -2.2169184E-01  4.9913856E+07
9.3859197E-01 -5.5498995E-02  4.7915717E+00  2.8897393E+00 -2.0769570E-01  2.0499892E+07  2.8908790E+00 -2.0711125E-01 -2.0342795E+07
1.1363575E+00 -8.3679911E-02  5.2449969E+00  3.7022345E+00 -2.1369529E-01  1.0387152E+08  3.7033490E+00 -2.1313199E-01 -1.0371180E+08
1.3514874E+00 -1.1942491E-01  5.7464941E+00  4.5814770E+00 -2.3951308E-01  2.0133821E+08  4.5825662E+00 -2.3897152E-01 -2.0117621E+08
1.5827238E+00 -1.6235074E-01  6.3022420E+00  5.5261235E+00 -2.8601188E-01  3.1517239E+08  5.5271909E+00 -2.8549117E-01 -3.1500843E+08
1.8298947E+00 -2.1190848E-01  6.9193181E+00  6.5354244E+00 -3.5103156E-01  4.4585356E+08  6.5364698E+00 -3.5053230E-01 -4.4568797E+08
2.0916989E+00 -2.6754292E-01  7.6058397E+00  7.6080655E+00 -4.3574968E-01  5.9590740E+08  7.6090912E+00 -4.3527127E-01 -5.9574044E+08
2.3682027E+00 -3.2852524E-01  8.3711401E+00  8.7440776E+00 -5.3793987E-01  7.6604041E+08  8.7450841E+00 -5.3748259E-01 -7.6587242E+08
2.6582650E+00 -3.9421959E-01  9.2259714E+00  9.9421441E+00 -6.5829566E-01  9.5851626E+08  9.9431332E+00 -6.5785903E-01 -9.5834746E+08
2.9621937E+00 -4.6376260E-01  1.0182748E+01  1.1203119E+01 -7.9482416E-01  1.1742762E+09  1.1204092E+01 -7.9440826E-01 -1.1741069E+09
3.2784157E+00 -5.3645400E-01  1.1255833E+01  1.2526346E+01 -9.4780722E-01  1.4152192E+09  1.2527304E+01 -9.4741157E-01 -1.4150496E+09
5.9211617E-01 -2.2677718E-02  3.4685698E+00  1.4737567E+00 -2.4234076E-01 -8.0016885E+07  1.4750558E+00 -2.4166070E-01  8.0147784E+07
7.4987277E-01 -3.5136282E-02  3.7906031E+00  2.1347199E+00 -2.0786890E-01 -3.5516707E+07  2.1359873E+00 -2.0721220E-01  3.5650495E+07
9.2567165E-01 -5.5173836E-02  4.1454626E+00  2.8618290E+00 -1.9241646E-01  1.7674137E+07  2.8630661E+00 -1.9178319E-01 -1.7537758E+07
1.1186051E+00 -8.2578474E-02  4.5372485E+00  3.6536500E+00 -1.9587143E-01  8.0594460E+07  3.6548597E+00 -1.9526116E-01 -8.0455794E+07
1.3279566E+00 -1.1701807E-01  4.9706370E+00  4.5088261E+00 -2.1731150E-01  1.5394897E+08  4.5100084E+00 -2.1672485E-01 -1.5380830E+08
1.5525447E+00 -1.5806724E-01  5.4509714E+00  5.4261097E+00 -2.5741937E-01  2.3940791E+08  5.4272682E+00 -2.5685533E-01 -2.3926552E+08
1.7922082E+00 -2.0515625E-01  5.9843735E+00  6.4047740E+00 -3.1398390E-01  3.3729337E+08  6.4059087E+00 -3.1344311E-01 -3.3714954E+08
2.0457433E+00 -2.5770658E-01  6.5778647E+00  7.4436503E+00 -3.8800900E-01  4.4945317E+08  7.4447637E+00 -3.8749080E-01 -4.4930812E+08
2.3132396E+00 -3.1498768E-01  7.2395188E+00  8.5428168E+00 -4.7725545E-01  5.7637679E+08  8.5439095E+00 -4.7676013E-01 -5.7623081E+08
2.5936586E+00 -3.7635411E-01  7.9786379E+00  9.7011473E+00 -5.8227808E-01  7.1970467E+08  9.7022212E+00 -5.8180512E-01 -7.1955795E+08
2.8873390E+00 -4.4095718E-01  8.8059642E+00  1.0919555E+01 -7.0108965E-01  8.8009825E+08  1.0920611E+01 -7.0063914E-01 -8.7995103E+08
3.1928559E+00 -5.0809900E-01  9.7339225E+00  1.2197581E+01 -8.3386282E-01  1.0589154E+09  1.2198620E+01 -8.3343424E-01 -1.0587679E+09
5.8602354E-01 -2.2500211E-02  2.9934712E+00  1.4767436E+00 -2.2759649E-01 -5.9008646E+07  1.4781540E+00 -2.2685954E-01  5.9121861E+07
7.4085436E-01 -3.5058326E-02  3.2719141E+00  2.1238412E+00 -1.9372098E-01 -2.5210573E+07  2.1252171E+00 -1.9300939E-01  2.5326317E+07
9.1275760E-01 -5.4780647E-02  3.5787528E+00  2.8337624E+00 -1.7740516E-01  1.5042685E+07  2.8351055E+00 -1.7671899E-01 -1.4924666E+07
1.1008562E+00 -8.1400606E-02  3.9175358E+00  3.6050952E+00 -1.7837424E-01  6.2510379E+07  3.6064085E+00 -1.7771302E-01 -6.2390344E+07
1.3044557E+00 -1.1454509E-01  4.2923097E+00  4.4364982E+00 -1.9558604E-01  1.1769678E+08  4.4377818E+00 -1.9495043E-01 -1.1757497E+08
1.5224506E+00 -1.5375222E-01  4.7076996E+00  5.3268218E+00 -2.2956287E-01  1.8182899E+08  5.3280796E+00 -2.2895180E-01 -1.8170564E+08
1.7546914E+00 -1.9843611E-01  5.1690027E+00  6.2753653E+00 -2.7805870E-01  2.5512101E+08  6.2765973E+00 -2.7747285E-01 -2.5499636E+08
2.0000681E+00 -2.4799993E-01  5.6822966E+00  7.2811015E+00 -3.4192327E-01  3.3892396E+08  7.2823103E+00 -3.4136194E-01 -3.3879820E+08
2.2586927E+00 -3.0171518E-01  6.2545688E+00  8.3441542E+00 -4.1891848E-01  4.3357553E+08  8.3453406E+00 -4.1838196E-01 -4.3344890E+08
2.5296239E+00 -3.5893113E-01  6.8938702E+00  9.4635773E+00 -5.0947864E-01  5.4026351E+08  9.4647432E+00 -5.0896637E-01 -5.4013617E+08
2.8132280E+00 -4.1881670E-01  7.6094985E+00  1.0640336E+01 -6.1163450E-01  6.5945175E+08  1.0641482E+01 -6.1114657E-01 -6.5932391E+08
3.1082196E+00 -4.8067994E-01  8.4122093E+00  1.1874153E+01 -7.2546649E-01  7.9210975E+08  1.1875282E+01 -7.2500232E-01 -7.9198154E+08
5.8001679E-01 -2.2305536E-02  2.5831932E+00  1.4794884E+00 -2.1319075E-01 -4.3438936E+07  1.4810191E+00 -2.1239245E-01  4.3536892E+07
7.3187110E-01 -3.4935201E-02  2.8242635E+00  2.1127235E+00 -1.7984883E-01 -1.7779548E+07  2.1142168E+00 -1.7907803E-01  1.7879727E+07
8.9985280E-01 -5.4321835E-02  3.0899057E+00  2.8055501E+00 -1.6265864E-01  1.2670908E+07  2.8070078E+00 -1.6191540E-01 -1.2568726E+07
1.0831182E+00 -8.0149909E-02  3.3831921E+00  3.5565872E+00 -1.6120162E-01  4.8466997E+07  3.5580128E+00 -1.6048541E-01 -4.8363035E+07
1.2809970E+00 -1.1201064E-01  3.7076267E+00  4.3645164E+00 -1.7433351E-01  8.9968898E+07  4.3659098E+00 -1.7364504E-01 -8.9863365E+07
1.4924588E+00 -1.4941094E-01  4.0672140E+00  5.2282880E+00 -2.0243489E-01  1.3807771E+08  5.2296535E+00 -2.0177301E-01 -1.3797080E+08
1.7173666E+00 -1.9175321E-01  4.4665416E+00  6.1472304E+00 -2.4323957E-01  1.9293378E+08  6.1485679E+00 -2.4260502E-01 -1.9282569E+08
1.9547009E+00 -2.3842689E-01  4.9108715E+00  7.1204537E+00 -2.9746135E-01  2.5552444E+08  7.1217661E+00 -2.9685335E-01 -2.5541535E+08
2.2045949E+00 -2.8870907E-01  5.4062555E+00  8.1481255E+00 -3.6287580E-01  3.2608160E+08  8.1494137E+00 -3.6229468E-01 -3.2597171E+08
2.4661996E+00 -3.4194762E-01  5.9596650E+00  9.2294695E+00 -4.3981343E-01  4.0546455E+08  9.2307356E+00 -4.3925859E-01 -4.0535399E+08
2.7399055E+00 -3.9733171E-01  6.5791514E+00  1.0365497E+01 -5.2633401E-01  4.9399789E+08  1.0366741E+01 -5.2580553E-01 -4.9388683E+08
3.0245585E+00 -4.5417850E-01  7.2740288E+00  1.1556099E+01 -6.2244103E-01  5.9237272E+08  1.1557324E+01 -6.2193829E-01 -5.9226129E+08
5.7409226E-01 -2.2094255E-02  2.2375410E+00  1.4819895E+00 -1.9911715E-01 -3.1915370E+07  1.4836510E+00 -1.9825257E-01  3.2000472E+07
7.2292230E-01 -3.4768227E-02  2.4461952E+00  2.1013706E+00 -1.6624815E-01 -1.2442969E+07  2.1029915E+00 -1.6541341E-01  1.2530000E+07
8.8696035E-01 -5.3799787E-02  2.6761232E+00  2.7772019E+00 -1.4817463E-01  1.0582593E+07  2.7787843E+00 -1.4736978E-01 -1.0493819E+07
1.0653984E+00 -7.8829926E-02  2.9299863E+00  3.5081423E+00 -1.4435222E-01  3.7566117E+07  3.5096897E+00 -1.4357667E-01 -3.7475790E+07
1.2575925E+00 -1.0941925E-01  3.2108202E+00  4.2929028E+00 -1.5355136E-01  6.8764365E+07  4.2944153E+00 -1.5280588E-01 -6.8672663E+07
1.4625861E+00 -1.4504851E-01  3.5220934E+00  5.1305353E+00 -1.7602841E-01  1.0483874E+08  5.1320176E+00 -1.7531174E-01 -1.0474582E+08
1.6802554E+00 -1.8511247E-01  3.8677794E+00  6.0203997E+00 -2.0951054E-01  1.4587975E+08  6.0218518E+00 -2.0882347E-01 -1.4578580E+08
1.9096683E+00 -2.2899114E-01  4.2524364E+00  6.9617396E+00 -2.5459247E-01  1.9260851E+08  6.9631645E+00 -2.5393415E-01 -1.9251367E+08
2.1509777E+00 -2.7597044E-01  4.6813056E+00  7.9547642E+00 -3.0907485E-01  2.4518346E+08  7.9561628E+00 -3.0844563E-01 -2.4508788E+08
2.4034221E+00 -3.2540037E-01  5.1604260E+00  8.9988573E+00 -3.7319970E-01  3.0422565E+08  9.0002320E+00 -3.7259892E-01 -3.0412947E+08
2.6674134E+00 -3.7649267E-01  5.6967725E+00  1.0095070E+01 -4.4506553E-01  3.6996179E+08  1.0096422E+01 -4.4449328E-01 -3.6986515E+08
2.9419208E+00 -4.2857643E-01  6.2984120E+00  1.1243448E+01 -5.2461288E-01  4.4288368E+08  1.1244778E+01 -5.2406849E-01 -4.4278667E+08
5.6824680E-01 -2.1866950E-02  1.9342407E+00  1.4842481E+00 -1.8536890E-01 -2.3399134E+07  1.4860512E+00 -1.8443259E-01  2.3472854E+07
7.1400776E-01 -3.4558737E-02  2.1146959E+00  2.0897883E+00 -1.5291444E-01 -8.6282661E+06  2.0915473E+00 -1.5201052E-01  8.7036697E+06
8.7408369E-01 -5.3216879E-02  2.3135788E+00  2.7487292E+00 -1.3395080E-01  8.7755757E+06  2.7504464E+00 -1.3307931E-01 -8.6986460E+06
1.0477045E+00 -7.7444152E-02  2.5331934E+00  3.4597771E+00 -1.2782481E-01  2.9107687E+07  3.4614564E+00 -1.2698511E-01 -2.9029391E+07
1.2342541E+00 -1.0677538E-01  2.7761676E+00  4.2216790E+00 -1.3323732E-01  5.2550739E+07  4.2233205E+00 -1.3243023E-01 -5.2471227E+07
1.4328489E+00 -1.4066987E-01  3.0455050E+00  5.0335894E+00 -1.5033672E-01  7.9589964E+07  5.0351981E+00 -1.4956086E-01 -7.9509378E+07
1.6433786E+00 -1.7851861E-01  3.3446464E+00  5.8949020E+00 -1.7685608E-01  1.1028253E+08  5.8964780E+00 -1.7611229E-01 -1.1020101E+08
1.8649955E+00 -2.1969616E-01  3.6775395E+00  6.8049892E+00 -2.1328661E-01  1.4515475E+08  6.8065358E+00 -2.1257397E-01 -1.4507243E+08
2.0978707E+00 -2.6350014E-01  4.0487238E+00  7.7641000E+00 -2.5746425E-01  1.8431427E+08  7.7656182E+00 -2.5678312E-01 -1.8423129E+08
2.3413257E+00 -3.0928597E-01  4.4634296E+00  8.7717692E+00 -3.0955658E-01  2.2820957E+08  8.7732614E+00 -3.0890625E-01 -2.2812602E+08
2.5957910E+00 -3.5628992E-01  4.9276984E+00  9.8290815E+00 -3.6770940E-01  2.7699860E+08  9.8305490E+00 -3.6708994E-01 -2.7691462E+08
2.8603512E+00 -4.0385557E-01  5.4485185E+00  1.0936224E+01 -4.3181285E-01  3.3103075E+08  1.0937669E+01 -4.3122355E-01 -3.3094641E+08
5.6247578E-01 -2.1624197E-02  1.6712830E+00  1.4862590E+00 -1.7193998E-01 -1.7115395E+07  1.4882158E+00 -1.7092614E-01  1.7179250E+07
7.0512585E-01 -3.4308045E-02  1.8276122E+00  2.0779770E+00 -1.3984372E-01 -5.9158382E+06  2.0798860E+00 -1.3886503E-01  5.9811730E+06
8.6122491E-01 -5.2575445E-02  1.9999011E+00  2.7201383E+00 -1.1998508E-01  7.2331907E+06  2.7220019E+00 -1.1904157E-01 -7.1665109E+06
1.0300426E+00 -7.5996011E-02  2.1901462E+00  3.4115042E+00 -1.1161816E-01  2.2546973E+07  3.4133267E+00 -1.1070912E-01 -2.2479085E+07
1.2109923E+00 -1.0408334E-01  2.4006247E+00  4.1508629E+00 -1.1338885E-01  4.0155190E+07  4.1526444E+00 -1.1251514E-01 -4.0086223E+07
1.4032619E+00 -1.3627981E-01  2.6339394E+00  4.9374724E+00 -1.2535287E-01  6.0413667E+07  4.9392184E+00 -1.2451301E-01 -6.0343740E+07
1.6067553E+00 -1.7197616E-01  2.8930724E+00  5.7707617E+00 -1.4526048E-01  8.3357482E+07  5.7724722E+00 -1.4445537E-01 -8.3286723E+07
1.8207057E+00 -2.1054516E-01  3.1814443E+00  6.6502280E+00 -1.7351383E-01  1.0937056E+08  6.6519067E+00 -1.7274247E-01 -1.0929907E+08
2.0453013E+00 -2.5129880E-01  3.5029897E+00  7.5761580E+00 -2.0799325E-01  1.3852556E+08  7.5778059E+00 -2.0725600E-01 -1.3845346E+08
2.2799419E+00 -2.9360080E-01  3.8622417E+00  8.5482279E+00 -2.4880460E-01  1.7114602E+08  8.5498478E+00 -2.4810071E-01 -1.7107340E+08
2.5250741E+00 -3.3671373E-01  4.2644357E+00  9.5675516E+00 -2.9414843E-01  2.0734178E+08  9.5691447E+00 -2.9347798E-01 -2.0726874E+08
2.7798903E+00 -3.7999787E-01  4.7156287E+00  1.0634445E+01 -3.4387580E-01  2.4736056E+08  1.0636013E+01 -3.4323799E-01 -2.4728718E+08
5.5677547E-01 -2.1366569E-02  1.4473397E+00  1.4880209E+00 -1.5882415E-01 -1.2486715E+07  1.4901441E+00 -1.5772663E-01  1.2542181E+07
6.9627586E-01 -3.4017460E-02  1.5827566E+00  2.0659403E+00 -1.2703203E-01 -3.9988842E+06  2.0680117E+00 -1.2597263E-01  4.0556385E+06
8.4838693E-01 -5.1877796E-02  1.7319978E+00  2.6914386E+00 -1.0627558E-01  5.9311170E+06  2.6934608E+00 -1.0525431E-01 -5.8731893E+06
1.0124197E+00 -7.4488864E-02  1.8967947E+00  3.3633382E+00 -9.5731283E-02  1.7460141E+07  3.3653159E+00 -9.4747384E-02 -1.7401157E+07
1.1878181E+00 -1.0134738E-01  2.0791221E+00  4.0804738E+00 -9.4003764E-02  3.0680050E+07  4.0824071E+00 -9.3058141E-02 -3.0620118E+07
1.3738403E+00 -1.3188297E-01  2.2812367E+00  4.8422070E+00 -1.0107018E-01  4.5851651E+07  4.8441019E+00 -1.0016123E-01 -4.5790873E+07
1.5704046E+00 -1.6548944E-01  2.5057237E+00  5.6480038E+00 -1.1470838E-01  6.2995604E+07  5.6498602E+00 -1.1383706E-01 -6.2934089E+07
1.7768218E+00 -2.0154115E-01  2.7555493E+00  6.4974815E+00 -1.3524469E-01  8.2391786E+07  6.4993035E+00 -1.3440991E-01 -8.2329620E+07
1.9932959E+00 -2.3936681E-01  3.0341241E+00  7.3909622E+00 -1.6061185E-01  1.0408889E+08  7.3927509E+00 -1.5981401E-01 -1.0402618E+08
2.2193007E+00 -2.7834109E-01  3.3453782E+00  8.3282551E+00 -1.9086567E-01  1.2832011E+08  8.3300135E+00 -1.9010394E-01 -1.2825691E+08
2.4552963E+00 -3.1775430E-01  3.6938510E+00  9.3104977E+00 -2.2426779E-01  1.5516162E+08  9.3122271E+00 -2.2354225E-01 -1.5509804E+08
2.7005760E+00 -3.5698536E-01  4.0847933E+00  1.0338123E+01 -2.6064033E-01  1.8478875E+08  1.0339826E+01 -2.5995010E-01 -1.8472485E+08
5.5114239E-01 -2.1094676E-02  1.2529225E+00  1.4895315E+00 -1.4601642E-01 -9.0838021E+06  1.4918352E+00 -1.4482848E-01  9.1319368E+06
6.8745729E-01 -3.3688312E-02  1.3700837E+00  2.0536810E+00 -1.1447633E-01 -2.6541319E+06  2.0559286E+00 -1.1332976E-01  2.7033851E+06
8.3557275E-01 -5.1126239E-02  1.4992429E+00  2.6626385E+00 -9.2820983E-02  4.8414827E+06  2.6648327E+00 -9.1715763E-02 -4.7912074E+06
9.9484249E-01 -7.2926036E-02  1.6418995E+00  3.3152931E+00 -8.0163486E-02  1.3517258E+07  3.3174390E+00 -7.9098781E-02 -1.3466058E+07
1.1647421E+00 -9.8571635E-02  1.7997638E+00  4.0105302E+00 -7.5079873E-02  2.3438111E+07  4.0126280E+00 -7.4056645E-02 -2.3386079E+07
1.3445985E+00 -1.2748386E-01  1.9747909E+00  4.7478150E+00 -7.7481998E-02  3.4795114E+07  4.7498712E+00 -7.6498499E-02 -3.4742335E+07
1.5343443E+00 -1.5906261E-01  2.1692212E+00  5.5266513E+00 -8.5184507E-02  4.7599684E+07  5.5286659E+00 -8.4241747E-02 -4.7546250E+07
1.7333651E+00 -1.9268693E-01  2.3856255E+00  6.3467723E+00 -9.8450083E-02  6.2055718E+07  6.3487496E+00 -9.7546884E-02 -6.2001701E+07
1.9418792E+00 -2.2770436E-01  2.6269604E+00  7.2085333E+00 -1.1527094E-01  7.8195588E+07  7.2104746E+00 -1.1440773E-01 -7.8141074E+07
2.1594300E+00 -2.6350287E-01  2.8966328E+00  8.1118680E+00 -1.3566328E-01  9.6187174E+07  8.1137765E+00 -1.3483914E-01 -9.6132228E+07
2.3864888E+00 -2.9940175E-01  3.1985782E+00  9.0579324E+00 -1.5795527E-01  1.1608323E+08  9.0598096E+00 -1.5717028E-01 -1.1602793E+08
2.6224432E+00 -3.3480019E-01  3.5373501E+00  1.0047265E+01 -1.8194906E-01  1.3800756E+08  1.0049114E+01 -1.8120228E-01 -1.3795195E+08
5.4557106E-01 -2.0809113E-02  1.0820830E+00  1.4907842E+00 -1.3351099E-01 -6.5871122E+06  1.4932832E+00 -1.3222551E-01  6.6287632E+06
6.7866783E-01 -3.3321910E-02  1.1838558E+00  2.0411980E+00 -1.0217313E-01 -1.7188949E+06  2.0436362E+00 -1.0093250E-01  1.7615414E+06
8.2278374E-01 -5.0323039E-02  1.2960160E+00  2.6337423E+00 -7.9619869E-02  3.9364762E+06  2.6361228E+00 -7.8424061E-02 -3.8929184E+06
9.7731627E-01 -7.1310778E-02  1.4198659E+00  3.2673783E+00 -6.4914241E-02  1.0462123E+07  3.2697065E+00 -6.3762333E-02 -1.0417740E+07
1.1417735E+00 -9.5760136E-02  1.5568908E+00  3.9410458E+00 -5.6615433E-02  1.7903810E+07  3.9433220E+00 -5.5508440E-02 -1.7858681E+07
1.3155493E+00 -1.2308683E-01  1.7087885E+00  4.6543131E+00 -5.4582059E-02  2.6401459E+07  4.6565442E+00 -5.3518102E-02 -2.6355658E+07
1.4985909E+00 -1.5269961E-01  1.8775037E+00  5.4067225E+00 -5.6674031E-02  3.5960693E+07  5.4089086E+00 -5.5654179E-02 -3.5914298E+07
1.6903552E+00 -1.8398509E-01  2.0652677E+00  6.1981186E+00 -6.3101493E-02  4.6729960E+07  6.2002643E+00 -6.2124472E-02 -4.6683035E+07
1.8910735E+00 -2.1631144E-01  2.2746465E+00  7.0288874E+00 -7.1922257E-02  5.8730577E+07  7.0309942E+00 -7.0988509E-02 -5.8683195E+07
2.1003550E+00 -2.4908203E-01  2.5085968E+00  7.8990786E+00 -8.3122352E-02  7.2083286E+07  7.9011499E+00 -8.2230885E-02 -7.2035503E+07
2.3186796E+00 -2.8164614E-01  2.7705342E+00  8.8098626E+00 -9.5100979E-02  8.6824537E+07  8.8119001E+00 -9.4251874E-02 -8.6776416E+07
2.5455228E+00 -3.1342462E-01  3.0644093E+00  9.7618733E+00 -1.0764833E-01  1.0304154E+08  9.7638799E+00 -1.0684056E-01 -1.0299313E+08
