PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000     
  0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998     
 1001 1002 1003 2001 2002 2003 3001 3002 3003
 1.5047710E-01  1.2243856E+00  1.8617013E+00  3.7682582E+00  8.6025884E+00 -6.6731940E+08  3.7688565E+00  8.6029293E+00  6.6738158E+08
 1.2647053E+00  1.3322201E+00  2.0441814E+00  8.6877124E+00  9.8746015E+00 -2.3343205E+08  8.6882940E+00  9.8749303E+00  2.3349610E+08
 2.4055735E+00  1.4427834E+00  2.2450681E+00  1.3693995E+01  1.1152494E+01  2.4275948E+08  1.3694560E+01  1.1152811E+01 -2.4269382E+08
 3.5770978E+00  1.5564533E+00  2.4667215E+00  1.8799641E+01  1.2434325E+01  7.6257624E+08  1.8800192E+01  1.2434629E+01 -7.6250925E+08
 4.7751106E+00  1.6726576E+00  2.7118303E+00  2.4004599E+01  1.3715657E+01  1.3375792E+09  2.4005135E+01  1.3715949E+01 -1.3375111E+09
 6.0099628E+00  1.7929674E+00  2.9834653E+00  2.9330606E+01  1.4993594E+01  1.9633730E+09  2.9331129E+01  1.4993874E+01 -1.9633042E+09
 7.2740890E+00  1.9161003E+00  3.2851494E+00  3.4772504E+01  1.6265796E+01  2.6540645E+09  3.4773014E+01  1.6266065E+01 -2.6539951E+09
 8.5758439E+00  2.0434945E+00  3.6209213E+00  4.0349106E+01  1.7527290E+01  3.4077027E+09  4.0349605E+01  1.7527547E+01 -3.4076330E+09
 9.9121959E+00  2.1745335E+00  3.9954236E+00  4.6061513E+01  1.8776779E+01  4.2345337E+09  4.6062001E+01  1.8777024E+01 -4.2344640E+09
 1.1288778E+01  2.3106577E+00  4.4139993E+00  5.1925475E+01  2.0009089E+01  5.1348172E+09  5.1925952E+01  2.0009323E+01 -5.1347475E+09
 1.2704895E+01  2.4515059E+00  4.8828509E+00  5.7945300E+01  2.1222724E+01  6.1173388E+09  5.7945767E+01  2.1222947E+01 -6.1172695E+09
 1.4167669E+01  2.5984821E+00  5.4091134E+00  6.4133115E+01  2.2413586E+01  7.1815313E+09  6.4133573E+01  2.2413797E+01 -7.1814625E+09
 1.2925793E-01  1.1710076E+00  1.6206265E+00  3.6146932E+00  8.2131486E+00 -4.8406316E+08  3.6153537E+00  8.2135241E+00  4.8411718E+08
 1.1713002E+00  1.2756343E+00  1.7796278E+00  8.2162610E+00  9.4152609E+00 -1.6896283E+08  8.2169029E+00  9.4156231E+00  1.6901851E+08
 2.2383075E+00  1.3828554E+00  1.9547564E+00  1.2898292E+01  1.0622443E+01  1.7680672E+08  1.2898917E+01  1.0622792E+01 -1.7674962E+08
 3.3340305E+00  1.4929691E+00  2.1480720E+00  1.7672546E+01  1.1832832E+01  5.5413810E+08  1.7673154E+01  1.1833168E+01 -5.5407981E+08
 4.4544746E+00  1.6053895E+00  2.3619288E+00  2.2538812E+01  1.3042168E+01  9.7155712E+08  2.2539403E+01  1.3042490E+01 -9.7149787E+08
 5.6094046E+00  1.7215638E+00  2.5990117E+00  2.7517574E+01  1.4247826E+01  1.4256524E+09  2.7518151E+01  1.4248135E+01 -1.4255924E+09
 6.7915904E+00  1.8402519E+00  2.8623985E+00  3.2603765E+01  1.5447504E+01  1.9268774E+09  3.2604328E+01  1.5447800E+01 -1.9268169E+09
 8.0089219E+00  1.9627917E+00  3.1556197E+00  3.7815090E+01  1.6636664E+01  2.4736234E+09  3.7815640E+01  1.6636947E+01 -2.4735625E+09
