PdfType: replica
Format: lhagrid1
---
1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000
0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998
908 909 910 940 941 942 930 931 932 
-2.6687374E-01  1.1187882E+00  8.1536298E+00  8.1088459E-01  5.0807171E+00 -2.2460180E+08  8.1095841E-01  5.0807499E+00  2.2497875E+08
8.0663114E-02  1.1464524E+00  8.9074142E+00  2.2300383E+00  5.3541530E+00 -1.0048174E+08  2.2301092E+00  5.3541838E+00  1.0086715E+08
4.4545641E-01  1.1661138E+00  9.7379826E+00  3.7101818E+00  5.6026236E+00  4.5284607E+07  3.7102502E+00  5.6026525E+00 -4.4890905E+07
8.2782241E-01  1.1774861E+00  1.0654883E+01  5.2533092E+00  5.8249588E+00  2.1376136E+08  5.2533753E+00  5.8249859E+00 -2.1335954E+08
1.2257055E+00  1.1802281E+00  1.1669001E+01  6.8572954E+00  6.0193091E+00  4.1110636E+08  6.8573594E+00  6.0193346E+00 -4.1069656E+08
1.6411546E+00  1.1746704E+00  1.2792772E+01  8.5267673E+00  6.1850276E+00  6.3576768E+08  8.5268295E+00  6.1850516E+00 -6.3535003E+08
2.0711198E+00  1.1605967E+00  1.4040447E+01  1.0257933E+01  6.3213962E+00  8.9521092E+08  1.0257994E+01  6.3214186E+00 -8.9478554E+08
2.5170052E+00  1.1385487E+00  1.5428367E+01  1.2054087E+01  6.4272233E+00  1.1895617E+09  1.2054146E+01  6.4272443E+00 -1.1891287E+09
2.9770925E+00  1.1087102E+00  1.6975317E+01  1.3913605E+01  6.5027325E+00  1.5242323E+09  1.3913662E+01  6.5027522E+00 -1.5237918E+09
3.4519950E+00  1.0717680E+00  1.8702930E+01  1.5838541E+01  6.5466656E+00  1.9008977E+09  1.5838597E+01  6.5466841E+00 -1.9004498E+09
3.9407315E+00  1.0281408E+00  2.0636196E+01  1.7828372E+01  6.5595515E+00  2.3241362E+09  1.7828426E+01  6.5595688E+00 -2.3236810E+09
4.4440136E+00  9.7862932E-01  2.2803997E+01  1.9884046E+01  6.5404907E+00  2.7957091E+09  1.9884099E+01  6.5405070E+00 -2.7952467E+09
-2.1195865E-01  1.0288595E+00  7.0311866E+00  8.7860525E-01  4.6805868E+00 -1.4828189E+08  8.7868819E-01  4.6806231E+00  1.4860663E+08
1.1067259E-01  1.0529985E+00  7.6806277E+00  2.1904718E+00  4.9252512E+00 -5.7029020E+07  2.1905514E+00  4.9252853E+00  5.7361079E+07
4.4981000E-01  1.0693318E+00  8.3963418E+00  3.5609803E+00  5.1460732E+00  5.0213548E+07  3.5610569E+00  5.1461051E+00 -4.9874309E+07
8.0564472E-01  1.0776539E+00  9.1865568E+00  4.9917365E+00  5.3421275E+00  1.7425565E+08  4.9918104E+00  5.3421574E+00 -1.7390937E+08
1.1762447E+00  1.0777183E+00  1.0060655E+01  6.4805889E+00  5.5119874E+00  3.1947892E+08  6.4806603E+00  5.5120155E+00 -3.1912572E+08
1.5633785E+00  1.0698889E+00  1.1029359E+01  8.0316186E+00  5.6551306E+00  4.8487694E+08  8.0316878E+00  5.6551569E+00 -4.8451695E+08
1.9642577E+00  1.0540437E+00  1.2104950E+01  9.6412341E+00  5.7712152E+00  6.7572584E+08  9.6413014E+00  5.7712399E+00 -6.7535917E+08
2.3800877E+00  1.0307444E+00  1.3301518E+01  1.1312344E+01  5.8592327E+00  8.9220674E+08  1.1312409E+01  5.8592559E+00 -8.9183351E+08
