PdfType: replica
Format: lhagrid1
---
1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000
0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998
908 909 910 940 941 942 930 931 932 
-8.1205488E-02 -1.7711029E-01  2.5979136E+01  5.1063637E+00  3.8940184E+00  2.9334434E+09  5.1057588E+00  3.8936419E+00 -2.9322245E+09
9.5609676E-02 -1.7902828E-01  2.8291849E+01  5.7531613E+00  3.9030239E+00  3.1269129E+09  5.7525722E+00  3.9026582E+00 -3.1256701E+09
2.9331209E-01 -1.8986722E-01  3.0836182E+01  6.4852496E+00  3.8829958E+00  3.3463448E+09  6.4846759E+00  3.8826413E+00 -3.3450783E+09
5.1098912E-01 -2.0960698E-01  3.3640548E+01  7.3020980E+00  3.8285676E+00  3.5974051E+09  7.3015382E+00  3.8282242E+00 -3.5961149E+09
7.4792191E-01 -2.3807248E-01  3.6737306E+01  8.1996327E+00  3.7498030E+00  3.8763999E+09  8.1990870E+00  3.7494713E+00 -3.8750863E+09
1.0027786E+00 -2.7497801E-01  4.0163394E+01  9.1779191E+00  3.6313712E+00  4.1949651E+09  9.1773861E+00  3.6310510E+00 -4.1936281E+09
1.2753956E+00 -3.1984253E-01  4.3961068E+01  1.0234152E+01  3.4890000E+00  4.5470723E+09  1.0233632E+01  3.4886918E+00 -4.5457120E+09
1.5643443E+00 -3.7217398E-01  4.8178735E+01  1.1366604E+01  3.3110731E+00  4.9417999E+09  1.1366095E+01  3.3107769E+00 -4.9404165E+09
1.8696616E+00 -4.3127477E-01  5.2871998E+01  1.2574967E+01  3.1066472E+00  5.3777660E+09  1.2574470E+01  3.1063635E+00 -5.3763595E+09
2.1900531E+00 -4.9654428E-01  5.8104784E+01  1.3856511E+01  2.8700819E+00  5.8603305E+09  1.3856025E+01  2.8698105E+00 -5.8589011E+09
2.5257734E+00 -5.6711729E-01  6.3950852E+01  1.5212207E+01  2.6067905E+00  6.3905038E+09  1.5211732E+01  2.6065316E+00 -6.3890514E+09
2.8750200E+00 -6.4230301E-01  7.0495377E+01  1.6639585E+01  2.3139929E+00  6.9713883E+09  1.6639120E+01  2.3137464E+00 -6.9699132E+09
-1.7589727E-02 -1.6441474E-01  2.2042261E+01  4.9977273E+00  3.6700848E+00  2.1500157E+09  4.9970884E+00  3.6696854E+00 -2.1489845E+09
1.5537026E-01 -1.6712005E-01  2.3998017E+01  5.6317117E+00  3.6793787E+00  2.2944215E+09  5.6310894E+00  3.6789905E+00 -2.2933702E+09
3.4819085E-01 -1.7830647E-01  2.6149921E+01  6.3468654E+00  3.6615671E+00  2.4580890E+09  6.3462591E+00  3.6611904E+00 -2.4570176E+09
5.5997469E-01 -1.9788522E-01  2.8522022E+01  7.1426023E+00  3.6118072E+00  2.6451639E+09  7.1420107E+00  3.6114421E+00 -2.6440725E+09
7.9001464E-01 -2.2562586E-01  3.1141692E+01  8.0149747E+00  3.5397281E+00  2.8529226E+09  8.0143981E+00  3.5393752E+00 -2.8518115E+09
1.0370476E+00 -2.6119202E-01  3.4040193E+01  8.9640618E+00  3.4311041E+00  3.0898851E+09  8.9634986E+00  3.4307634E+00 -3.0887543E+09
1.3009174E+00 -3.0407281E-01  3.7253279E+01  9.9871655E+00  3.3008761E+00  3.3516011E+09  9.9866159E+00  3.3005481E+00 -3.3504506E+09
1.5802908E+00 -3.5374435E-01  4.0821926E+01  1.1082732E+01  3.1382826E+00  3.6447059E+09  1.1082195E+01  3.1379673E+00 -3.6435359E+09
