PdfType: replica
Format: lhagrid1
---
1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000
0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998
908 909 910 940 941 942 930 931 932 
-4.9897898E-01  1.7604438E+00  3.7043198E+01  2.0562809E+00  8.9898876E+00 -3.6853991E+08  2.0552661E+00  8.9892933E+00  3.7029848E+08
1.0229972E-01  1.8504118E+00  4.0326623E+01  4.5692989E+00  9.6629691E+00 -1.7839801E+08  4.5683087E+00  9.6623921E+00  1.8019046E+08
7.2108763E-01  1.9337105E+00  4.3939101E+01  7.1394120E+00  1.0311430E+01  3.7353842E+07  7.1384456E+00  1.0310871E+01 -3.5527710E+07
1.3591809E+00  2.0098760E+00  4.7920925E+01  9.7727758E+00  1.0933476E+01  2.7873606E+08  9.7718312E+00  1.0932934E+01 -2.7687639E+08
2.0130631E+00  2.0780971E+00  5.2317963E+01  1.2466761E+01  1.1524944E+01  5.5588666E+08  1.2465839E+01  1.1524421E+01 -5.5399358E+08
2.6886740E+00  2.1389320E+00  5.7182601E+01  1.5233329E+01  1.2085465E+01  8.6279364E+08  1.5232426E+01  1.2084961E+01 -8.6086731E+08
3.3799310E+00  2.1914442E+00  6.2574746E+01  1.8065940E+01  1.2611928E+01  1.2126288E+09  1.8065057E+01  1.2611443E+01 -1.2106693E+09
4.0914784E+00  2.2363721E+00  6.8563034E+01  2.0973998E+01  1.3102967E+01  1.6020376E+09  2.0973133E+01  1.3102501E+01 -1.6000451E+09
4.8199802E+00  2.2733910E+00  7.5226292E+01  2.3954961E+01  1.3557173E+01  2.0400908E+09  2.3954114E+01  1.3556726E+01 -2.0380653E+09
5.5682666E+00  2.3034083E+00  8.2655176E+01  2.7015813E+01  1.3972589E+01  2.5264898E+09  2.7014982E+01  1.3972161E+01 -2.5244314E+09
6.3344124E+00  2.3264043E+00  9.0954224E+01  3.0155746E+01  1.4348473E+01  3.0684746E+09  3.0154931E+01  1.4348065E+01 -3.0663834E+09
7.1220564E+00  2.3434035E+00  1.0024419E+02  3.3378911E+01  1.4683256E+01  3.6661664E+09  3.3378111E+01  1.4682867E+01 -3.6640424E+09
-4.3770904E-01  1.6632496E+00  3.1333157E+01  2.0751074E+00  8.4590085E+00 -2.4354220E+08  2.0740226E+00  8.4583720E+00  2.4502884E+08
1.1778972E-01  1.7455317E+00  3.4108466E+01  4.3850782E+00  9.0695805E+00 -1.0635048E+08  4.3840197E+00  9.0689626E+00  1.0786566E+08
6.8991002E-01  1.8210405E+00  3.7161992E+01  6.7497315E+00  9.6559579E+00  4.9616132E+07  6.7486986E+00  9.6553591E+00 -4.8072571E+07
1.2801998E+00  1.8893946E+00  4.0527794E+01  9.1744836E+00  1.0216632E+01  2.2437708E+08  9.1734742E+00  1.0216052E+01 -2.2280527E+08
1.8853462E+00  1.9499050E+00  4.4244655E+01  1.1656644E+01  1.0748031E+01  4.2526301E+08  1.1655659E+01  1.0747472E+01 -4.2366306E+08
2.5107248E+00  2.0031413E+00  4.8356854E+01  1.4207055E+01  1.1249929E+01  6.4792634E+08  1.4206090E+01  1.1249389E+01 -6.4629836E+08
3.1506923E+00  2.0483130E+00  5.2915037E+01  1.6819486E+01  1.1719749E+01  9.0188560E+08  1.6818542E+01  1.1719230E+01 -9.0022964E+08
3.8094580E+00  2.0861636E+00  5.7977243E+01  1.9502451E+01  1.2156374E+01  1.1847125E+09  1.9501527E+01  1.2155875E+01 -1.1830287E+09
4.4839227E+00  2.1164676E+00  6.3610102E+01  2.2253495E+01  1.2558752E+01  1.5029493E+09  2.2252589E+01  1.2558274E+01 -1.5012376E+09
5.1766522E+00  2.1401248E+00  6.9890244E+01  2.5078939E+01  1.2925248E+01  1.8563710E+09  2.5078051E+01  1.2924790E+01 -1.8546316E+09
5.8858658E+00  2.1571902E+00  7.6906065E+01  2.7977991E+01  1.3255396E+01  2.2501848E+09  2.7977120E+01  1.3254960E+01 -2.2484177E+09
6.6148793E+00  2.1686710E+00  8.4759647E+01  3.0954422E+01  1.3547925E+01  2.6844593E+09  3.0953567E+01  1.3547509E+01 -2.6826646E+09
-3.7800368E-01  1.5707246E+00  2.6478095E+01  2.0961765E+00  7.9565425E+00 -1.5797234E+08  2.0950170E+00  7.9558608E+00  1.5922806E+08
1.3524370E-01  1.6456944E+00  2.8824434E+01  4.2189549E+00  8.5089861E+00 -5.8880034E+07  4.2178237E+00  8.5083243E+00  6.0159901E+07
6.6425196E-01  1.7138229E+00  3.1405997E+01  6.3941002E+00  9.0377485E+00  5.3982424E+07  6.3929965E+00  9.0371073E+00 -5.2678570E+07
1.2103426E+00  1.7748099E+00  3.4251577E+01  8.6263487E+00  9.5415891E+00  1.8063458E+08  8.6252703E+00  9.5409685E+00 -1.7930685E+08
1.7703986E+00  1.8280833E+00  3.7393958E+01  1.0912968E+01  1.0017495E+01  3.2636868E+08  1.0911915E+01  1.0016896E+01 -3.2501717E+08
2.3492740E+00  1.8742253E+00  4.0870570E+01  1.3263762E+01  1.0465357E+01  4.8804927E+08  1.3262732E+01  1.0464780E+01 -4.8667406E+08
2.9417416E+00  1.9125816E+00  4.4724234E+01  1.5672809E+01  1.0883107E+01  6.7254290E+08  1.5671802E+01  1.0882551E+01 -6.7114407E+08
3.5516095E+00  1.9439006E+00  4.9004012E+01  1.8147805E+01  1.1269844E+01  8.7809741E+08  1.8146818E+01  1.1269309E+01 -8.7667504E+08
4.1760054E+00  1.9680483E+00  5.3766231E+01  2.0686385E+01  1.1624845E+01  1.1094240E+09  2.0685419E+01  1.1624333E+01 -1.1079781E+09
4.8172525E+00  1.9859158E+00  5.9075684E+01  2.3294270E+01  1.1946763E+01  1.3663549E+09  2.3293322E+01  1.1946274E+01 -1.3648855E+09
5.4737105E+00  1.9976256E+00  6.5007094E+01  2.5970692E+01  1.2235385E+01  1.6526298E+09  2.5969763E+01  1.2234917E+01 -1.6511371E+09
6.1483969E+00  2.0041660E+00  7.1646775E+01  2.8719080E+01  1.2489699E+01  1.9682844E+09  2.8718168E+01  1.2489254E+01 -1.9667684E+09
-3.2001299E-01  1.4826357E+00  2.2392158E+01  2.1184944E+00  7.4808485E+00 -9.9974219E+07  2.1172569E+00  7.4801192E+00  1.0103546E+08
1.5425951E-01  1.5506545E+00  2.4376463E+01  4.0688472E+00  7.9793059E+00 -2.8314903E+07  4.0676400E+00  7.9785978E+00  2.9396547E+07
6.4345686E-01  1.6117992E+00  2.6559603E+01  6.0693334E+00  8.4546765E+00  5.3447722E+07  6.0681555E+00  8.4539903E+00 -5.2345800E+07
1.1486953E+00  1.6658490E+00  2.8965928E+01  8.1240664E+00  8.9059702E+00  1.4533334E+08  8.1229153E+00  8.9053059E+00 -1.4421122E+08
1.6670457E+00  1.7123429E+00  3.1623159E+01  1.0230290E+01  9.3306984E+00  2.5115636E+08  1.0229166E+01  9.3300571E+00 -2.5001414E+08
2.2028815E+00  1.7518762E+00  3.4562952E+01  1.2396853E+01  9.7288513E+00  3.6866192E+08  1.2395753E+01  9.7282325E+00 -3.6749971E+08
2.7513695E+00  1.7839215E+00  3.7821510E+01  1.4618136E+01  1.0098836E+01  5.0279457E+08  1.4617061E+01  1.0098241E+01 -5.0161240E+08
3.3159487E+00  1.8092317E+00  4.1440316E+01  1.6901083E+01  1.0439938E+01  6.5229452E+08  1.6900029E+01  1.0439366E+01 -6.5109249E+08
