PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000     
  0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998     
 1001 1002 1003 2001 2002 2003 3001 3002 3003
 1.5502041E+00  2.4985100E-01  1.6730549E+01  7.9675810E+00  2.9341234E+00  8.5487744E+08  7.9675807E+00  2.9341124E+00 -8.5409773E+08
 1.7390931E+00  2.6263063E-01  1.8226877E+01  8.7424929E+00  3.0573579E+00  9.7608857E+08  8.7424914E+00  3.0573460E+00 -9.7529342E+08
 1.9460270E+00  2.6929529E-01  1.9874538E+01  9.5830180E+00  3.1595825E+00  1.1170862E+09  9.5830154E+00  3.1595698E+00 -1.1162759E+09
 2.1707203E+00  2.6938839E-01  2.1692109E+01  1.0490330E+01  3.2378362E+00  1.2806589E+09  1.0490327E+01  3.2378229E+00 -1.2798337E+09
 2.4122596E+00  2.6255349E-01  2.3700768E+01  1.1461632E+01  3.2934848E+00  1.4682378E+09  1.1461628E+01  3.2934711E+00 -1.4673979E+09
 2.6705086E+00  2.4873538E-01  2.5924693E+01  1.2499652E+01  3.3211867E+00  1.6838884E+09  1.2499647E+01  3.3211727E+00 -1.6830340E+09
 2.9445003E+00  2.2784926E-01  2.8391561E+01  1.3601036E+01  3.3245935E+00  1.9286978E+09  1.3601031E+01  3.3245793E+00 -1.9278291E+09
 3.2337909E+00  2.0007786E-01  3.1133104E+01  1.4766957E+01  3.2994080E+00  2.2065972E+09  1.4766952E+01  3.2993938E+00 -2.2057144E+09
 3.5378441E+00  1.6564186E-01  3.4185775E+01  1.5996115E+01  3.2479194E+00  2.5195729E+09  1.5996109E+01  3.2479052E+00 -2.5186762E+09
 3.8560128E+00  1.2488741E-01  3.7591516E+01  1.7288341E+01  3.1677255E+00  2.8708876E+09  1.7288335E+01  3.1677114E+00 -2.8699771E+09
 4.1880461E+00  7.8253690E-02  4.1398739E+01  1.8643409E+01  3.0603117E+00  3.2631069E+09  1.8643402E+01  3.0602979E+00 -3.2621828E+09
 4.5330159E+00  2.6219355E-02  4.5663368E+01  2.0060736E+01  2.9244049E+00  3.6987451E+09  2.0060729E+01  2.9243914E+00 -3.6978076E+09
 1.5144931E+00  2.4178932E-01  1.4167358E+01  7.7809937E+00  2.8436044E+00  6.5601446E+08  7.7809988E+00  2.8435947E+00 -6.5535342E+08
 1.6950519E+00  2.5356763E-01  1.5444174E+01  8.5164574E+00  2.9569329E+00  7.4678255E+08  8.5164609E+00  2.9569222E+00 -7.4610811E+08
 1.8928987E+00  2.5933623E-01  1.6849633E+01  9.3149137E+00  3.0500116E+00  8.5229730E+08  9.3149160E+00  3.0500000E+00 -8.5160972E+08
 2.1076939E+00  2.5871580E-01  1.8399585E+01  1.0177315E+01  3.1201759E+00  9.7462073E+08  1.0177316E+01  3.1201636E+00 -9.7392024E+08
 2.3385304E+00  2.5142535E-01  2.0112074E+01  1.1100818E+01  3.1689890E+00  1.1147466E+09  1.1100818E+01  3.1689762E+00 -1.1140334E+09
 2.5852259E+00  2.3746720E-01  2.2007721E+01  1.2087936E+01  3.1914537E+00  1.2757051E+09  1.2087936E+01  3.1914404E+00 -1.2749794E+09
 2.8468556E+00  2.1681893E-01  2.4110117E+01  1.3135368E+01  3.1913230E+00  1.4582140E+09  1.3135367E+01  3.1913095E+00 -1.4574760E+09
 3.1229730E+00  1.8970755E-01  2.6446301E+01  1.4244189E+01  3.1646182E+00  1.6651731E+09  1.4244188E+01  3.1646046E+00 -1.6644230E+09
