PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000     
  0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998     
 1001 1002 1003 2001 2002 2003 3001 3002 3003
 2.2242919E+00  3.1988806E+00  4.7144979E+01  1.9274894E+01  2.5636680E+01 -1.0685061E+09  1.9280839E+01  2.5639887E+01  1.0705123E+09
 5.2724655E+00  3.5395618E+00  5.1278784E+01  3.2899795E+01  2.9452277E+01  1.0036650E+08  3.2905590E+01  2.9455378E+01 -9.8327827E+07
 8.3627641E+00  3.9102749E+00  5.5826221E+01  4.6645790E+01  3.3343196E+01  1.3582811E+09  4.6651442E+01  3.3346190E+01 -1.3562133E+09
 1.1509343E+01  4.3120407E+00  6.0837783E+01  6.0554159E+01  3.7302398E+01  2.7057765E+09  6.0559680E+01  3.7305286E+01 -2.7036832E+09
 1.4701733E+01  4.7426722E+00  6.6370939E+01  7.4628535E+01  4.1318361E+01  4.1706332E+09  7.4633927E+01  4.1321140E+01 -4.1685177E+09
 1.7973468E+01  5.2062002E+00  7.2491298E+01  8.8937271E+01  4.5379201E+01  5.7362689E+09  8.8942550E+01  4.5381876E+01 -5.7341344E+09
 2.1303113E+01  5.6976668E+00  7.9273877E+01  1.0346826E+02  4.9478345E+01  7.4384414E+09  1.0347343E+02  4.9480911E+01 -7.4362912E+09
 2.4718425E+01  6.2202659E+00  8.6804664E+01  1.1828125E+02  5.3599456E+01  9.2654140E+09  1.1828631E+02  5.3601917E+01 -9.2632509E+09
 2.8211041E+01  6.7705961E+00  9.5182288E+01  1.3338142E+02  5.7736503E+01  1.1242916E+10  1.3338639E+02  5.7738858E+01 -1.1240743E+10
 3.1800404E+01  7.3516435E+00  1.0452022E+02  1.4881968E+02  6.1873484E+01  1.3364691E+10  1.4882455E+02  6.1875733E+01 -1.3362510E+10
 3.5484678E+01  7.9604463E+00  1.1494934E+02  1.6460935E+02  6.6002872E+01  1.5652431E+10  1.6461414E+02  6.6005016E+01 -1.5650246E+10
 3.9288780E+01  8.5997021E+00  1.2662065E+02  1.8078958E+02  7.0111948E+01  1.8097569E+10  1.8079429E+02  7.0113989E+01 -1.8095381E+10
 2.0105986E+00  3.0875349E+00  3.9778409E+01  1.8256791E+01  2.4583756E+01 -7.8295727E+08  1.8263144E+01  2.4587182E+01  7.8465369E+08
 4.8502872E+00  3.4223907E+00  4.3268061E+01  3.0963817E+01  2.8202198E+01  5.9711033E+07  3.0970009E+01  2.8205511E+01 -5.7987118E+07
 7.7289628E+00  3.7858437E+00  4.7106372E+01  4.3778791E+01  3.1889563E+01  9.6612222E+08  4.3784830E+01  3.1892761E+01 -9.6437373E+08
 1.0659965E+01  4.1784951E+00  5.1335939E+01  5.6740713E+01  3.5638663E+01  1.9364152E+09  5.6746613E+01  3.5641749E+01 -1.9346452E+09
 1.3633216E+01  4.5979630E+00  5.6005286E+01  6.9852719E+01  3.9437845E+01  2.9912503E+09  6.9858481E+01  3.9440815E+01 -2.9894615E+09
 1.6680471E+01  5.0477896E+00  6.1169770E+01  8.3179333E+01  4.3275932E+01  4.1177640E+09  8.3184973E+01  4.3278789E+01 -4.1159589E+09
 1.9781105E+01  5.5230458E+00  6.6892727E+01  9.6708548E+01  4.7145901E+01  5.3427458E+09  9.6714068E+01  4.7148643E+01 -5.3409273E+09
 2.2961384E+01  6.0265527E+00  7.3246642E+01  1.1049657E+02  5.1032551E+01  6.6569675E+09  1.1050198E+02  5.1035180E+01 -6.6551378E+09
