PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000     
  0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998     
 1001 1002 1003 2001 2002 2003 3001 3002 3003
 1.5494728E+00 -3.7439483E-02  3.4210796E+00  1.2305811E+01  5.1752028E+00  3.2773372E+09  1.2305975E+01  5.1752884E+00 -3.2771838E+09
 1.7239529E+00 -4.3157951E-02  3.7493805E+00  1.2886843E+01  5.1381512E+00  3.4742972E+09  1.2887002E+01  5.1382335E+00 -3.4741397E+09
 1.9196666E+00 -5.7347660E-02  4.1113037E+00  1.3556709E+01  5.0737974E+00  3.6976214E+09  1.3556863E+01  5.0738765E+00 -3.6974601E+09
 2.1356949E+00 -8.0027375E-02  4.5111026E+00  1.4316271E+01  4.9772352E+00  3.9524586E+09  1.4316421E+01  4.9773113E+00 -3.9522936E+09
 2.3714159E+00 -1.1105048E-01  4.9536354E+00  1.5158540E+01  4.8570646E+00  4.2362072E+09  1.5158687E+01  4.8571378E+00 -4.2360387E+09
 2.6253985E+00 -1.5017081E-01  5.4444433E+00  1.6087588E+01  4.7003975E+00  4.5587224E+09  1.6087730E+01  4.7004674E+00 -4.5585503E+09
 2.8976225E+00 -1.9692302E-01  5.9899039E+00  1.7096618E+01  4.5202454E+00  4.9157791E+09  1.7096757E+01  4.5203121E+00 -4.9156036E+09
 3.1865948E+00 -2.5084500E-01  6.5973061E+00  1.8186888E+01  4.3073360E+00  5.3149974E+09  1.8187023E+01  4.3073994E+00 -5.3148185E+09
 3.4924369E+00 -3.1125523E-01  7.2750399E+00  1.9355973E+01  4.0688475E+00  5.7560642E+09  1.9356104E+01  4.0689077E+00 -5.7558819E+09
 3.8138282E+00 -3.7757661E-01  8.0327959E+00  2.0602820E+01  3.8007734E+00  6.2434922E+09  2.0602948E+01  3.8008304E+00 -6.2433067E+09
 4.1510858E+00 -4.4895589E-01  8.8817495E+00  2.1927176E+01  3.5072104E+00  6.7789463E+09  2.1927301E+01  3.5072643E+00 -6.7787577E+09
 4.5023893E+00 -5.2471807E-01  9.8348567E+00  2.3327808E+01  3.1867027E+00  7.3649376E+09  2.3327931E+01  3.1867540E+00 -7.3647461E+09
 1.5022542E+00 -3.7367909E-02  2.9240903E+00  1.1938809E+01  5.0225394E+00  2.4861661E+09  1.1938978E+01  5.0226271E+00 -2.4860319E+09
 1.6727575E+00 -4.3429546E-02  3.2081383E+00  1.2505232E+01  4.9859793E+00  2.6353356E+09  1.2505396E+01  4.9860634E+00 -2.6351977E+09
 1.8634433E+00 -5.7568881E-02  3.5215490E+00  1.3156490E+01  4.9237289E+00  2.8041810E+09  1.3156649E+01  4.9238096E+00 -2.8040395E+09
 2.0734055E+00 -7.9732945E-02  3.8680087E+00  1.3893344E+01  4.8312362E+00  2.9965350E+09  1.3893498E+01  4.8313136E+00 -2.9963903E+09
 2.3020296E+00 -1.0971682E-01  4.2517348E+00  1.4708960E+01  4.7170410E+00  3.2103519E+09  1.4709111E+01  4.7171152E+00 -3.2102040E+09
 2.5479534E+00 -1.4722118E-01  4.6775478E+00  1.5607295E+01  4.5688225E+00  3.4530065E+09  1.5607442E+01  4.5688936E+00 -3.4528554E+09
 2.8111593E+00 -1.9174828E-01  5.1509660E+00  1.6581751E+01  4.3993553E+00  3.7212178E+09  1.6581894E+01  4.3994234E+00 -3.7210638E+09
 3.0902485E+00 -2.4280216E-01  5.6783484E+00  1.7633619E+01  4.1998139E+00  4.0206414E+09  1.7633759E+01  4.1998791E+00 -4.0204846E+09
