PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000     
  0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998     
 1001 1002 1003 2001 2002 2003 3001 3002 3003
-3.5402179E-01  5.4611900E+00  1.2342886E+01  9.1256120E+00  2.7047567E+01 -7.2898424E+08  9.1256127E+00  2.7047484E+01  7.2952351E+08
 1.3900743E+00  5.6378473E+00  1.3460456E+01  1.6469974E+01  2.8868672E+01 -1.8434450E+08  1.6469980E+01  2.8868591E+01  1.8489506E+08
 3.1537900E+00  5.8153174E+00  1.4691447E+01  2.3879228E+01  3.0685893E+01  4.1241393E+08  2.3879239E+01  3.0685814E+01 -4.1185221E+08
 4.9443160E+00  5.9938761E+00  1.6049831E+01  3.1373963E+01  3.2496595E+01  1.0585753E+09  3.1373979E+01  3.2496518E+01 -1.0580025E+09
 6.7534926E+00  6.1722286E+00  1.7551538E+01  3.8951558E+01  3.4292487E+01  1.7788426E+09  3.8951579E+01  3.4292413E+01 -1.7782589E+09
 8.6011131E+00  6.3527848E+00  1.9214796E+01  4.6649562E+01  3.6072290E+01  2.5527297E+09  4.6649587E+01  3.6072219E+01 -2.5521351E+09
 1.0471439E+01  6.5329731E+00  2.1060447E+01  5.4454695E+01  3.7829096E+01  3.4136290E+09  5.4454724E+01  3.7829027E+01 -3.4130237E+09
 1.2380862E+01  6.7150365E+00  2.3112363E+01  6.2398660E+01  3.9558723E+01  4.3471109E+09  6.2398694E+01  3.9558658E+01 -4.3464948E+09
 1.4321544E+01  6.8975118E+00  2.5398068E+01  7.0478780E+01  4.1256726E+01  5.3753444E+09  7.0478819E+01  4.1256664E+01 -5.3747176E+09
 1.6304654E+01  7.0826617E+00  2.7949127E+01  7.8721142E+01  4.2917273E+01  6.4917307E+09  7.8721185E+01  4.2917214E+01 -6.4910932E+09
 1.8326341E+01  7.2694127E+00  3.0802063E+01  8.7127502E+01  4.4536527E+01  7.7132461E+09  8.7127549E+01  4.4536471E+01 -7.7125981E+09
 2.0401019E+01  7.4600056E+00  3.3999103E+01  9.5715928E+01  4.6109512E+01  9.0341976E+09  9.5715979E+01  4.6109459E+01 -9.0335391E+09
-2.3381360E-01  5.0341616E+00  1.0551575E+01  8.8900722E+00  2.5024136E+01 -4.7601878E+08  8.8900800E+00  2.5024047E+01  4.7647854E+08
 1.3642861E+00  5.1981139E+00  1.1510334E+01  1.5616718E+01  2.6696448E+01 -8.5816972E+07  1.5616730E+01  2.6696361E+01  8.6286624E+07
 2.9808015E+00  5.3626225E+00  1.2565999E+01  2.2403905E+01  2.8364208E+01  3.4183695E+08  2.2403923E+01  2.8364123E+01 -3.4135752E+08
 4.6222735E+00  5.5278979E+00  1.3730564E+01  2.9270454E+01  3.0024879E+01  8.0502232E+08  2.9270476E+01  3.0024797E+01 -8.0453319E+08
 6.2811432E+00  5.6927234E+00  1.5017695E+01  3.6213729E+01  3.1671008E+01  1.3214075E+09  3.6213756E+01  3.1670928E+01 -1.3209088E+09
 7.9755379E+00  5.8592947E+00  1.6442981E+01  4.3268171E+01  3.3301221E+01  1.8763470E+09  4.3268202E+01  3.3301143E+01 -1.8758389E+09
 9.6909364E+00  6.0252442E+00  1.8024290E+01  5.0421363E+01  3.4909430E+01  2.4937444E+09  5.0421400E+01  3.4909355E+01 -2.4932269E+09
 1.1442353E+01  6.1926325E+00  1.9782114E+01  5.7702335E+01  3.6491711E+01  3.1632599E+09  5.7702377E+01  3.6491640E+01 -3.1627331E+09
 1.3222530E+01  6.3601251E+00  2.1739955E+01  6.5108483E+01  3.8044155E+01  3.9007816E+09  6.5108529E+01  3.8044087E+01 -3.9002457E+09
