PdfType: replica
Format: lhagrid1
---
1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000
0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998
908 909 910 940 941 942 930 931 932 
1.7297357E+00  4.3550602E-01  1.0862701E+01  9.1709151E+00  5.5011783E+00  4.0551004E+08  9.1719763E+00  5.5017303E+00 -4.0504348E+08
2.5131888E+00  4.8795197E-01  1.1834645E+01  1.2626911E+01  6.3048978E+00  7.6959870E+08  1.2627947E+01  6.3054313E+00 -7.6912375E+08
3.3227853E+00  5.4092888E-01  1.2904859E+01  1.6175208E+01  7.1098186E+00  1.1712592E+09  1.6176220E+01  7.1103337E+00 -1.1707765E+09
4.1607651E+00  5.9483769E-01  1.4085436E+01  1.9823999E+01  7.9132398E+00  1.6136447E+09  1.9824989E+01  7.9137366E+00 -1.6131548E+09
5.0247009E+00  6.4951150E-01  1.5390147E+01  2.3572162E+01  8.7154080E+00  2.1022952E+09  2.3573131E+01  8.7158862E+00 -2.1017989E+09
5.9202550E+00  7.0610248E-01  1.6834731E+01  2.7434105E+01  9.5098607E+00  2.6395316E+09  2.7435055E+01  9.5103208E+00 -2.6390293E+09
6.8434078E+00  7.6407435E-01  1.8437202E+01  3.1406051E+01  1.0299828E+01  3.2312616E+09  3.1406983E+01  1.0300269E+01 -3.2307539E+09
7.7985999E+00  8.2452323E-01  2.0218195E+01  3.5500068E+01  1.1078507E+01  3.8803313E+09  3.5500983E+01  1.1078930E+01 -3.8798187E+09
8.7845906E+00  8.8735699E-01  2.2201436E+01  3.9717367E+01  1.1847737E+01  4.5921829E+09  3.9718265E+01  1.1848143E+01 -4.5916659E+09
9.8043096E+00  9.5367942E-01  2.4414227E+01  4.4067675E+01  1.2602431E+01  5.3694136E+09  4.4068558E+01  1.2602818E+01 -5.3688926E+09
1.0858006E+01  1.0235942E+00  2.6888050E+01  4.8554922E+01  1.3343110E+01  6.2175985E+09  4.8555790E+01  1.3343479E+01 -6.2170741E+09
1.1949278E+01  1.0981912E+00  2.9659323E+01  5.3186924E+01  1.4066286E+01  7.1378175E+09  5.3187779E+01  1.4066637E+01 -7.1372900E+09
1.6511396E+00  4.2752005E-01  9.1688655E+00  8.8495600E+00  5.3337280E+00  3.1427034E+08  8.8506945E+00  5.3343167E+00 -3.1387551E+08
2.3897700E+00  4.7976815E-01  9.9996294E+00  1.2108677E+01  6.1013375E+00  5.8135729E+08  1.2109785E+01  6.1019065E+00 -5.8095500E+08
3.1529729E+00  5.3265493E-01  1.0913970E+01  1.5453862E+01  6.8700698E+00  8.7585990E+08  1.5454945E+01  6.8706192E+00 -8.7545072E+08
3.9428622E+00  5.8652475E-01  1.1922211E+01  1.8892883E+01  7.6373434E+00  1.2000422E+09  1.8893942E+01  7.6378735E+00 -1.1996267E+09
4.7570812E+00  6.4118788E-01  1.3036110E+01  2.2424549E+01  8.4033779E+00  1.5580002E+09  2.2425586E+01  8.4038881E+00 -1.5575789E+09
5.6010439E+00  6.9772037E-01  1.4269094E+01  2.6062599E+01  9.1620956E+00  1.9513021E+09  2.6063616E+01  9.1625866E+00 -1.9508755E+09
6.4708491E+00  7.5558840E-01  1.5636526E+01  2.9803283E+01  9.9165385E+00  2.3843593E+09  2.9804280E+01  9.9170098E+00 -2.3839279E+09
7.3707565E+00  8.1582382E-01  1.7156022E+01  3.3658099E+01  1.0660354E+01  2.8591188E+09  3.3659078E+01  1.0660806E+01 -2.8586830E+09
8.2995226E+00  8.7832314E-01  1.8847816E+01  3.7628074E+01  1.1395282E+01  3.3796144E+09  3.7629036E+01  1.1395714E+01 -3.3791747E+09
