PdfType: replica
Format: lhagrid1
---
1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000
0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998
908 909 910 940 941 942 930 931 932 
6.3598224E+00  7.6422470E-01  8.5311545E+00  7.0860542E+00  1.3770627E+00 -2.1761039E+10  7.0859904E+00  1.3770198E+00  2.1761439E+10
6.5400765E+00  7.3134199E-01  9.2956174E+00  7.9340095E+00  1.4954886E+00 -2.1794061E+10  7.9339467E+00  1.4954463E+00  2.1794469E+10
6.7390965E+00  6.9562390E-01  1.0139732E+01  8.8491105E+00  1.5986529E+00 -2.1793968E+10  8.8490487E+00  1.5986113E+00  2.1794383E+10
6.9566465E+00  6.5660918E-01  1.1073186E+01  9.8324266E+00  1.6841263E+00 -2.1758873E+10  9.8323658E+00  1.6840855E+00  2.1759296E+10
7.1921356E+00  6.1392224E-01  1.2107045E+01  1.0882386E+01  1.7526645E+00 -2.1688471E+10  1.0882327E+01  1.7526246E+00  2.1688902E+10
7.4451757E+00  5.6744574E-01  1.3254008E+01  1.2000981E+01  1.7998264E+00 -2.1579023E+10  1.2000922E+01  1.7997875E+00  2.1579462E+10
7.7153426E+00  5.1706258E-01  1.4528575E+01  1.3186378E+01  1.8284114E+00 -2.1430742E+10  1.3186321E+01  1.8283735E+00  2.1431189E+10
8.0019851E+00  4.6286939E-01  1.5947443E+01  1.4439494E+01  1.8345446E+00 -2.1239844E+10  1.4439437E+01  1.8345078E+00  2.1240299E+10
8.3050034E+00  4.0502711E-01  1.7529798E+01  1.5760002E+01  1.8201106E+00 -2.1005435E+10  1.5759946E+01  1.8200750E+00  2.1005898E+10
8.6236409E+00  3.4377971E-01  1.9297744E+01  1.7147835E+01  1.7827414E+00 -2.0724409E+10  1.7147780E+01  1.7827071E+00  2.0724879E+10
8.9580302E+00  2.7949757E-01  2.1276815E+01  1.8603611E+01  1.7236792E+00 -2.0395100E+10  1.8603557E+01  1.7236462E+00  2.0395579E+10
9.3070564E+00  2.1254785E-01  2.3496564E+01  2.0127175E+01  1.6415248E+00 -2.0015128E+10  2.0127122E+01  1.6414932E+00  2.0015614E+10
6.0778862E+00  7.2910626E-01  7.0647246E+00  6.8990395E+00  1.3612470E+00 -1.6146415E+10  6.8989773E+00  1.3612030E+00  1.6146745E+10
6.2518660E+00  6.9831854E-01  7.7403371E+00  7.7143468E+00  1.4764611E+00 -1.6170395E+10  7.7142850E+00  1.4764174E+00  1.6170734E+10
6.4438358E+00  6.6479032E-01  8.4833264E+00  8.5938407E+00  1.5771320E+00 -1.6169759E+10  8.5937794E+00  1.5770888E+00  1.6170106E+10
6.6535273E+00  6.2811442E-01  9.3021817E+00  9.5384431E+00  1.6610534E+00 -1.6143123E+10  9.5383823E+00  1.6610108E+00  1.6143478E+10
6.8803280E+00  5.8796591E-01  1.0206551E+01  1.0546515E+01  1.7291149E+00 -1.6090304E+10  1.0546455E+01  1.7290731E+00  1.6090668E+10
7.1238629E+00  5.4427257E-01  1.1207451E+01  1.1619948E+01  1.7771643E+00 -1.6008549E+10  1.1619889E+01  1.7771235E+00  1.6008920E+10
7.3836895E+00  4.9695527E-01  1.2317509E+01  1.2756890E+01  1.8080519E+00 -1.5898065E+10  1.2756831E+01  1.8080121E+00  1.5898444E+10
7.6592007E+00  4.4614588E-01  1.3551167E+01  1.3958236E+01  1.8181833E+00 -1.5756090E+10  1.3958179E+01  1.8181447E+00  1.5756476E+10
7.9502906E+00  3.9202961E-01  1.4925043E+01  1.5223648E+01  1.8095019E+00 -1.5582006E+10  1.5223591E+01  1.8094646E+00  1.5582400E+10
8.2562646E+00  3.3487697E-01  1.6458257E+01  1.6553119E+01  1.7798680E+00 -1.5373577E+10  1.6553063E+01  1.7798320E+00  1.5373978E+10
