PdfType: replica
Format: lhagrid1
---
1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000
0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998
908 909 910 940 941 942 930 931 932 
2.6094241E+00  1.5655266E+00  3.9198560E+01  1.6632731E+01  1.2837944E+01  1.4287873E+09  1.6633637E+01  1.2838411E+01 -1.4269658E+09
3.8428231E+00  1.6892696E+00  4.2628344E+01  2.2051296E+01  1.4243805E+01  1.9542763E+09  2.2052180E+01  1.4244256E+01 -1.9524237E+09
5.1026374E+00  1.8187004E+00  4.6400836E+01  2.7558776E+01  1.5661076E+01  2.5258750E+09  2.7559639E+01  1.5661512E+01 -2.5239923E+09
6.3937151E+00  1.9541122E+00  5.0557786E+01  3.3170433E+01  1.7084766E+01  3.1461254E+09  3.3171277E+01  1.7085186E+01 -3.1442138E+09
7.7116994E+00  2.0946989E+00  5.5146716E+01  3.8885536E+01  1.8514118E+01  3.8251591E+09  3.8886361E+01  1.8514523E+01 -3.8232196E+09
9.0685267E+00  2.2420540E+00  6.0221889E+01  4.4729944E+01  1.9938784E+01  4.5608381E+09  4.4730753E+01  1.9939173E+01 -4.5588718E+09
1.0455901E+01  2.3945231E+00  6.5845348E+01  5.0697299E+01  2.1362081E+01  5.3657136E+09  5.0698093E+01  2.1362454E+01 -5.3637216E+09
1.1883524E+01  2.5535265E+00  7.2088179E+01  5.6809302E+01  2.2773458E+01  6.2388235E+09  5.6810082E+01  2.2773816E+01 -6.2368066E+09
1.3348084E+01  2.7181297E+00  7.9031974E+01  6.3067263E+01  2.4174033E+01  7.1903298E+09  6.3068029E+01  2.4174376E+01 -7.1882889E+09
1.4856193E+01  2.8897519E+00  8.6770513E+01  6.9488968E+01  2.5555659E+01  8.2202735E+09  6.9489721E+01  2.5555987E+01 -8.2182094E+09
1.6407089E+01  3.0677315E+00  9.5411994E+01  7.6079362E+01  2.6917599E+01  9.3380314E+09  7.6080104E+01  2.6917912E+01 -9.3359450E+09
1.8009170E+01  3.2534495E+00  1.0508130E+02  8.2851807E+01  2.8254053E+01  1.0542031E+10  8.2852538E+01  2.8254350E+01 -1.0539923E+10
2.4621677E+00  1.4967840E+00  3.2797875E+01  1.5850778E+01  1.2242831E+01  1.0899149E+09  1.5851732E+01  1.2243319E+01 -1.0883878E+09
3.6130632E+00  1.6170350E+00  3.5688977E+01  2.0908823E+01  1.3570602E+01  1.4715796E+09  2.0909753E+01  1.3571074E+01 -1.4700257E+09
4.7886944E+00  1.7426803E+00  3.8867467E+01  2.6049009E+01  1.4908449E+01  1.8866073E+09  2.6049917E+01  1.4908905E+01 -1.8850277E+09
5.9935928E+00  1.8739077E+00  4.2368508E+01  3.1285656E+01  1.6251550E+01  2.3367937E+09  3.1286544E+01  1.6251990E+01 -2.3351894E+09
7.2235801E+00  2.0098849E+00  4.6232129E+01  3.6617919E+01  1.7599110E+01  2.8295987E+09  3.6618788E+01  1.7599533E+01 -2.8279705E+09
8.4899064E+00  2.1520567E+00  5.0504009E+01  4.2070118E+01  1.8941378E+01  3.3632815E+09  4.2070969E+01  1.8941785E+01 -3.3616304E+09
9.7846386E+00  2.2988137E+00  5.5236351E+01  4.7636053E+01  2.0281409E+01  3.9471410E+09  4.7636887E+01  2.0281800E+01 -3.9454679E+09
1.1116925E+01  2.4514588E+00  6.0488968E+01  5.3336087E+01  2.1609346E+01  4.5802969E+09  5.3336906E+01  2.1609720E+01 -4.5786024E+09
1.2483538E+01  2.6090802E+00  6.6330473E+01  5.9171255E+01  2.2926209E+01  5.2702512E+09  5.9172059E+01  2.2926568E+01 -5.2685362E+09
