PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000     
  0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998     
 1001 1002 1003 2001 2002 2003 3001 3002 3003
 7.1607348E-01  1.8793713E+00  5.5514900E+00  8.6094313E+00  1.3940906E+01 -5.0097143E+08  8.6097157E+00  1.3941054E+01  5.0121369E+08
 2.3316378E+00  2.0483865E+00  6.0868227E+00  1.5755875E+01  1.5855224E+01  1.2565024E+08  1.5756150E+01  1.5855366E+01 -1.2540131E+08
 3.9772995E+00  2.2265138E+00  6.6778304E+00  2.2997640E+01  1.7791144E+01  8.0694452E+08  2.2997908E+01  1.7791280E+01 -8.0668910E+08
 5.6596905E+00  2.4143113E+00  7.3315357E+00  3.0354672E+01  1.9745049E+01  1.5441460E+09  3.0354932E+01  1.9745179E+01 -1.5438842E+09
 7.3729504E+00  2.6108078E+00  8.0559402E+00  3.7827511E+01  2.1711570E+01  2.3528410E+09  3.7827763E+01  2.1711694E+01 -2.3525732E+09
 9.1334910E+00  2.8182319E+00  8.8602216E+00  4.5450024E+01  2.3684411E+01  3.2256524E+09  4.5450270E+01  2.3684529E+01 -3.2253786E+09
 1.0930034E+01  3.0343708E+00  9.7548782E+00  5.3214900E+01  2.5661336E+01  4.1821629E+09  5.3215140E+01  2.5661449E+01 -4.1818833E+09
 1.2776015E+01  3.2611434E+00  1.0752017E+01  6.1151438E+01  2.7633725E+01  5.2179083E+09  6.1151672E+01  2.7633832E+01 -5.2176230E+09
 1.4666913E+01  3.4972341E+00  1.1865510E+01  6.9261603E+01  2.9599675E+01  6.3471694E+09  6.9261831E+01  2.9599777E+01 -6.3468786E+09
 1.6611973E+01  3.7445100E+00  1.3111394E+01  7.7570056E+01  3.1550933E+01  7.5684322E+09  7.7570280E+01  3.1551029E+01 -7.5681361E+09
 1.8610103E+01  4.0019587E+00  1.4508212E+01  8.6083265E+01  3.3484784E+01  8.8939053E+09  8.6083484E+01  3.3484875E+01 -8.8936040E+09
 2.0673083E+01  4.2713474E+00  1.6077455E+01  9.4820074E+01  3.5394796E+01  1.0320807E+10  9.4820289E+01  3.5394883E+01 -1.0320500E+10
 6.5949088E-01  1.8008643E+00  4.8601795E+00  8.2265041E+00  1.3308735E+01 -3.6114062E+08  8.2268172E+00  1.3308896E+01  3.6135330E+08
 2.1664041E+00  1.9652874E+00  5.3298468E+00  1.4896189E+01  1.5118087E+01  9.2265731E+07  1.4896493E+01  1.5118242E+01 -9.2047211E+07
 3.7013807E+00  2.1383860E+00  5.8484420E+00  2.1653149E+01  1.6946961E+01  5.8510132E+08  2.1653444E+01  1.6947110E+01 -5.8487713E+08
 5.2706390E+00  2.3205558E+00  6.4221146E+00  2.8516141E+01  1.8791787E+01  1.1181567E+09  2.8516427E+01  1.8791929E+01 -1.1179270E+09
 6.8685661E+00  2.5107709E+00  7.0579036E+00  3.5485498E+01  2.0647273E+01  1.7029497E+09  3.5485777E+01  2.0647408E+01 -1.7027146E+09
 8.5106515E+00  2.7110423E+00  7.7638497E+00  4.2593116E+01  2.2507553E+01  2.3337766E+09  4.2593387E+01  2.2507683E+01 -2.3335363E+09
 1.0186108E+01  2.9192024E+00  8.5491984E+00  4.9831830E+01  2.4370274E+01  3.0251929E+09  4.9832094E+01  2.4370398E+01 -3.0249475E+09
 1.1907618E+01  3.1369987E+00  9.4245256E+00  5.7229169E+01  2.6227460E+01  3.7736528E+09  5.7229428E+01  2.6227578E+01 -3.7734025E+09
