PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000     
   1.6499999999999997        1.7136504280651319        1.7811079416627420        1.8526551011558361        1.9285992310643369        2.0092749024071033        2.0950466937919670        2.1863122658102903        2.2835057879706744        2.3871017627702447        2.4976192976595510        2.6156268827348126        2.7417477401368164        2.8766658205224029        3.0211325328053316        3.1759743058771854        3.3421010954965884        3.5205159663076260        3.7123258984062364        3.9187539904783000        4.1411532578312640        4.3810222542800190        4.6400227825959837        4.9199999999999999     
 1001 1002 1003 2001 2002 2003 3001 3002 3003
 1.1104775E-01  0.0000000E+00  7.5639868E+01  2.5072169E-01  0.0000000E+00 -2.4751802E+08  2.5106409E-01  0.0000000E+00  2.4871360E+08
 1.3179521E-01  0.0000000E+00  8.1905218E+01  3.2530142E-01  0.0000000E+00 -2.4758934E+08  3.2564627E-01  0.0000000E+00  2.4878923E+08
 1.5683738E-01  0.0000000E+00  8.8825906E+01  4.1532813E-01  0.0000000E+00 -2.4766091E+08  4.1567546E-01  0.0000000E+00  2.4886514E+08
 1.8693274E-01  0.0000000E+00  9.6482386E+01  5.2352974E-01  0.0000000E+00 -2.4773273E+08  5.2387957E-01  0.0000000E+00  2.4894135E+08
 2.2292656E-01  0.0000000E+00  1.0496632E+02  6.5294645E-01  0.0000000E+00 -2.4780480E+08  6.5329883E-01  0.0000000E+00  2.4901783E+08
 2.6575783E-01  0.0000000E+00  1.1438234E+02  8.0695548E-01  0.0000000E+00 -2.4787711E+08  8.0731044E-01  0.0000000E+00  2.4909459E+08
 3.1646660E-01  0.0000000E+00  1.2485008E+02  9.8929742E-01  0.0000000E+00 -2.4794964E+08  9.8965498E-01  0.0000000E+00  2.4917161E+08
 3.7620165E-01  0.0000000E+00  1.3650657E+02  1.2041039E+00  0.0000000E+00 -2.4802240E+08  1.2044641E+00  0.0000000E+00  2.4924890E+08
 4.4622861E-01  0.0000000E+00  1.4950902E+02  1.4559266E+00  0.0000000E+00 -2.4809538E+08  1.4562895E+00  0.0000000E+00  2.4932644E+08
 5.2793844E-01  0.0000000E+00  1.6403817E+02  1.7497681E+00  0.0000000E+00 -2.4816857E+08  1.7501337E+00  0.0000000E+00  2.4940423E+08
 6.2285631E-01  0.0000000E+00  1.8030214E+02  2.0911132E+00  0.0000000E+00 -2.4824197E+08  2.0914816E+00  0.0000000E+00  2.4948227E+08
 7.3265100E-01  0.0000000E+00  1.9854108E+02  2.4859634E+00  0.0000000E+00 -2.4831557E+08  2.4863345E+00  0.0000000E+00  2.4956054E+08
 8.5914465E-01  0.0000000E+00  2.1903255E+02  2.9408710E+00  0.0000000E+00 -2.4838936E+08  2.9412450E+00  0.0000000E+00  2.4963904E+08
 1.0043229E+00  0.0000000E+00  2.4209806E+02  3.4629766E+00  0.0000000E+00 -2.4846335E+08  3.4633534E+00  0.0000000E+00  2.4971777E+08
 1.1703458E+00  0.0000000E+00  2.6811067E+02  4.0600467E+00  0.0000000E+00 -2.4853751E+08  4.0604264E+00  0.0000000E+00  2.4979672E+08
 1.3595585E+00  0.0000000E+00  2.9750418E+02  4.7405140E+00  0.0000000E+00 -2.4861186E+08  4.7408966E+00  0.0000000E+00  2.4987588E+08
 1.5745033E+00  0.0000000E+00  3.3078401E+02  5.5135185E+00  0.0000000E+00 -2.4868637E+08  5.5139041E+00  0.0000000E+00  2.4995525E+08
 1.8179314E+00  0.0000000E+00  3.6854019E+02  6.3889511E+00  0.0000000E+00 -2.4876104E+08  6.3893397E+00  0.0000000E+00  2.5003483E+08
 2.0928155E+00  0.0000000E+00  4.1146301E+02  7.3774981E+00  0.0000000E+00 -2.4883588E+08  7.3778897E+00  0.0000000E+00  2.5011459E+08
 2.4027067E+00  0.0000000E+00  4.6036171E+02  8.4919232E+00  0.0000000E+00 -2.4891087E+08  8.4923179E+00  0.0000000E+00  2.5019455E+08
 2.7506223E+00  0.0000000E+00  5.1618701E+02  9.7430699E+00  0.0000000E+00 -2.4898600E+08  9.7434677E+00  0.0000000E+00  2.5027469E+08
 3.1404714E+00  0.0000000E+00  5.8005817E+02  1.1144983E+01  0.0000000E+00 -2.4906128E+08  1.1145384E+01  0.0000000E+00  2.5035501E+08
