PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000     
   1.6399999999999997        1.7035155079723008        1.7708496754409622        1.8422874613127005        1.9181389401349327        1.9987418343506362        2.0844643326051511        2.1757082297832402        2.2729124293147147        2.3765568538638067        2.4871668169248413        2.6053179152178592        2.7316415102681906        2.8668308773465925        3.0116481112556830        3.1669318915269042        3.3336062247368710        3.5126902992138720        3.7053096077983994        3.9127085180359846        4.1362644967971800        4.3775042285267931        4.6381219039419141        4.9199999999999999     
 1001 1002 1003 2001 2002 2003 3001 3002 3003
 2.4519455E-06  6.0689128E-07  2.3733144E-11  6.2842973E+01  2.0931981E+01 -1.2115179E+00  6.2842967E+01  2.0931959E+01  1.2131894E+00
 2.7054791E-06  6.9227797E-07  2.7905492E-11  6.0777342E+01  2.0422463E+01 -1.6025258E+00  6.0777337E+01  2.0422442E+01  1.6042154E+00
 2.9694486E-06  7.8800079E-07  3.2920430E-11  5.8363966E+01  1.9765384E+01 -1.9653198E+00  5.8363962E+01  1.9765364E+01  1.9670275E+00
 3.3489763E-06  9.1391601E-07  3.8943764E-11  5.7262101E+01  1.9411652E+01 -2.2977256E+00  5.7262097E+01  1.9411633E+01  2.2994513E+00
 3.9019278E-06  1.0821963E-06  4.6209212E-11  5.7599782E+01  1.9401309E+01 -2.5985579E+00  5.7599779E+01  1.9401291E+01  2.6003016E+00
 4.5444954E-06  1.2806435E-06  5.5000635E-11  5.7709597E+01  1.9291140E+01 -2.8674078E+00  5.7709595E+01  1.9291123E+01  2.8691693E+00
 5.3657086E-06  1.5437043E-06  6.5672938E-11  5.8166098E+01  1.9492747E+01 -3.1050593E+00  5.8166097E+01  1.9492731E+01  3.1068386E+00
 6.3998328E-06  1.8816566E-06  7.8671199E-11  5.8868849E+01  1.9866871E+01 -3.3195064E+00  5.8868848E+01  1.9866857E+01  3.3213034E+00
 7.6493038E-06  2.2953517E-06  9.4555608E-11  5.9479635E+01  2.0195479E+01 -3.5078683E+00  5.9479635E+01  2.0195465E+01  3.5096828E+00
 9.2989023E-06  2.8340097E-06  1.1403366E-10  6.0770350E+01  2.0735759E+01 -3.6723953E+00  6.0770351E+01  2.0735746E+01  3.6742274E+00
 1.1447247E-05  3.5304835E-06  1.3800204E-10  6.2564363E+01  2.1436948E+01 -3.8195150E+00  6.2564364E+01  2.1436936E+01  3.8213644E+00
 1.4149773E-05  4.4054317E-06  1.6760132E-10  6.4406111E+01  2.2122375E+01 -3.9425347E+00  6.4406113E+01  2.2122364E+01  3.9444015E+00
 1.7668418E-05  5.5335220E-06  2.0428768E-10  6.6639567E+01  2.2927249E+01 -4.0495189E+00  6.6639569E+01  2.2927239E+01  4.0514029E+00
 2.2360062E-05  7.0095498E-06  2.4992705E-10  6.9515993E+01  2.3897714E+01 -4.1293585E+00  6.9515996E+01  2.3897705E+01  4.1312596E+00
 2.8477007E-05  8.9172317E-06  3.0691980E-10  7.2679843E+01  2.4929978E+01 -4.2010229E+00  7.2679847E+01  2.4929970E+01  4.2029411E+00
 3.6464295E-05  1.1383506E-05  3.7836551E-10  7.6074045E+01  2.5999966E+01 -4.2564345E+00  7.6074050E+01  2.5999958E+01  4.2583696E+00
 4.7255428E-05  1.4656513E-05  4.6828263E-10  8.0185377E+01  2.7256268E+01 -4.2911087E+00  8.0185382E+01  2.7256261E+01  4.2930608E+00
 6.1637805E-05  1.8977813E-05  5.8190172E-10  8.4676813E+01  2.8613492E+01 -4.3188813E+00  8.4676818E+01  2.8613486E+01  4.3208502E+00
 8.0800824E-05  2.4660291E-05  7.2605902E-10  8.9461639E+01  3.0016277E+01 -4.3249750E+00  8.9461646E+01  3.0016271E+01  4.3269606E+00
 1.0649023E-04  3.2188615E-05  9.0972613E-10  9.4584615E+01  3.1489548E+01 -4.3135574E+00  9.4584621E+01  3.1489543E+01  4.3155597E+00
 1.4129765E-04  4.2377538E-05  1.1447274E-09  1.0017364E+02  3.3157383E+01 -4.2944798E+00  1.0017365E+02  3.3157379E+01  4.2964987E+00
 1.8847290E-04  5.6039026E-05  1.4467126E-09  1.0614344E+02  3.4898918E+01 -4.2570322E+00  1.0614344E+02  3.4898915E+01  4.2590676E+00
