PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000     
   1.6399999999999997        1.7035155079723008        1.7708496754409622        1.8422874613127005        1.9181389401349327        1.9987418343506362        2.0844643326051511        2.1757082297832402        2.2729124293147147        2.3765568538638067        2.4871668169248413        2.6053179152178592        2.7316415102681906        2.8668308773465925        3.0116481112556830        3.1669318915269042        3.3336062247368710        3.5126902992138720        3.7053096077983994        3.9127085180359846        4.1362644967971800        4.3775042285267931        4.6381219039419141        4.9199999999999999     
 1001 1002 1003 2001 2002 2003 3001 3002 3003
 2.3495135E-06  5.2630724E-07  4.1637546E-12  6.0641620E+01  1.9829803E+01  1.6761198E+00  6.0642881E+01  1.9830334E+01 -1.6754248E+00
 2.5857431E-06  5.9365826E-07  4.9282649E-12  5.8391252E+01  1.9124728E+01  1.4441568E+00  5.8392498E+01  1.9125235E+01 -1.4434620E+00
 2.8280224E-06  6.6704396E-07  5.8496346E-12  5.5777938E+01  1.8272628E+01  1.2372350E+00  5.5779171E+01  1.8273111E+01 -1.2365406E+00
 3.1752125E-06  7.6402250E-07  6.9794059E-12  5.4390123E+01  1.7695315E+01  1.0577354E+00  5.4391342E+01  1.7695776E+01 -1.0570415E+00
 3.6805767E-06  8.9466527E-07  8.3386574E-12  5.4349232E+01  1.7430930E+01  9.0600784E-01  5.4350439E+01  1.7431368E+01 -9.0531458E-01
 4.2605657E-06  1.0458319E-06  9.9925569E-12  5.4050824E+01  1.7063866E+01  7.8239977E-01  5.4052019E+01  1.7064282E+01 -7.8170712E-01
 4.9951263E-06  1.2472299E-06  1.2011375E-11  5.4034994E+01  1.6976323E+01  6.8548801E-01  5.4036178E+01  1.6976717E+01 -6.8479598E-01
 5.9112366E-06  1.5056392E-06  1.4483605E-11  5.4208977E+01  1.7039979E+01  6.0740779E-01  5.4210151E+01  1.7040352E+01 -6.0671638E-01
 7.0030605E-06  1.8181360E-06  1.7521107E-11  5.4246591E+01  1.7053361E+01  5.4969414E-01  5.4247756E+01  1.7053713E+01 -5.4900321E-01
 8.4365524E-06  2.2253700E-06  2.1265758E-11  5.4892004E+01  1.7253405E+01  5.1065160E-01  5.4893159E+01  1.7253737E+01 -5.0996114E-01
 1.0291107E-05  2.7511669E-06  2.5898124E-11  5.5970478E+01  1.7593443E+01  4.8190857E-01  5.5971626E+01  1.7593756E+01 -4.8121823E-01
 1.2598047E-05  3.4070526E-06  3.1648854E-11  5.7044223E+01  1.7913196E+01  4.7165572E-01  5.7045363E+01  1.7913491E+01 -4.7096561E-01
 1.5573341E-05  4.2493639E-06  3.8813664E-11  5.8426630E+01  1.8332904E+01  4.6853311E-01  5.8427764E+01  1.8333181E+01 -4.6784259E-01
 1.9519792E-05  5.3518932E-06  4.7773023E-11  6.0366421E+01  1.8898078E+01  4.8588080E-01  6.0367548E+01  1.8898338E+01 -4.8518994E-01
 2.4622391E-05  6.7715863E-06  5.9018448E-11  6.2518577E+01  1.9512832E+01  5.0295387E-01  6.2519699E+01  1.9513076E+01 -5.0226214E-01
 3.1226987E-05  8.6000921E-06  7.3187244E-11  6.4824896E+01  2.0156313E+01  5.2831285E-01  6.4826013E+01  2.0156541E+01 -5.2762003E-01
 4.0114210E-05  1.1029283E-05  9.1109053E-11  6.7749478E+01  2.0961869E+01  5.6626124E-01  6.7750590E+01  2.0962083E+01 -5.6556719E-01
 5.1878001E-05  1.4230609E-05  1.1386817E-10  7.0960279E+01  2.1852229E+01  6.0213961E-01  7.0961386E+01  2.1852429E+01 -6.0144367E-01
 6.7443321E-05  1.8432169E-05  1.4288760E-10  7.4377023E+01  2.2779096E+01  6.5118901E-01  7.4378127E+01  2.2779283E+01 -6.5049106E-01
 8.8170112E-05  2.3989930E-05  1.8004241E-10  7.8034071E+01  2.3764055E+01  7.0879740E-01  7.8035172E+01  2.3764229E+01 -7.0809712E-01
 1.1610042E-04  3.1518256E-05  2.2781396E-10  8.2051359E+01  2.4915809E+01  7.6603799E-01  8.2052458E+01  2.4915972E+01 -7.6533487E-01
 1.5375281E-04  4.1607218E-05  2.8949968E-10  8.6354361E+01  2.6128840E+01  8.3328396E-01  8.6355457E+01  2.6128993E+01 -8.3257780E-01
