PdfType: replica
Format: lhagrid1
FromMCReplica: 90
---
1.0000000e-09 1.2970848e-09 1.6824290e-09 2.1822532e-09 2.8305674e-09 3.6714860e-09 4.7622286e-09 6.1770143e-09 8.0121111e-09 1.0392387e-08 1.3479806e-08 1.7484450e-08 2.2678812e-08 2.9416337e-08 3.8155475e-08 4.9490871e-08 6.4193830e-08 8.3264795e-08 1.0800142e-07 1.4008687e-07 1.8170433e-07 2.3568555e-07 3.0570351e-07 3.9652231e-07 5.1432126e-07 6.6711525e-07 8.6529992e-07 1.1223588e-06 1.4557800e-06 1.8882456e-06 2.4491735e-06 3.1767165e-06 4.1203542e-06 5.3442527e-06 6.9316190e-06 8.9903426e-06 1.1660303e-05 1.5122831e-05 1.9612953e-05 2.5435221e-05 3.2984168e-05 4.2770705e-05 5.5456125e-05 7.1895831e-05 9.3195423e-05 1.2078237e-04 1.5649721e-04 2.0270894e-04 2.6245980e-04 3.3964524e-04 4.3923444e-04 5.6753566e-04 7.3250762e-04 9.4411211e-04 1.2146932e-03 1.5593531e-03 1.9962745e-03 2.5469149e-03 3.2359751e-03 4.0910344e-03 5.1417598e-03 6.4186510e-03 7.9513794e-03 9.7669000e-03 1.1887614e-02 1.4329895e-02 1.7103228e-02 2.0210073e-02 2.3646397e-02 2.7402692e-02 3.1465251e-02 3.5817483e-02 4.0441106e-02 4.5317134e-02 5.0426635e-02 5.5751261e-02 6.1273602e-02 6.6977383e-02 7.2847559e-02 7.8870332e-02 8.5033120e-02 9.1324491e-02 9.7734088e-02 1.0425254e-01 1.1087137e-01 1.1758291e-01 1.2438023e-01 1.3125706e-01 1.3820771e-01 1.4522701e-01 1.5231026e-01 1.5945321e-01 1.6665195e-01 1.7390294e-01 1.8120291e-01 1.8854889e-01 1.9593815e-01 2.0336816e-01 2.1083662e-01 2.1834138e-01 2.2588049e-01 2.3345210e-01 2.4105454e-01 2.4868622e-01 2.5634570e-01 2.6403161e-01 2.7174270e-01 2.7947777e-01 2.8723573e-01 2.9501555e-01 3.0281625e-01 3.1063694e-01 3.1847676e-01 3.2633492e-01 3.3421065e-01 3.4210326e-01 3.5001207e-01 3.5793645e-01 3.6587581e-01 3.7382958e-01 3.8179724e-01 3.8977827e-01 3.9777220e-01 4.0577857e-01 4.1379696e-01 4.2182694e-01 4.2986814e-01 4.3792018e-01 4.4598271e-01 4.5405538e-01 4.6213789e-01 4.7022992e-01 4.7833118e-01 4.8644138e-01 4.9456027e-01 5.0268759e-01 5.1082309e-01 5.1896653e-01 5.2711769e-01 5.3527636e-01 5.4344232e-01 5.5161538e-01 5.5979535e-01 5.6798204e-01 5.7617528e-01 5.8437490e-01 5.9258073e-01 6.0079262e-01 6.0901041e-01 6.1723396e-01 6.2546313e-01 6.3369778e-01 6.4193778e-01 6.5018301e-01 6.5843334e-01 6.6668866e-01 6.7494884e-01 6.8321379e-01 6.9148339e-01 6.9975754e-01 7.0803614e-01 7.1631910e-01 7.2460632e-01 7.3289771e-01 7.4119318e-01 7.4949265e-01 7.5779603e-01 7.6610325e-01 7.7441423e-01 7.8272889e-01 7.9104716e-01 7.9936897e-01 8.0769425e-01 8.1602293e-01 8.2435495e-01 8.3269024e-01 8.4102875e-01 8.4937041e-01 8.5771516e-01 8.6606296e-01 8.7441373e-01 8.8276744e-01 8.9112402e-01 8.9948343e-01 9.0784562e-01 9.1621053e-01 9.2457813e-01 9.3294836e-01 9.4132119e-01 9.4969656e-01 9.5807444e-01 9.6645478e-01 9.7483755e-01 9.8322270e-01 9.9161020e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502944e+00 2.8142025e+00 3.1184122e+00 3.4705775e+00 3.8800751e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  0.0000000e+00  2.6664734e-04  4.7739572e+00  4.8266339e+00  4.8266339e+00  1.7933546e+02  4.8268799e+00  4.8268799e+00  4.7736907e+00  2.6664734e-04  0.0000000e+00 
  0.0000000e+00  1.9766087e+00  6.7315562e+00  6.7842422e+00  6.7842422e+00  1.9825805e+02  6.7844933e+00  6.7844933e+00  6.7312863e+00  1.9766092e+00  0.0000000e+00 
  0.0000000e+00  4.0806541e+00  8.8171616e+00  8.8698581e+00  8.8698581e+00  2.2049845e+02  8.8701141e+00  8.8701141e+00  8.8168884e+00  4.0806549e+00  0.0000000e+00 
  0.0000000e+00  6.3231632e+00  1.1041516e+01  1.1094225e+01  1.1094225e+01  2.4648068e+02  1.1094486e+01  1.1094486e+01  1.1041240e+01  6.3231644e+00  0.0000000e+00 
  0.0000000e+00  8.7158570e+00  1.3416324e+01  1.3469045e+01  1.3469045e+01  2.7667916e+02  1.3469310e+01  1.3469311e+01  1.3416044e+01  8.7158586e+00  0.0000000e+00 
  0.0000000e+00  1.1272251e+01  1.5955084e+01  1.6007818e+01  1.6007818e+01  3.1162515e+02  1.6008089e+01  1.6008089e+01  1.5954801e+01  1.1272253e+01  0.0000000e+00 
  0.0000000e+00  1.4005971e+01  1.8671407e+01  1.8724155e+01  1.8724155e+01  3.5190611e+02  1.8724431e+01  1.8724431e+01  1.8671120e+01  1.4005973e+01  0.0000000e+00 
  0.0000000e+00  1.6932651e+01  2.1580912e+01  2.1633676e+01  2.1633676e+01  3.9817234e+02  2.1633957e+01  2.1633957e+01  2.1580623e+01  1.6932653e+01  0.0000000e+00 
  0.0000000e+00  2.0073957e+01  2.4705254e+01  2.4758033e+01  2.4758033e+01  4.5118011e+02  2.4758319e+01  2.4758319e+01  2.4704961e+01  2.0073960e+01  0.0000000e+00 
  0.0000000e+00  2.3440300e+01  2.8054827e+01  2.8107623e+01  2.8107623e+01  5.1171253e+02  2.8107914e+01  2.8107914e+01  2.8054531e+01  2.3440303e+01  0.0000000e+00 
  0.0000000e+00  2.7059091e+01  3.1657034e+01  3.1709847e+01  3.1709847e+01  5.8067799e+02  3.1710143e+01  3.1710143e+01  3.1656734e+01  2.7059094e+01  0.0000000e+00 
  0.0000000e+00  3.0827214e+01  3.5409310e+01  3.5462140e+01  3.5462140e+01  6.5610816e+02  3.5462440e+01  3.5462440e+01  3.5409006e+01  3.0827218e+01  0.0000000e+00 
  0.0000000e+00  2.9150644e-04  4.6245174e+00  4.6774273e+00  4.6774273e+00  1.7093927e+02  4.6776995e+00  4.6776995e+00  4.6242284e+00  2.9150644e-04  0.0000000e+00 
  0.0000000e+00  1.8532325e+00  6.4590132e+00  6.5119334e+00  6.5119334e+00  1.8906256e+02  6.5122110e+00  6.5122110e+00  6.4587207e+00  1.8532329e+00  0.0000000e+00 
  0.0000000e+00  3.8240051e+00  8.4116362e+00  8.4645677e+00  8.4645677e+00  2.1028892e+02  8.4648508e+00  8.4648508e+00  8.4113401e+00  3.8240060e+00  0.0000000e+00 
  0.0000000e+00  5.9224927e+00  1.0492253e+01  1.0545197e+01  1.0545197e+01  2.3500619e+02  1.0545485e+01  1.0545485e+01  1.0491953e+01  5.9224941e+00  0.0000000e+00 
  0.0000000e+00  8.1594624e+00  1.2711612e+01  1.2764570e+01  1.2764570e+01  2.6364909e+02  1.2764864e+01  1.2764864e+01  1.2711309e+01  8.1594641e+00  0.0000000e+00 
  0.0000000e+00  1.0547281e+01  1.5082067e+01  1.5135039e+01  1.5135039e+01  2.9670242e+02  1.5135338e+01  1.5135338e+01  1.5081760e+01  1.0547283e+01  0.0000000e+00 
  0.0000000e+00  1.3098491e+01  1.7616145e+01  1.7669132e+01  1.7669132e+01  3.3470686e+02  1.7669436e+01  1.7669436e+01  1.7615834e+01  1.3098494e+01  0.0000000e+00 
