PdfType: replica
Format: lhagrid1
FromMCReplica: 145
---
1.0000000e-09 1.2970848e-09 1.6824290e-09 2.1822532e-09 2.8305674e-09 3.6714860e-09 4.7622286e-09 6.1770143e-09 8.0121111e-09 1.0392387e-08 1.3479806e-08 1.7484450e-08 2.2678812e-08 2.9416337e-08 3.8155475e-08 4.9490871e-08 6.4193830e-08 8.3264795e-08 1.0800142e-07 1.4008687e-07 1.8170433e-07 2.3568555e-07 3.0570351e-07 3.9652231e-07 5.1432126e-07 6.6711525e-07 8.6529992e-07 1.1223588e-06 1.4557800e-06 1.8882456e-06 2.4491735e-06 3.1767165e-06 4.1203542e-06 5.3442527e-06 6.9316190e-06 8.9903426e-06 1.1660303e-05 1.5122831e-05 1.9612953e-05 2.5435221e-05 3.2984168e-05 4.2770705e-05 5.5456125e-05 7.1895831e-05 9.3195423e-05 1.2078237e-04 1.5649721e-04 2.0270894e-04 2.6245980e-04 3.3964524e-04 4.3923444e-04 5.6753566e-04 7.3250762e-04 9.4411211e-04 1.2146932e-03 1.5593531e-03 1.9962745e-03 2.5469149e-03 3.2359751e-03 4.0910344e-03 5.1417598e-03 6.4186510e-03 7.9513794e-03 9.7669000e-03 1.1887614e-02 1.4329895e-02 1.7103228e-02 2.0210073e-02 2.3646397e-02 2.7402692e-02 3.1465251e-02 3.5817483e-02 4.0441106e-02 4.5317134e-02 5.0426635e-02 5.5751261e-02 6.1273602e-02 6.6977383e-02 7.2847559e-02 7.8870332e-02 8.5033120e-02 9.1324491e-02 9.7734088e-02 1.0425254e-01 1.1087137e-01 1.1758291e-01 1.2438023e-01 1.3125706e-01 1.3820771e-01 1.4522701e-01 1.5231026e-01 1.5945321e-01 1.6665195e-01 1.7390294e-01 1.8120291e-01 1.8854889e-01 1.9593815e-01 2.0336816e-01 2.1083662e-01 2.1834138e-01 2.2588049e-01 2.3345210e-01 2.4105454e-01 2.4868622e-01 2.5634570e-01 2.6403161e-01 2.7174270e-01 2.7947777e-01 2.8723573e-01 2.9501555e-01 3.0281625e-01 3.1063694e-01 3.1847676e-01 3.2633492e-01 3.3421065e-01 3.4210326e-01 3.5001207e-01 3.5793645e-01 3.6587581e-01 3.7382958e-01 3.8179724e-01 3.8977827e-01 3.9777220e-01 4.0577857e-01 4.1379696e-01 4.2182694e-01 4.2986814e-01 4.3792018e-01 4.4598271e-01 4.5405538e-01 4.6213789e-01 4.7022992e-01 4.7833118e-01 4.8644138e-01 4.9456027e-01 5.0268759e-01 5.1082309e-01 5.1896653e-01 5.2711769e-01 5.3527636e-01 5.4344232e-01 5.5161538e-01 5.5979535e-01 5.6798204e-01 5.7617528e-01 5.8437490e-01 5.9258073e-01 6.0079262e-01 6.0901041e-01 6.1723396e-01 6.2546313e-01 6.3369778e-01 6.4193778e-01 6.5018301e-01 6.5843334e-01 6.6668866e-01 6.7494884e-01 6.8321379e-01 6.9148339e-01 6.9975754e-01 7.0803614e-01 7.1631910e-01 7.2460632e-01 7.3289771e-01 7.4119318e-01 7.4949265e-01 7.5779603e-01 7.6610325e-01 7.7441423e-01 7.8272889e-01 7.9104716e-01 7.9936897e-01 8.0769425e-01 8.1602293e-01 8.2435495e-01 8.3269024e-01 8.4102875e-01 8.4937041e-01 8.5771516e-01 8.6606296e-01 8.7441373e-01 8.8276744e-01 8.9112402e-01 8.9948343e-01 9.0784562e-01 9.1621053e-01 9.2457813e-01 9.3294836e-01 9.4132119e-01 9.4969656e-01 9.5807444e-01 9.6645478e-01 9.7483755e-01 9.8322270e-01 9.9161020e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502944e+00 2.8142025e+00 3.1184122e+00 3.4705775e+00 3.8800751e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  0.0000000e+00  1.1554240e-03  1.5258276e+00  1.7616266e+00  1.7609335e+00  5.4852238e+01  1.7613966e+00  1.7620907e+00  1.5251690e+00  1.1554243e-03  0.0000000e+00 
  0.0000000e+00  6.8260403e-01  2.2012001e+00  2.4370308e+00  2.4363308e+00  5.8110085e+01  2.4368010e+00  2.4375021e+00  2.2005347e+00  6.8260451e-01  0.0000000e+00 
  0.0000000e+00  1.4289519e+00  2.9415775e+00  3.1774448e+00  3.1767377e+00  6.1847512e+01  3.1772150e+00  3.1779232e+00  2.9409055e+00  1.4289528e+00  0.0000000e+00 
  0.0000000e+00  2.2455516e+00  3.7523065e+00  3.9882148e+00  3.9875007e+00  6.6268969e+01  3.9879852e+00  3.9887004e+00  3.7516278e+00  2.2455529e+00  0.0000000e+00 
  0.0000000e+00  3.1382367e+00  4.6392151e+00  4.8751682e+00  4.8744471e+00  7.1624860e+01  4.8749386e+00  4.8756610e+00  4.6385297e+00  3.1382385e+00  0.0000000e+00 
  0.0000000e+00  4.1147485e+00  5.6100391e+00  5.8460408e+00  5.8453126e+00  7.8233975e+01  5.8458112e+00  5.8465407e+00  5.6093471e+00  4.1147506e+00  0.0000000e+00 
  0.0000000e+00  5.1817218e+00  6.6714083e+00  6.9074621e+00  6.9067268e+00  8.6447498e+01  6.9072324e+00  6.9079691e+00  6.6707096e+00  5.1817243e+00  0.0000000e+00 
  0.0000000e+00  6.3480857e+00  7.8322471e+00  8.0683560e+00  8.0676137e+00  9.6696474e+01  8.0681264e+00  8.0688702e+00  7.8315417e+00  6.3480885e+00  0.0000000e+00 
  0.0000000e+00  7.6303400e+00  9.1090509e+00  9.3452177e+00  9.3444683e+00  1.0954781e+02  9.3449880e+00  9.3457390e+00  9.1083388e+00  7.6303432e+00  0.0000000e+00 
  0.0000000e+00  9.0269668e+00  1.0500297e+01  1.0736525e+01  1.0735768e+01  1.2547471e+02  1.0736295e+01  1.0737053e+01  1.0499579e+01  9.0269704e+00  0.0000000e+00 
  0.0000000e+00  1.0561051e+01  1.2029067e+01  1.2265358e+01  1.2264594e+01  1.4522511e+02  1.2265128e+01  1.2265894e+01  1.2028342e+01  1.0561055e+01  0.0000000e+00 
  0.0000000e+00  1.2206127e+01  1.3669072e+01  1.3905426e+01  1.3904656e+01  1.6864794e+02  1.3905196e+01  1.3905969e+01  1.3668341e+01  1.2206131e+01  0.0000000e+00 
  0.0000000e+00  1.2231509e-03  1.4756831e+00  1.7125223e+00  1.7117791e+00  5.1490936e+01  1.7122819e+00  1.7130260e+00  1.4749766e+00  1.2231509e-03  0.0000000e+00 
  0.0000000e+00  6.4369124e-01  2.1122520e+00  2.3491229e+00  2.3483722e+00  5.4573117e+01  2.3488828e+00  2.3496345e+00  2.1115385e+00  6.4369177e-01  0.0000000e+00 
  0.0000000e+00  1.3470733e+00  2.8098374e+00  3.0467447e+00  3.0459865e+00  5.8128560e+01  3.0465049e+00  3.0472642e+00  2.8091168e+00  1.3470743e+00  0.0000000e+00 
  0.0000000e+00  2.1163591e+00  3.5734233e+00  3.8103716e+00  3.8096059e+00  6.2356092e+01  3.8101319e+00  3.8108989e+00  3.5726956e+00  2.1163606e+00  0.0000000e+00 
  0.0000000e+00  2.9570170e+00  4.4084726e+00  4.6454656e+00  4.6446924e+00  6.7498539e+01  4.6452262e+00  4.6460008e+00  4.4077378e+00  2.9570190e+00  0.0000000e+00 
  0.0000000e+00  3.8762389e+00  5.3221719e+00  5.5592135e+00  5.5584327e+00  7.3859320e+01  5.5589741e+00  5.5597564e+00  5.3214300e+00  3.8762413e+00  0.0000000e+00 
  0.0000000e+00  4.8803374e+00  6.3208290e+00  6.5579226e+00  6.5571342e+00  8.1778842e+01  6.5576833e+00  6.5584733e+00  6.3200800e+00  4.8803402e+00  0.0000000e+00 
  0.0000000e+00  5.9777032e+00  7.4128300e+00  7.6499788e+00  7.6491828e+00  9.1667996e+01  7.6497396e+00  7.6505373e+00  7.4120739e+00  5.9777064e+00  0.0000000e+00 
  0.0000000e+00  7.1832934e+00  8.6131277e+00  8.8503344e+00  8.8495308e+00  1.0404350e+02  8.8500953e+00  8.8509007e+00  8.6123645e+00  7.1832969e+00  0.0000000e+00 
  0.0000000e+00  8.4968604e+00  9.9214704e+00  1.0158738e+01  1.0157926e+01  1.1939915e+02  1.0158499e+01  1.0159312e+01  9.9207000e+00  8.4968644e+00  0.0000000e+00 
