PdfType: replica
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00 
1.14018E+00 1.22539E+00 1.32482E+00 1.44156E+00 1.57954E+00 1.74381E+00 1.94091E+00 2.12132E+00 2.17945E+00 2.49622E+00 2.89383E+00 3.39925E+00 4.05063E+00 4.90286E+00 6.03623E+00 7.57063E+00 9.68869E+00 1.26749E+01 1.69835E+01 2.33578E+01 3.30501E+01 4.82334E+01 7.28041E+01 1.13998E+02 1.85779E+02 3.16228E+02 
900 901 902 903 904 905 906 907 908 909 910 930 931 932 940 941 942 
1.51474E+00 8.70909E-02 1.59409E+00 9.16620E-02 6.38631E+03 2.31318E+00 1.33014E-01 3.61385E+03 1.51475E+00 8.70915E-02 7.32025E-01 6.81592E+00 3.91876E-01 -2.02035E+06 6.81932E+00 3.92172E-01 2.04692E+06 
1.54528E+00 1.04589E-01 1.62666E+00 1.10102E-01 6.49301E+03 2.36004E+00 1.59743E-01 3.66988E+03 1.54529E+00 1.04590E-01 8.59239E-01 6.95338E+00 4.70622E-01 -2.06492E+06 6.95674E+00 4.70897E-01 2.09191E+06 
1.61250E+00 1.36549E-01 1.68855E+00 1.38791E-01 6.59918E+03 2.44631E+00 1.99700E-01 3.72537E+03 1.61251E+00 1.36550E-01 1.02020E+00 7.21375E+00 5.91993E-01 -2.10011E+06 7.21706E+00 5.92249E-01 2.12751E+06 
1.73413E+00 1.85010E-01 1.79099E+00 1.79014E-01 6.70484E+03 2.58582E+00 2.54444E-01 3.78028E+03 1.73415E+00 1.85012E-01 1.22650E+00 7.64321E+00 7.61207E-01 -2.09821E+06 7.64647E+00 7.61445E-01 2.12603E+06 
1.89879E+00 2.43831E-01 1.93028E+00 2.28155E-01 6.81251E+03 2.77577E+00 3.21411E-01 3.83613E+03 1.89881E+00 2.43834E-01 1.49516E+00 8.22743E+00 9.67875E-01 -2.09571E+06 8.23065E+00 9.68096E-01 2.12395E+06 
2.11393E+00 3.14552E-01 2.11284E+00 2.87551E-01 6.92213E+03 3.02494E+00 4.02417E-01 3.89289E+03 2.11396E+00 3.14557E-01 1.85024E+00 8.99324E+00 1.21755E+00 -2.09259E+06 8.99641E+00 1.21775E+00 2.12126E+06 
2.38792E+00 3.98787E-01 2.34594E+00 3.58605E-01 7.03368E+03 3.34319E+00 4.99366E-01 3.95055E+03 2.38797E+00 3.98793E-01 2.32711E+00 9.97082E+00 1.51604E+00 -2.08886E+06 9.97392E+00 1.51623E+00 2.11797E+06 
2.64625E+00 4.74278E-01 2.56614E+00 4.22495E-01 7.12127E+03 3.64384E+00 5.86553E-01 3.99578E+03 2.64631E+00 4.74287E-01 2.81237E+00 1.08939E+01 1.78425E+00 -2.08556E+06 1.08970E+01 1.78442E+00 2.11501E+06 
2.73019E+00 4.98176E-01 2.63776E+00 4.42754E-01 7.14709E+03 3.74162E+00 6.14199E-01 4.00911E+03 2.73025E+00 4.98186E-01 2.97870E+00 1.11941E+01 1.86926E+00 -2.08453E+06 1.11971E+01 1.86943E+00 2.11407E+06 
