PdfType: replica
Format: lhagrid1
FromMCReplica: 118
---
1.0000000e-09 1.2970848e-09 1.6824290e-09 2.1822532e-09 2.8305674e-09 3.6714860e-09 4.7622286e-09 6.1770143e-09 8.0121111e-09 1.0392387e-08 1.3479806e-08 1.7484450e-08 2.2678812e-08 2.9416337e-08 3.8155475e-08 4.9490871e-08 6.4193830e-08 8.3264795e-08 1.0800142e-07 1.4008687e-07 1.8170433e-07 2.3568555e-07 3.0570351e-07 3.9652231e-07 5.1432126e-07 6.6711525e-07 8.6529992e-07 1.1223588e-06 1.4557800e-06 1.8882456e-06 2.4491735e-06 3.1767165e-06 4.1203542e-06 5.3442527e-06 6.9316190e-06 8.9903426e-06 1.1660303e-05 1.5122831e-05 1.9612953e-05 2.5435221e-05 3.2984168e-05 4.2770705e-05 5.5456125e-05 7.1895831e-05 9.3195423e-05 1.2078237e-04 1.5649721e-04 2.0270894e-04 2.6245980e-04 3.3964524e-04 4.3923444e-04 5.6753566e-04 7.3250762e-04 9.4411211e-04 1.2146932e-03 1.5593531e-03 1.9962745e-03 2.5469149e-03 3.2359751e-03 4.0910344e-03 5.1417598e-03 6.4186510e-03 7.9513794e-03 9.7669000e-03 1.1887614e-02 1.4329895e-02 1.7103228e-02 2.0210073e-02 2.3646397e-02 2.7402692e-02 3.1465251e-02 3.5817483e-02 4.0441106e-02 4.5317134e-02 5.0426635e-02 5.5751261e-02 6.1273602e-02 6.6977383e-02 7.2847559e-02 7.8870332e-02 8.5033120e-02 9.1324491e-02 9.7734088e-02 1.0425254e-01 1.1087137e-01 1.1758291e-01 1.2438023e-01 1.3125706e-01 1.3820771e-01 1.4522701e-01 1.5231026e-01 1.5945321e-01 1.6665195e-01 1.7390294e-01 1.8120291e-01 1.8854889e-01 1.9593815e-01 2.0336816e-01 2.1083662e-01 2.1834138e-01 2.2588049e-01 2.3345210e-01 2.4105454e-01 2.4868622e-01 2.5634570e-01 2.6403161e-01 2.7174270e-01 2.7947777e-01 2.8723573e-01 2.9501555e-01 3.0281625e-01 3.1063694e-01 3.1847676e-01 3.2633492e-01 3.3421065e-01 3.4210326e-01 3.5001207e-01 3.5793645e-01 3.6587581e-01 3.7382958e-01 3.8179724e-01 3.8977827e-01 3.9777220e-01 4.0577857e-01 4.1379696e-01 4.2182694e-01 4.2986814e-01 4.3792018e-01 4.4598271e-01 4.5405538e-01 4.6213789e-01 4.7022992e-01 4.7833118e-01 4.8644138e-01 4.9456027e-01 5.0268759e-01 5.1082309e-01 5.1896653e-01 5.2711769e-01 5.3527636e-01 5.4344232e-01 5.5161538e-01 5.5979535e-01 5.6798204e-01 5.7617528e-01 5.8437490e-01 5.9258073e-01 6.0079262e-01 6.0901041e-01 6.1723396e-01 6.2546313e-01 6.3369778e-01 6.4193778e-01 6.5018301e-01 6.5843334e-01 6.6668866e-01 6.7494884e-01 6.8321379e-01 6.9148339e-01 6.9975754e-01 7.0803614e-01 7.1631910e-01 7.2460632e-01 7.3289771e-01 7.4119318e-01 7.4949265e-01 7.5779603e-01 7.6610325e-01 7.7441423e-01 7.8272889e-01 7.9104716e-01 7.9936897e-01 8.0769425e-01 8.1602293e-01 8.2435495e-01 8.3269024e-01 8.4102875e-01 8.4937041e-01 8.5771516e-01 8.6606296e-01 8.7441373e-01 8.8276744e-01 8.9112402e-01 8.9948343e-01 9.0784562e-01 9.1621053e-01 9.2457813e-01 9.3294836e-01 9.4132119e-01 9.4969656e-01 9.5807444e-01 9.6645478e-01 9.7483755e-01 9.8322270e-01 9.9161020e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502944e+00 2.8142025e+00 3.1184122e+00 3.4705775e+00 3.8800751e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  0.0000000e+00  3.4968107e-07  4.3196673e+00  4.3223562e+00  4.3223581e+00  2.2323261e+01  4.3225484e+00  4.3225503e+00  4.3197694e+00  3.4968011e-07  0.0000000e+00 
  0.0000000e+00  7.2297409e-01  5.0266580e+00  5.0293602e+00  5.0293622e+00  2.5150224e+01  5.0295563e+00  5.0295583e+00  5.0267617e+00  7.2297455e-01  0.0000000e+00 
  0.0000000e+00  1.5259679e+00  5.8139450e+00  5.8166604e+00  5.8166624e+00  2.8890691e+01  5.8168604e+00  5.8168625e+00  5.8140503e+00  1.5259687e+00  0.0000000e+00 
  0.0000000e+00  2.4155097e+00  6.6880405e+00  6.6907694e+00  6.6907715e+00  3.3835473e+01  6.6909733e+00  6.6909755e+00  6.6881474e+00  2.4155110e+00  0.0000000e+00 
  0.0000000e+00  3.3988183e+00  7.6561477e+00  7.6588896e+00  7.6588919e+00  4.0325193e+01  7.6590974e+00  7.6590998e+00  7.6562562e+00  3.3988200e+00  0.0000000e+00 
  0.0000000e+00  4.4850584e+00  8.7274172e+00  8.7301722e+00  8.7301745e+00  4.8765957e+01  8.7303839e+00  8.7303863e+00  8.7275272e+00  4.4850605e+00  0.0000000e+00 
  0.0000000e+00  5.6827289e+00  9.9103339e+00  9.9131022e+00  9.9131046e+00  5.9608864e+01  9.9133178e+00  9.9133203e+00  9.9104455e+00  5.6827313e+00  0.0000000e+00 
  0.0000000e+00  7.0026258e+00  1.1215681e+01  1.1218463e+01  1.1218466e+01  7.3380074e+01  1.1218683e+01  1.1218685e+01  1.1215795e+01  7.0026285e+00  0.0000000e+00 
  0.0000000e+00  8.4625672e+00  1.2661266e+01  1.2664061e+01  1.2664063e+01  9.0723394e+01  1.2664284e+01  1.2664287e+01  1.2661381e+01  8.4625703e+00  0.0000000e+00 
  0.0000000e+00  1.0064911e+01  1.4249433e+01  1.4252241e+01  1.4252244e+01  1.1226247e+02  1.4252468e+01  1.4252471e+01  1.4249549e+01  1.0064914e+01  0.0000000e+00 
  0.0000000e+00  1.1833887e+01  1.6004404e+01  1.6007225e+01  1.6007228e+01  1.3881066e+02  1.6007456e+01  1.6007459e+01  1.6004521e+01  1.1833891e+01  0.0000000e+00 
  0.0000000e+00  1.3733261e+01  1.7890406e+01  1.7893240e+01  1.7893243e+01  1.6995452e+02  1.7893475e+01  1.7893478e+01  1.7890525e+01  1.3733265e+01  0.0000000e+00 
  0.0000000e+00  3.1789145e-07  4.1902671e+00  4.1930685e+00  4.1930704e+00  2.1871124e+01  4.1932788e+00  4.1932811e+00  4.1903767e+00  3.1789145e-07  0.0000000e+00 
  0.0000000e+00  6.9018910e-01  4.8648657e+00  4.8676808e+00  4.8676828e+00  2.4760118e+01  4.8678955e+00  4.8678980e+00  4.8649771e+00  6.9018961e-01  0.0000000e+00 
  0.0000000e+00  1.4555465e+00  5.6149008e+00  5.6177296e+00  5.6177318e+00  2.8558392e+01  5.6179488e+00  5.6179514e+00  5.6150141e+00  1.4555475e+00  0.0000000e+00 
  0.0000000e+00  2.3021772e+00  6.4464619e+00  6.4493046e+00  6.4493069e+00  3.3543325e+01  6.4495281e+00  6.4495309e+00  6.4465769e+00  2.3021786e+00  0.0000000e+00 
  0.0000000e+00  3.2368512e+00  7.3663038e+00  7.3691600e+00  7.3691624e+00  4.0039303e+01  7.3693879e+00  7.3693908e+00  7.3664205e+00  3.2368530e+00  0.0000000e+00 
  0.0000000e+00  4.2680872e+00  8.3829316e+00  8.3858013e+00  8.3858038e+00  4.8428392e+01  8.3860336e+00  8.3860366e+00  8.3830500e+00  4.2680895e+00  0.0000000e+00 
  0.0000000e+00  5.4039264e+00  9.5043727e+00  9.5072561e+00  9.5072588e+00  5.9140227e+01  9.5074928e+00  9.5074959e+00  9.5044928e+00  5.4039291e+00  0.0000000e+00 
