PdfType: replica
Format: lhagrid1
---
1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000
0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998
908 909 910 940 941 942 930 931 932 
1.1381868E+00  1.9186680E-02 -2.1591959E+04  4.6641943E+00  8.2091769E-01 -1.3737399E+08  4.6762674E+00  8.4113439E-01 -8.6794158E+08
1.2985569E+00  1.1169055E-02 -2.3310029E+04  5.3265811E+00  8.5894088E-01 -3.1837665E+07  5.3378001E+00  8.7874170E-01 -9.8399564E+08
1.4788326E+00 -4.6199614E-03 -2.5187507E+04  6.0625358E+00  8.7485661E-01  9.4652486E+07  6.0729559E+00  8.9421848E-01 -1.1204336E+09
1.6782095E+00 -2.8290345E-02 -2.7243371E+04  6.8714381E+00  8.6714624E-01  2.4499243E+08  6.8811281E+00  8.8603336E-01 -1.2801997E+09
1.8960216E+00 -5.9798688E-02 -2.9499140E+04  7.7512896E+00  8.3724756E-01  4.2032152E+08  7.7602821E+00  8.5564860E-01 -1.4644567E+09
2.1310595E+00 -9.8979584E-02 -3.1979264E+04  8.7019027E+00  7.8177627E-01  6.2544705E+08  8.7102681E+00  7.9964820E-01 -1.6780628E+09
2.3831336E+00 -1.4548328E-01 -3.4711543E+04  9.7216097E+00  7.0413992E-01  8.6063866E+08  9.7293759E+00  7.2147033E-01 -1.9213045E+09
2.6509181E+00 -1.9893096E-01 -3.7727722E+04  1.0809589E+01  6.0135585E-01  1.1307519E+09  1.0816806E+01  6.1811350E-01 -2.1990738E+09
2.9344041E+00 -2.5874640E-01 -4.1064047E+04  1.1965407E+01  4.7603235E-01  1.4370105E+09  1.1972107E+01  4.9219854E-01 -2.5126172E+09
3.2323649E+00 -3.2443035E-01 -4.4762058E+04  1.3187688E+01  3.2651176E-01  1.7834872E+09  1.3193909E+01  3.4206311E-01 -2.8660311E+09
3.5449837E+00 -3.9523046E-01 -4.8869391E+04  1.4476915E+01  1.5478596E-01  2.1720676E+09  1.4482687E+01  1.6970343E-01 -3.2612251E+09
3.8705473E+00 -4.7054702E-01 -5.3440890E+04  1.5832065E+01 -3.9987306E-02  2.6060564E+09  1.5837419E+01 -2.5721374E-02 -3.7015191E+09
1.1175478E+00  1.9234731E-02 -1.6641767E+04  4.5818926E+00  8.0769759E-01 -1.0684406E+08  4.5938347E+00  8.2766417E-01 -6.6799455E+08
1.2744990E+00  1.1027698E-02 -1.7965997E+04  5.2278253E+00  8.4418005E-01 -2.6922692E+07  5.2389236E+00  8.6373567E-01 -7.5602445E+08
1.4504144E+00 -4.6019366E-03 -1.9413097E+04  5.9440009E+00  8.5991793E-01  6.8617426E+07  5.9543102E+00  8.7903984E-01 -8.5923390E+08
1.6444949E+00 -2.7693988E-02 -2.0997694E+04  6.7297400E+00  8.5363653E-01  1.8190754E+08  6.7393282E+00  8.7228949E-01 -9.7979137E+08
1.8560796E+00 -5.8146651E-02 -2.2736377E+04  7.5830367E+00  8.2692344E-01  3.1373989E+08  7.5919360E+00  8.4509620E-01 -1.1185071E+09
2.0840158E+00 -9.5741057E-02 -2.4647990E+04  8.5037176E+00  7.7667095E-01  4.6767142E+08  8.5119970E+00  7.9432083E-01 -1.2789772E+09
2.3281182E+00 -1.4009245E-01 -2.6753962E+04  9.4901440E+00  7.0633884E-01  6.4383080E+08  9.4978313E+00  7.2345361E-01 -1.4613433E+09
2.5871451E+00 -1.9078606E-01 -2.9078762E+04  1.0541587E+01  6.1319957E-01  8.4578608E+08  1.0548732E+01  6.2974836E-01 -1.6692016E+09
