PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000     
  0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998     
 1001 1002 1003 2001 2002 2003 3001 3002 3003
 6.4748711E+00  7.8265379E-01 -2.3000742E+04  6.8936757E+00  1.0014422E+00 -2.2577016E+10  6.9037589E+00  1.0214251E+00  2.1506944E+10
 6.6549445E+00  7.4899934E-01 -2.4806603E+04  7.7553945E+00  1.1264135E+00 -2.2622314E+10  7.7646927E+00  1.1460219E+00  2.1542082E+10
 6.8537855E+00  7.1255279E-01 -2.6778675E+04  8.6832880E+00  1.2366265E+00 -2.2634583E+10  8.6918581E+00  1.2558367E+00  2.1544806E+10
 7.0711573E+00  6.7284987E-01 -2.8936690E+04  9.6782412E+00  1.3299547E+00 -2.2612136E+10  9.6861493E+00  1.3487266E+00  2.1513375E+10
 7.3064694E+00  6.2951207E-01 -3.1303015E+04  1.0739212E+01  1.4065537E+00 -2.2554368E+10  1.0746496E+01  1.4248788E+00  2.1447159E+10
 7.5593339E+00  5.8241953E-01 -3.3903041E+04  1.1867690E+01  1.4627895E+00 -2.2457953E+10  1.1874412E+01  1.4806161E+00  2.1342774E+10
 7.8293246E+00  5.3145275E-01 -3.6765630E+04  1.3062424E+01  1.5006710E+00 -2.2322762E+10  1.3068617E+01  1.5179896E+00  2.1200073E+10
 8.1157940E+00  4.7670621E-01 -3.9923719E+04  1.4324061E+01  1.5168408E+00 -2.2145217E+10  1.4329771E+01  1.5336141E+00  2.1015438E+10
 8.4186376E+00  4.1833882E-01 -4.3414897E+04  1.5652526E+01  1.5128265E+00 -2.1924320E+10  1.5657787E+01  1.5290359E+00  2.0787846E+10
 8.7371025E+00  3.5659268E-01 -4.7282223E+04  1.7047686E+01  1.4864392E+00 -2.1656988E+10  1.7052532E+01  1.5020565E+00  2.0514186E+10
 9.0713193E+00  2.9183640E-01 -5.1575050E+04  1.8510279E+01  1.4387711E+00 -2.1341556E+10  1.8514739E+01  1.4537761E+00  2.0192770E+10
 9.4201744E+00  2.2443576E-01 -5.6350171E+04  2.0040154E+01  1.3684523E+00 -2.0975550E+10  2.0044258E+01  1.3828229E+00  1.9821104E+10
 6.1900285E+00  7.4706507E-01 -1.7504550E+04  6.7117535E+00  9.9529103E-01 -1.6767490E+10  6.7215670E+00  1.0147571E+00  1.5953122E+10
 6.3638293E+00  7.1552528E-01 -1.8878766E+04  7.5404621E+00  1.1168782E+00 -1.6800800E+10  7.5495111E+00  1.1359797E+00  1.5978706E+10
 6.5556220E+00  6.8128715E-01 -2.0379462E+04  8.4324113E+00  1.2244126E+00 -1.6809561E+10  8.4407512E+00  1.2431262E+00  1.5980207E+10
 6.7651375E+00  6.4394062E-01 -2.2021654E+04  9.3883437E+00  1.3159834E+00 -1.6792541E+10  9.3960388E+00  1.3342701E+00  1.5956355E+10
 6.9917635E+00  6.0315784E-01 -2.3822360E+04  1.0407136E+01  1.3918950E+00 -1.6749328E+10  1.0414223E+01  1.4097465E+00  1.5906718E+10
 7.2351254E+00  5.5886420E-01 -2.5800902E+04  1.1490190E+01  1.4487822E+00 -1.6677484E+10  1.1496731E+01  1.4661483E+00  1.5828813E+10
 7.4947784E+00  5.1097818E-01 -2.7979243E+04  1.2636221E+01  1.4887246E+00 -1.6576955E+10  1.2642246E+01  1.5055959E+00  1.5722573E+10
 7.7701193E+00  4.5962959E-01 -3.0382445E+04  1.3845863E+01  1.5086325E+00 -1.6445135E+10  1.3851419E+01  1.5249725E+00  1.5585361E+10
 8.0610374E+00  4.0500163E-01 -3.3039110E+04  1.5119021E+01  1.5101010E+00 -1.6281328E+10  1.5124138E+01  1.5258917E+00  1.5416464E+10
 8.3668418E+00  3.4736302E-01 -3.5982005E+04  1.6455623E+01  1.4911651E+00 -1.6083315E+10  1.6460337E+01  1.5063791E+00  1.5213639E+10
 8.6876677E+00  2.8709343E-01 -3.9248682E+04  1.7856403E+01  1.4529861E+00 -1.5849911E+10  1.7860742E+01  1.4676038E+00  1.4975685E+10
 9.0225095E+00  2.2457627E-01 -4.2882358E+04  1.9321310E+01  1.3943826E+00 -1.5579365E+10  1.9325301E+01  1.4083823E+00  1.4700836E+10
 5.9190207E+00  7.1349950E-01 -1.3320537E+04  6.5337595E+00  9.8897837E-01 -1.2456737E+10  6.5433116E+00  1.0079399E+00  1.1837025E+10
 6.0867637E+00  6.8396773E-01 -1.4366237E+04  7.3305153E+00  1.1071558E+00 -1.2481240E+10  7.3393229E+00  1.1257623E+00  1.1855649E+10
 6.2717415E+00  6.5182170E-01 -1.5508176E+04  8.1876837E+00  1.2119464E+00 -1.2487500E+10  8.1958008E+00  1.2301752E+00  1.1856387E+10
 6.4736548E+00  6.1670374E-01 -1.6757780E+04  9.1058721E+00  1.3016448E+00 -1.2474620E+10  9.1133614E+00  1.3194578E+00  1.1838310E+10
 6.6918722E+00  5.7833467E-01 -1.8127997E+04  1.0083881E+01  1.3766930E+00 -1.2442321E+10  1.0090778E+01  1.3940821E+00  1.1801125E+10
 6.9260315E+00  5.3668252E-01 -1.9633531E+04  1.1123030E+01  1.4339795E+00 -1.2388816E+10  1.1129395E+01  1.4508958E+00  1.1743010E+10
 7.1756724E+00  4.9170157E-01 -2.1291092E+04  1.2222001E+01  1.4756449E+00 -1.2314097E+10  1.2227865E+01  1.4920793E+00  1.1663948E+10
 7.4402332E+00  4.4355409E-01 -2.3119749E+04  1.3381420E+01  1.4988503E+00 -1.2216268E+10  1.3386826E+01  1.5147674E+00  1.1562018E+10
 7.7195981E+00  3.9244526E-01 -2.5141267E+04  1.4601169E+01  1.5052477E+00 -1.2094845E+10  1.4606149E+01  1.5206298E+00  1.1436723E+10
 8.0131348E+00  3.3866741E-01 -2.7380576E+04  1.5881238E+01  1.4930786E+00 -1.1948231E+10  1.5885825E+01  1.5078990E+00  1.1286451E+10
 8.3209819E+00  2.8260917E-01 -2.9866250E+04  1.7222350E+01  1.4635621E+00 -1.1775585E+10  1.7226571E+01  1.4778016E+00  1.1110345E+10
 8.6422351E+00  2.2466861E-01 -3.2631171E+04  1.8624545E+01  1.4156875E+00 -1.1575672E+10  1.8628429E+01  1.4293251E+00  1.0907160E+10
 5.6609125E+00  6.8184088E-01 -1.0136244E+04  6.3596232E+00  9.8254087E-01 -9.2566436E+09  6.3689242E+00  1.0010104E+00  8.7850751E+09
 5.8228334E+00  6.5421312E-01 -1.0931908E+04  7.1254745E+00  1.0972788E+00 -9.2747262E+09  7.1340497E+00  1.1154025E+00  8.7986874E+09
 6.0012464E+00  6.2404616E-01 -1.1800798E+04  7.9490091E+00  1.1992596E+00 -9.2792489E+09  7.9569112E+00  1.2170154E+00  8.7990109E+09
 6.1958248E+00  5.9103306E-01 -1.2751605E+04  8.8307071E+00  1.2869732E+00 -9.2695601E+09  8.8379972E+00  1.3043239E+00  8.7853699E+09
 6.4059208E+00  5.5494139E-01 -1.3794183E+04  9.7692991E+00  1.3609885E+00 -9.2454728E+09  9.7760119E+00  1.3779265E+00  8.7575669E+09
 6.6311850E+00  5.1577942E-01 -1.4939718E+04  1.0766027E+01  1.4184351E+00 -9.2056799E+09  1.0772221E+01  1.4349125E+00  8.7142683E+09
 6.8711437E+00  4.7353512E-01 -1.6200924E+04  1.1819546E+01  1.4615041E+00 -9.1501976E+09  1.1825252E+01  1.4775123E+00  8.6554837E+09
 7.1252757E+00  4.2840052E-01 -1.7592310E+04  1.2930470E+01  1.4875922E+00 -9.0776488E+09  1.2935730E+01  1.5030964E+00  8.5798171E+09
 7.3934607E+00  3.8060064E-01 -1.9130435E+04  1.4098664E+01  1.4983973E+00 -8.9876986E+09  1.4103508E+01  1.5133805E+00  8.4869234E+09
 7.6751220E+00  3.3044866E-01 -2.0834266E+04  1.5324172E+01  1.4923516E+00 -8.8792008E+09  1.5328634E+01  1.5067877E+00  8.3756441E+09
 7.9704016E+00  2.7834018E-01 -2.2725545E+04  1.6607707E+01  1.4707209E+00 -8.7515594E+09  1.6611813E+01  1.4845913E+00  8.2453722E+09
