PdfType: replica
Format: lhagrid1
---
1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000
0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998
908 909 910 940 941 942 930 931 932 
-1.3058541E+00  6.3925576E+00  1.4536989E+05  2.8271165E+00  2.5451051E+01  1.8627134E+09  2.8176351E+00  2.5354979E+01  4.8828955E+09
-2.4906613E-01  6.4694936E+00  1.5620516E+05  6.9703044E+00  2.6258345E+01  2.0836483E+09  6.9628390E+00  2.6163128E+01  4.7012932E+09
8.1539985E-01  6.5365526E+00  1.6801338E+05  1.1142664E+01  2.7032978E+01  2.3332156E+09  1.1136954E+01  2.6938778E+01  4.4873093E+09
1.8913765E+00  6.5933210E+00  1.8090892E+05  1.5354783E+01  2.7775029E+01  2.6066136E+09  1.5350566E+01  2.7682138E+01  4.2461367E+09
2.9723652E+00  6.6386551E+00  1.9502113E+05  1.9602571E+01  2.8474324E+01  2.9277711E+09  1.9599636E+01  2.8382768E+01  3.9539726E+09
4.0709360E+00  6.6737935E+00  2.1049661E+05  2.3907814E+01  2.9138050E+01  3.2732613E+09  2.3905953E+01  2.9048243E+01  3.6347097E+09
5.1748753E+00  6.6970993E+00  2.2750171E+05  2.8258085E+01  2.9754461E+01  3.6761232E+09  2.8257113E+01  2.9666432E+01  3.2553451E+09
6.2945754E+00  6.7099941E+00  2.4622593E+05  3.2671180E+01  3.0327626E+01  4.1201120E+09  3.2670948E+01  3.0241685E+01  2.8324633E+09
7.4228591E+00  6.7117233E+00  2.6688519E+05  3.7141042E+01  3.0851187E+01  4.6257888E+09  3.7141392E+01  3.0767446E+01  2.3456158E+09
8.5665405E+00  6.7038721E+00  2.8972644E+05  4.1681632E+01  3.1325183E+01  5.1864392E+09  4.1682453E+01  3.1243887E+01  1.8017309E+09
9.7209986E+00  6.6860686E+00  3.1503226E+05  4.6289149E+01  3.1745951E+01  5.8165659E+09  4.6290315E+01  3.1667240E+01  1.1864428E+09
1.0895085E+01  6.6600347E+00  3.4312732E+05  5.0971614E+01  3.2112586E+01  6.5123120E+09  5.0973052E+01  3.2036670E+01  5.0374504E+08
-1.0020195E+00  5.7942711E+00  1.0544436E+05  3.2165018E+00  2.3041268E+01  1.4187174E+09  3.2079302E+00  2.2952164E+01  3.4741547E+09
-5.8254817E-02  5.8591027E+00  1.1330085E+05  6.8989612E+00  2.3736352E+01  1.5739803E+09  6.8922468E+00  2.3648036E+01  3.3472969E+09
8.9324850E-01  5.9141784E+00  1.2186276E+05  1.0611388E+01  2.4400025E+01  1.7498802E+09  1.0606289E+01  2.4312647E+01  3.1970857E+09
1.8557445E+00  5.9591765E+00  1.3121297E+05  1.4362842E+01  2.5032465E+01  1.9431413E+09  1.4359116E+01  2.4946296E+01  3.0270808E+09
2.8233696E+00  5.9931485E+00  1.4144528E+05  1.8149344E+01  2.5624979E+01  2.1704843E+09  1.8146795E+01  2.5540043E+01  2.8206524E+09
3.8071267E+00  6.0172552E+00  1.5266595E+05  2.1989959E+01  2.6183974E+01  2.4156723E+09  2.1988395E+01  2.6100656E+01  2.5943758E+09
4.7961250E+00  6.0301373E+00  1.6499559E+05  2.5873391E+01  2.6699439E+01  2.7017617E+09  2.5872640E+01  2.6617766E+01  2.3252202E+09
5.7994659E+00  6.0331351E+00  1.7857157E+05  2.9815180E+01  2.7175064E+01  3.0175265E+09  2.9815104E+01  2.7095323E+01  2.0246584E+09
6.8107375E+00  6.0256795E+00  1.9355042E+05  3.3809791E+01  2.7605544E+01  3.3773260E+09  3.3810243E+01  2.7527840E+01  1.6784123E+09
