PdfType: replica
Format: lhagrid1
---
1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000
0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998
908 909 910 940 941 942 930 931 932 
9.6779781E-01 -1.5916137E-02 -2.1391675E+05  4.7006275E+00  1.1713512E+00 -4.2173521E+09  4.7209559E+00  1.3162425E+00 -5.7113537E+09
1.1402595E+00 -2.5104974E-02 -2.2992624E+05  5.3994767E+00  1.2020846E+00 -4.1181902E+09  5.4164420E+00  1.3455095E+00 -5.8711805E+09
1.3336579E+00 -4.2784056E-02 -2.4737719E+05  6.1771009E+00  1.2087548E+00 -3.9937923E+09  6.1911006E+00  1.3504794E+00 -6.0507506E+09
1.5470804E+00 -6.8964809E-02 -2.6643915E+05  7.0326295E+00  1.1894853E+00 -3.8409774E+09  7.0440732E+00  1.3290880E+00 -6.2538112E+09
1.7798100E+00 -1.0350160E-01 -2.8730399E+05  7.9637279E+00  1.1471573E+00 -3.6594562E+09  7.9729288E+00  1.2845976E+00 -6.4808380E+09
2.0305095E+00 -1.4613463E-01 -3.1018916E+05  8.9699475E+00  1.0767879E+00 -3.4434234E+09  8.9772421E+00  1.2114737E+00 -6.7383086E+09
2.2990159E+00 -1.9640794E-01 -3.3534148E+05  1.0049545E+01  9.8380666E-01 -3.1937187E+09  1.0055209E+01  1.1156922E+00 -7.0254412E+09
2.5838993E+00 -2.5385115E-01 -3.6304215E+05  1.1201375E+01  8.6404677E-01 -2.9048143E+09  1.1205649E+01  9.9268896E-01 -7.3482529E+09
2.8851958E+00 -3.1778767E-01 -3.9361163E+05  1.2425116E+01  7.2128237E-01 -2.5760233E+09  1.2428238E+01  8.4651706E-01 -7.7075984E+09
3.2016110E+00 -3.8763539E-01 -4.2741651E+05  1.3719096E+01  5.5333503E-01 -2.2030402E+09  1.3721248E+01  6.7481372E-01 -8.1080915E+09
3.5333965E+00 -4.6254666E-01 -4.6487632E+05  1.5084009E+01  3.6289269E-01 -1.7842293E+09  1.5085382E+01  4.8041099E-01 -8.5515700E+09
3.8787505E+00 -5.4184630E-01 -5.0647319E+05  1.6518629E+01  1.4888609E-01 -1.3162890E+09  1.6519348E+01  2.6214668E-01 -9.0415324E+09
9.6064123E-01 -1.4065978E-02 -1.5576675E+05  4.6128715E+00  1.1277096E+00 -3.0586651E+09  4.6320895E+00  1.2629520E+00 -4.1711593E+09
1.1295529E+00 -2.3550268E-02 -1.6742689E+05  5.2957516E+00  1.1574574E+00 -2.9829954E+09  5.3118198E+00  1.2913257E+00 -4.2911146E+09
1.3183714E+00 -4.1114218E-02 -1.8013704E+05  6.0537124E+00  1.1647307E+00 -2.8885947E+09  6.0670022E+00  1.2970070E+00 -4.4258022E+09
1.5261992E+00 -6.6698441E-02 -1.9402070E+05  6.8858440E+00  1.1479376E+00 -2.7731242E+09  6.8967384E+00  1.2782292E+00 -4.5779728E+09
1.7523310E+00 -1.0009994E-01 -2.0921763E+05  7.7898359E+00  1.1100187E+00 -2.6364116E+09  7.7986269E+00  1.2382876E+00 -4.7479342E+09
1.9954986E+00 -1.4100649E-01 -2.2588626E+05  8.7652723E+00  1.0463857E+00 -2.4741736E+09  8.7722721E+00  1.1720784E+00 -4.9404580E+09
2.2555465E+00 -1.8893058E-01 -2.4420637E+05  9.8104635E+00  9.6238976E-01 -2.2870908E+09  9.8159284E+00  1.0854638E+00 -5.1549068E+09
2.5311400E+00 -2.4336853E-01 -2.6438282E+05  1.0924387E+01  8.5420453E-01 -2.0711054E+09  1.0928542E+01  9.7424656E-01 -5.3956934E+09
