8.0714696E-03 -1.9182602E-01 -2.7347726E+05  4.4799932E+00  3.1859213E+00 -5.4713667E+09  4.2656367E+00  3.9677851E+00 -6.3907049E+09
2.0580186E-01 -2.0138057E-01 -2.9346584E+05  5.2608791E+00  3.2206642E+00 -5.4518487E+09  5.0448560E+00  4.0003639E+00 -6.4448944E+09
4.1760446E-01 -2.1652652E-01 -3.1527328E+05  6.1031300E+00  3.2332142E+00 -5.4248970E+09  5.8873215E+00  4.0077973E+00 -6.5011737E+09
6.4287176E-01 -2.3672756E-01 -3.3911442E+05  7.0045194E+00  3.2346680E+00 -5.3916844E+09  6.7906452E+00  4.0039095E+00 -6.5585378E+09
8.8089798E-01 -2.6134749E-01 -3.6523249E+05  7.9640114E+00  3.2103005E+00 -5.3503741E+09  7.7533491E+00  3.9698884E+00 -6.6197146E+09
1.1315666E+00 -2.8973991E-01 -3.9390319E+05  8.9812776E+00  3.1769300E+00 -5.3025982E+09  8.7753666E+00  3.9266456E+00 -6.6830465E+09
1.3941915E+00 -3.2120483E-01 -4.2544033E+05  1.0054330E+01  3.1230500E+00 -5.2470067E+09  9.8540213E+00  3.8595740E+00 -6.7505368E+09
1.6690023E+00 -3.5501110E-01 -4.6020113E+05  1.1184597E+01  3.0586107E+00 -5.1843087E+09  1.0991109E+01  3.7808371E+00 -6.8216161E+09
1.9554583E+00 -3.9045442E-01 -4.9859375E+05  1.2370042E+01  2.9778615E+00 -5.1138664E+09  1.2183935E+01  3.6831030E+00 -6.8973265E+09
2.2540870E+00 -4.2675140E-01 -5.4108480E+05  1.3613034E+01  2.8868468E+00 -5.0359098E+09  1.3435196E+01  3.5736402E+00 -6.9776376E+09
2.5641480E+00 -4.6319710E-01 -5.8821002E+05  1.4912100E+01  2.7825378E+00 -4.9502025E+09  1.4742760E+01  3.4485015E+00 -7.0630440E+09
-5.9501317E-02 -1.6784739E-01 -1.7932312E+05  3.7331531E+00  2.8692694E+00 -3.8561331E+09  3.5387705E+00  3.5708556E+00 -4.4529637E+09
1.1781560E-01 -1.7214162E-01 -1.9222124E+05  4.4316708E+00  2.9211243E+00 -3.8460930E+09  4.2342548E+00  3.6223630E+00 -4.4913214E+09
3.0896266E-01 -1.8207734E-01 -2.0626341E+05  5.1886503E+00  2.9565949E+00 -3.8311678E+09  4.9899602E+00  3.6560018E+00 -4.5303192E+09
5.1330702E-01 -1.9713553E-01 -2.2158315E+05  6.0032425E+00  2.9721928E+00 -3.8109004E+09  5.8049602E+00  3.6671099E+00 -4.5709102E+09
7.3027182E-01 -2.1676949E-01 -2.3833135E+05  6.8733337E+00  2.9781539E+00 -3.7861210E+09  6.6770011E+00  3.6683787E+00 -4.6123819E+09
9.5921869E-01 -2.4033724E-01 -2.5667883E+05  7.7980712E+00  2.9611725E+00 -3.7555143E+09  7.6048295E+00  3.6428232E+00 -4.6566762E+09
1.2000438E+00 -2.6720085E-01 -2.7681920E+05  8.7771105E+00  2.9366994E+00 -3.7202413E+09  8.5883400E+00  3.6095798E+00 -4.7026135E+09
1.4521377E+00 -2.9666798E-01 -2.9897287E+05  9.8087623E+00  2.8943205E+00 -3.6793334E+09  9.6252208E+00  3.5554403E+00 -4.7516218E+09
1.7157416E+00 -3.2802932E-01 -3.2339069E+05  1.0894376E+01  2.8432109E+00 -3.6332953E+09  1.0717154E+01  3.4915745E+00 -4.8032940E+09
1.9903885E+00 -3.6059675E-01 -3.5035931E+05  1.2032233E+01  2.7781877E+00 -3.5816691E+09  1.1861829E+01  3.4113728E+00 -4.8583723E+09
2.2766137E+00 -3.9361953E-01 -3.8020641E+05  1.3224615E+01  2.7048401E+00 -3.5246182E+09  1.3061820E+01  3.3215288E+00 -4.9168331E+09
2.5737792E+00 -4.2641602E-01 -4.1330822E+05  1.4470352E+01  2.6204626E+00 -3.4619754E+09  1.4315367E+01  3.2185069E+00 -4.9790254E+09
4.2934792E-02 -1.4932307E-01 -1.2598518E+05  3.7026109E+00  2.6307957E+00 -2.7101325E+09  3.5232965E+00  3.2595060E+00 -3.1273807E+09
2.1469410E-01 -1.5433339E-01 -1.3504200E+05  4.3812158E+00  2.6816108E+00 -2.7022575E+09  4.1993920E+00  3.3101190E+00 -3.1549399E+09
3.9940247E-01 -1.6455459E-01 -1.4490203E+05  5.1146439E+00  2.7177397E+00 -2.6908725E+09  4.9318847E+00  3.3447099E+00 -3.1830312E+09
5.9646750E-01 -1.7945087E-01 -1.5565899E+05  5.9021080E+00  2.7361471E+00 -2.6756482E+09  5.7199169E+00  3.3591881E+00 -3.2123329E+09
8.0534378E-01 -1.9846865E-01 -1.6741879E+05  6.7416081E+00  2.7462813E+00 -2.6571719E+09  6.5613663E+00  3.3652106E+00 -3.2423395E+09
1.0254586E+00 -2.2096358E-01 -1.8030134E+05  7.6324748E+00  2.7361251E+00 -2.6345017E+09  7.4551971E+00  3.3474476E+00 -3.2744339E+09
1.2567211E+00 -2.4630870E-01 -1.9444257E+05  8.5743424E+00  2.7198699E+00 -2.6084639E+09  8.4012658E+00  3.3234095E+00 -3.3077759E+09
1.4985947E+00 -2.7382195E-01 -2.0999718E+05  9.5658019E+00  2.6880906E+00 -2.5783636E+09  9.3975993E+00  3.2811541E+00 -3.3433837E+09
1.7513313E+00 -3.0281744E-01 -2.2714125E+05  1.0608127E+01  2.6492448E+00 -2.5445602E+09  1.0445775E+01  3.2309365E+00 -3.3809658E+09
2.0145330E+00 -3.3262521E-01 -2.4607600E+05  1.1699894E+01  2.5986598E+00 -2.5067253E+09  1.1543832E+01  3.1667973E+00 -3.4210508E+09
2.2887406E+00 -3.6252789E-01 -2.6703143E+05  1.2843294E+01  2.5415004E+00 -2.4649752E+09  1.2694230E+01  3.0948972E+00 -3.4636203E+09
2.5734112E+00 -3.9186846E-01 -2.9027162E+05  1.4037432E+01  2.4753463E+00 -2.4191919E+09  1.3895541E+01  3.0120667E+00 -3.5089198E+09
1.3362324E-01 -1.3260262E-01 -8.8470210E+04  3.6699509E+00  2.4152038E+00 -1.9038228E+09  3.5045008E+00  2.9782094E+00 -2.1953470E+09
2.9993187E-01 -1.3822533E-01 -9.4826613E+04  4.3288514E+00  2.4650280E+00 -1.8976758E+09  4.1613480E+00  3.0279551E+00 -2.2151633E+09
4.7834169E-01 -1.4864536E-01 -1.0174664E+05  5.0391037E+00  2.5017571E+00 -1.8890072E+09  4.8709539E+00  3.0634036E+00 -2.2354141E+09
6.6830154E-01 -1.6331397E-01 -1.0929606E+05  5.7999869E+00  2.5227599E+00 -1.8775792E+09  5.6325331E+00  3.0809751E+00 -2.2565819E+09
8.6929815E-01 -1.8167401E-01 -1.1754919E+05  6.6096115E+00  2.5367607E+00 -1.8638078E+09  6.4440900E+00  3.0913805E+00 -2.2783079E+09
1.0808227E+00 -2.0308191E-01 -1.2659016E+05  7.4674757E+00  2.5329020E+00 -1.8470184E+09  7.3047900E+00  3.0807821E+00 -2.3015768E+09
1.3027971E+00 -2.2692398E-01 -1.3651432E+05  8.3732046E+00  2.5242248E+00 -1.8277990E+09  8.2144626E+00  3.0652074E+00 -2.3257902E+09
1.5347546E+00 -2.5253079E-01 -1.4743023E+05  9.3256452E+00  2.5021950E+00 -1.8056515E+09  9.1714442E+00  3.0338559E+00 -2.3516735E+09
1.7769565E+00 -2.7924128E-01 -1.5946143E+05  1.0326005E+01  2.4746091E+00 -1.7808316E+09  1.0177219E+01  2.9961430E+00 -2.3790184E+09
2.0290693E+00 -3.0640533E-01 -1.7274908E+05  1.1373128E+01  2.4372524E+00 -1.7531040E+09  1.1230145E+01  2.9466939E+00 -2.4082008E+09
2.2916376E+00 -3.3333953E-01 -1.8745455E+05  1.2469125E+01  2.3948939E+00 -1.7225513E+09  1.2332577E+01  2.8911754E+00 -2.4392065E+09
2.5642066E+00 -3.5941253E-01 -2.0376311E+05  1.3613350E+01  2.3453697E+00 -1.6890907E+09  1.3483387E+01  2.8267466E+00 -2.4722081E+09
2.1369581E-01 -1.1751751E-01 -6.2095320E+04  3.6354334E+00  2.2203297E+00 -1.3367482E+09  3.4827386E+00  2.7241247E+00 -1.5403064E+09
3.7465426E-01 -1.2365760E-01 -6.6554304E+04  4.2748441E+00  2.2692150E+00 -1.3319734E+09  4.1204896E+00  2.7730347E+00 -1.5545700E+09
5.4689949E-01 -1.3419810E-01 -7.1408604E+04  4.9622972E+00  2.3064941E+00 -1.3253866E+09  4.8075399E+00  2.8092580E+00 -1.5691829E+09
7.2992227E-01 -1.4858093E-01 -7.6704338E+04  5.6971427E+00  2.3298956E+00 -1.3168165E+09  5.5431799E+00  2.8296700E+00 -1.5844885E+09
9.2324185E-01 -1.6624849E-01 -8.2493626E+04  6.4775962E+00  2.3474770E+00 -1.3065578E+09  6.3255349E+00  2.8441150E+00 -1.6002320E+09
1.1264113E+00 -1.8656093E-01 -8.8835467E+04  7.3033146E+00  2.3494263E+00 -1.2941271E+09  7.1539586E+00  2.8401010E+00 -1.6171145E+09
1.3393656E+00 -2.0891988E-01 -9.5796738E+04  8.1739195E+00  2.3477308E+00 -1.2799433E+09  8.0282606E+00  2.8323006E+00 -1.6347096E+09
1.5617039E+00 -2.3267069E-01 -1.0345355E+05  9.0884946E+00  2.3346600E+00 -1.2636491E+09  8.9470624E+00  2.8109441E+00 -1.6535343E+09
1.7936958E+00 -2.5717832E-01 -1.1189255E+05  1.0048188E+01  2.3173995E+00 -1.2454267E+09  9.9117627E+00  2.7846740E+00 -1.6734394E+09
2.0350684E+00 -2.8181395E-01 -1.2121272E+05  1.1052086E+01  2.2921446E+00 -1.2251076E+09  1.0921012E+01  2.7486405E+00 -1.6946923E+09
2.2863675E+00 -3.0592849E-01 -1.3152722E+05  1.2102223E+01  2.2632953E+00 -1.2027506E+09  1.1977062E+01  2.7080525E+00 -1.7172820E+09
2.5472204E+00 -3.2891712E-01 -1.4296597E+05  1.3198174E+01  2.2289130E+00 -1.1782976E+09  1.3079056E+01  2.6603604E+00 -1.7413296E+09
