PdfType: replica
Format: lhagrid1
---
1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000
0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998
908 909 910 940 941 942 930 931 932 
-1.6705460E-01  1.3414679E+00  1.8180482E+05  8.5890786E-01  5.7274690E+00  3.4473336E+09  8.0620716E-01  5.5845824E+00  5.0020964E+09
2.2196202E-01  1.3942306E+00  1.9580384E+05  2.5315608E+00  6.1716641E+00  3.5901666E+09  2.4836512E+00  6.0309970E+00  4.9277466E+09
6.2461499E-01  1.4433731E+00  2.1107835E+05  4.2452648E+00  6.5993124E+00  3.7481192E+09  4.2017384E+00  6.4610552E+00  4.8334236E+09
1.0422222E+00  1.4880359E+00  2.2777921E+05  6.0045162E+00  7.0084445E+00  3.9213558E+09  5.9649282E+00  6.8729370E+00  4.7194201E+09
1.4725162E+00  1.5271916E+00  2.4607726E+05  7.8086708E+00  7.3936929E+00  4.1180143E+09  7.7727258E+00  7.2609799E+00  4.5777811E+09
1.9193594E+00  1.5607620E+00  2.6616633E+05  9.6652567E+00  7.7554914E+00  4.3336787E+09  9.6325561E+00  7.6260323E+00  4.4134378E+09
2.3786563E+00  1.5877573E+00  2.8826659E+05  1.1570646E+01  8.0889696E+00  4.5787526E+09  1.1540933E+01  7.9628173E+00  4.2160841E+09
2.8532878E+00  1.6083233E+00  3.1262911E+05  1.3530629E+01  8.3935114E+00  4.8511169E+09  1.3503613E+01  8.2710015E+00  3.9882114E+09
3.3408624E+00  1.6219810E+00  3.3954025E+05  1.5543514E+01  8.6665751E+00  5.1578784E+09  1.5518956E+01  8.5478482E+00  3.7228846E+09
3.8429750E+00  1.6290799E+00  3.6932784E+05  1.7613403E+01  8.9065924E+00  5.4994973E+09  1.7591078E+01  8.7919058E+00  3.4198818E+09
4.3580850E+00  1.6294358E+00  4.0236735E+05  1.9739377E+01  9.1121317E+00  5.8816239E+09  1.9719081E+01  9.0016497E+00  3.0737433E+09
4.8881882E+00  1.6235548E+00  4.3909065E+05  2.1923519E+01  9.2817052E+00  6.3052871E+09  2.1905079E+01  9.1756381E+00  2.6835929E+09
-1.2300829E-01  1.2414701E+00  1.3586930E+05  9.2334625E-01  5.2972706E+00  2.5969440E+09  8.7303668E-01  5.1606003E+00  3.7175913E+09
2.3398002E-01  1.2906940E+00  1.4633048E+05  2.4544004E+00  5.7031912E+00  2.7002623E+09  2.4086698E+00  5.5686413E+00  3.6654190E+09
6.0425923E-01  1.3361029E+00  1.5774477E+05  4.0255293E+00  6.0924715E+00  2.8146747E+09  3.9839875E+00  5.9602245E+00  3.5985254E+09
9.8892837E-01  1.3769066E+00  1.7022489E+05  5.6406270E+00  6.4633814E+00  2.9403239E+09  5.6028486E+00  6.3337624E+00  3.5171094E+09
1.3858208E+00  1.4121782E+00  1.8389850E+05  7.2988679E+00  6.8110895E+00  3.0830798E+09  7.2645701E+00  6.6841413E+00  3.4154377E+09
1.7983746E+00  1.4418667E+00  1.9891045E+05  9.0069694E+00  7.1361182E+00  3.2397996E+09  8.9757716E+00  7.0122809E+00  3.2970382E+09
2.2227760E+00  1.4651032E+00  2.1542525E+05  1.0761418E+01  7.4341346E+00  3.4179692E+09  1.0733074E+01  7.3134586E+00  3.1544980E+09
2.6615827E+00  1.4820593E+00  2.3363050E+05  1.2567361E+01  7.7047103E+00  3.6161001E+09  1.2541594E+01  7.5875171E+00  2.9895837E+09
3.1125602E+00  1.4923466E+00  2.5374018E+05  1.4423127E+01  7.9456782E+00  3.8392996E+09  1.4399707E+01  7.8321024E+00  2.7973166E+09
