PdfType: replica
Format: lhagrid1
---
1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000
0.99999999999999989        1.0337484978975262        1.0694855305593851        1.1073587164190224        1.1475288117502789        1.1901710629002384        1.2354767157572446        1.2836547027771996        1.3349335307763666        1.3895633960297304        1.4478185570648765        1.5099999999999998
908 909 910 940 941 942 930 931 932 
-8.2085061E-01  8.0595534E-01 -3.6963960E+04  9.6169834E+00  6.9930544E+00  1.2066043E+10  9.6288067E+00  7.0227148E+00 -1.3784208E+10
-3.4695950E-01  8.5510703E-01 -3.9817789E+04  1.1552179E+01  7.3818157E+00  1.2326407E+10  1.1562974E+01  7.4109947E+00 -1.4058822E+10
1.4601578E-01  8.9764691E-01 -4.2931971E+04  1.3556990E+01  7.7521837E+00  1.2606659E+10  1.3566842E+01  7.7808430E+00 -1.4352336E+10
6.5891223E-01  9.3348980E-01 -4.6337314E+04  1.5635151E+01  8.1014271E+00  1.2909455E+10  1.5644154E+01  8.1294986E+00 -1.4667499E+10
1.1896000E+00  9.6236412E-01 -5.0068712E+04  1.7784553E+01  8.4301391E+00  1.3240341E+10  1.7792766E+01  8.4576134E+00 -1.5009893E+10
1.7411031E+00  9.8483304E-01 -5.4165756E+04  2.0012422E+01  8.7331321E+00  1.3600408E+10  2.0019933E+01  8.7599178E+00 -1.5380712E+10
2.3101060E+00  1.0006192E+00 -5.8673423E+04  2.2314882E+01  9.0134678E+00  1.3996007E+10  2.2321743E+01  9.0395538E+00 -1.5786330E+10
2.8988501E+00  1.0104294E+00 -6.3643006E+04  2.4697307E+01  9.2663380E+00  1.4428980E+10  2.4703580E+01  9.2916575E+00 -1.6228662E+10
3.5057051E+00  1.0143919E+00 -6.9133011E+04  2.7158881E+01  9.4937309E+00  1.4904699E+10  2.7164615E+01  9.5182554E+00 -1.6713116E+10
4.1319343E+00  1.0133229E+00 -7.5210421E+04  2.9703379E+01  9.6923594E+00  1.5425469E+10  2.9708623E+01  9.7160379E+00 -1.7242045E+10
4.7768259E+00  1.0075729E+00 -8.1951968E+04  3.2331494E+01  9.8633976E+00  1.5996355E+10  3.2336291E+01  9.8861970E+00 -1.7820552E+10
5.4419234E+00  9.9804139E-01 -8.9445903E+04  3.5045607E+01  1.0004728E+01  1.6618997E+10  3.5049993E+01  1.0026607E+01 -1.8450309E+10
-6.7776021E-01  7.4537900E-01 -2.7693380E+04  9.2589842E+00  6.5183455E+00  8.7355651E+09  9.2703501E+00  6.5468096E+00 -1.0022809E+10
-2.3653991E-01  7.9049066E-01 -2.9831285E+04  1.1057625E+01  6.8758795E+00  8.9254457E+09  1.1068004E+01  6.9038815E+00 -1.0223359E+10
2.2284990E-01  8.2921858E-01 -3.2164218E+04  1.2922556E+01  7.2158267E+00  9.1300261E+09  1.2932030E+01  7.2433298E+00 -1.0437867E+10
7.0110899E-01  8.6152006E-01 -3.4715257E+04  1.4857073E+01  7.5357329E+00  9.3512685E+09  1.4865732E+01  7.5626720E+00 -1.0668367E+10
1.1962242E+00  8.8718679E-01 -3.7510540E+04  1.6859058E+01  7.8364082E+00  9.5931133E+09  1.6866960E+01  7.8627744E+00 -1.0918825E+10
1.7109187E+00  9.0678271E-01 -4.0579725E+04  1.8935089E+01  8.1130123E+00  9.8564558E+09  1.8942317E+01  8.1387174E+00 -1.1190216E+10
2.2421211E+00  9.2010225E-01 -4.3956501E+04  2.1081488E+01  8.3687084E+00  1.0145781E+10  2.1088091E+01  8.3937419E+00 -1.1487038E+10
2.7918535E+00  9.2784665E-01 -4.7679290E+04  2.3303148E+01  8.5990487E+00  1.0462490E+10  2.3309187E+01  8.6233465E+00 -1.1810752E+10
