PdfType: replica
Format: lhagrid1
FromMCReplica: 54
---
1.0000000e-09 1.2970848e-09 1.6824290e-09 2.1822532e-09 2.8305674e-09 3.6714860e-09 4.7622286e-09 6.1770143e-09 8.0121111e-09 1.0392387e-08 1.3479806e-08 1.7484450e-08 2.2678812e-08 2.9416337e-08 3.8155475e-08 4.9490871e-08 6.4193830e-08 8.3264795e-08 1.0800142e-07 1.4008687e-07 1.8170433e-07 2.3568555e-07 3.0570351e-07 3.9652231e-07 5.1432126e-07 6.6711525e-07 8.6529992e-07 1.1223588e-06 1.4557800e-06 1.8882456e-06 2.4491735e-06 3.1767165e-06 4.1203542e-06 5.3442527e-06 6.9316190e-06 8.9903426e-06 1.1660303e-05 1.5122831e-05 1.9612953e-05 2.5435221e-05 3.2984168e-05 4.2770705e-05 5.5456125e-05 7.1895831e-05 9.3195423e-05 1.2078237e-04 1.5649721e-04 2.0270894e-04 2.6245980e-04 3.3964524e-04 4.3923444e-04 5.6753566e-04 7.3250762e-04 9.4411211e-04 1.2146932e-03 1.5593531e-03 1.9962745e-03 2.5469149e-03 3.2359751e-03 4.0910344e-03 5.1417598e-03 6.4186510e-03 7.9513794e-03 9.7669000e-03 1.1887614e-02 1.4329895e-02 1.7103228e-02 2.0210073e-02 2.3646397e-02 2.7402692e-02 3.1465251e-02 3.5817483e-02 4.0441106e-02 4.5317134e-02 5.0426635e-02 5.5751261e-02 6.1273602e-02 6.6977383e-02 7.2847559e-02 7.8870332e-02 8.5033120e-02 9.1324491e-02 9.7734088e-02 1.0425254e-01 1.1087137e-01 1.1758291e-01 1.2438023e-01 1.3125706e-01 1.3820771e-01 1.4522701e-01 1.5231026e-01 1.5945321e-01 1.6665195e-01 1.7390294e-01 1.8120291e-01 1.8854889e-01 1.9593815e-01 2.0336816e-01 2.1083662e-01 2.1834138e-01 2.2588049e-01 2.3345210e-01 2.4105454e-01 2.4868622e-01 2.5634570e-01 2.6403161e-01 2.7174270e-01 2.7947777e-01 2.8723573e-01 2.9501555e-01 3.0281625e-01 3.1063694e-01 3.1847676e-01 3.2633492e-01 3.3421065e-01 3.4210326e-01 3.5001207e-01 3.5793645e-01 3.6587581e-01 3.7382958e-01 3.8179724e-01 3.8977827e-01 3.9777220e-01 4.0577857e-01 4.1379696e-01 4.2182694e-01 4.2986814e-01 4.3792018e-01 4.4598271e-01 4.5405538e-01 4.6213789e-01 4.7022992e-01 4.7833118e-01 4.8644138e-01 4.9456027e-01 5.0268759e-01 5.1082309e-01 5.1896653e-01 5.2711769e-01 5.3527636e-01 5.4344232e-01 5.5161538e-01 5.5979535e-01 5.6798204e-01 5.7617528e-01 5.8437490e-01 5.9258073e-01 6.0079262e-01 6.0901041e-01 6.1723396e-01 6.2546313e-01 6.3369778e-01 6.4193778e-01 6.5018301e-01 6.5843334e-01 6.6668866e-01 6.7494884e-01 6.8321379e-01 6.9148339e-01 6.9975754e-01 7.0803614e-01 7.1631910e-01 7.2460632e-01 7.3289771e-01 7.4119318e-01 7.4949265e-01 7.5779603e-01 7.6610325e-01 7.7441423e-01 7.8272889e-01 7.9104716e-01 7.9936897e-01 8.0769425e-01 8.1602293e-01 8.2435495e-01 8.3269024e-01 8.4102875e-01 8.4937041e-01 8.5771516e-01 8.6606296e-01 8.7441373e-01 8.8276744e-01 8.9112402e-01 8.9948343e-01 9.0784562e-01 9.1621053e-01 9.2457813e-01 9.3294836e-01 9.4132119e-01 9.4969656e-01 9.5807444e-01 9.6645478e-01 9.7483755e-01 9.8322270e-01 9.9161020e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502944e+00 2.8142025e+00 3.1184122e+00 3.4705775e+00 3.8800751e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  0.0000000e+00  2.0662652e-07  2.4614622e+00  2.4622848e+00  2.4622826e+00  6.6332159e+02  2.4627948e+00  2.4628012e+00  2.4610925e+00  2.0663235e-07  0.0000000e+00 
  0.0000000e+00  4.8446474e+00  7.2910196e+00  7.2918471e+00  7.2918449e+00  7.1166876e+02  7.2923648e+00  7.2923714e+00  7.2906466e+00  4.8446480e+00  0.0000000e+00 
  0.0000000e+00  9.9102743e+00  1.2341812e+01  1.2342645e+01  1.2342643e+01  7.6756673e+02  1.2343170e+01  1.2343177e+01  1.2341436e+01  9.9102754e+00  0.0000000e+00 
  0.0000000e+00  1.5217090e+01  1.7634037e+01  1.7634874e+01  1.7634872e+01  8.3186207e+02  1.7635407e+01  1.7635414e+01  1.7633657e+01  1.5217092e+01  0.0000000e+00 
  0.0000000e+00  2.0787292e+01  2.3189877e+01  2.3190720e+01  2.3190717e+01  9.0547453e+02  2.3191260e+01  2.3191267e+01  2.3189494e+01  2.0787294e+01  0.0000000e+00 
  0.0000000e+00  2.6644837e+01  2.9033280e+01  2.9034127e+01  2.9034124e+01  9.8936326e+02  2.9034675e+01  2.9034682e+01  2.9032893e+01  2.6644840e+01  0.0000000e+00 
  0.0000000e+00  3.2816230e+01  3.5190736e+01  3.5191588e+01  3.5191586e+01  1.0846170e+03  3.5192144e+01  3.5192151e+01  3.5190346e+01  3.2816233e+01  0.0000000e+00 
  0.0000000e+00  3.9329681e+01  4.1690447e+01  4.1691305e+01  4.1691302e+01  1.1923577e+03  4.1691868e+01  4.1691876e+01  4.1690055e+01  3.9329685e+01  0.0000000e+00 
  0.0000000e+00  4.6216346e+01  4.8563558e+01  4.8564420e+01  4.8564418e+01  1.3137140e+03  4.8564991e+01  4.8564999e+01  4.8563162e+01  4.6216349e+01  0.0000000e+00 
  0.0000000e+00  5.3510215e+01  5.5844049e+01  5.5844917e+01  5.5844914e+01  1.4502500e+03  5.5845495e+01  5.5845503e+01  5.5843650e+01  5.3510219e+01  0.0000000e+00 
  0.0000000e+00  6.1246801e+01  6.3567426e+01  6.3568299e+01  6.3568296e+01  1.6031792e+03  6.3568884e+01  6.3568893e+01  6.3567023e+01  6.1246806e+01  0.0000000e+00 
  0.0000000e+00  6.9171748e+01  7.1479770e+01  7.1480647e+01  7.1480644e+01  1.7673609e+03  7.1481240e+01  7.1481249e+01  7.1479364e+01  6.9171753e+01  0.0000000e+00 
  0.0000000e+00  2.0662556e-07  2.3277926e+00  2.3286588e+00  2.3286557e+00  6.1629254e+02  2.3292122e+00  2.3292193e+00  2.3273973e+00  2.0663332e-07  0.0000000e+00 
  0.0000000e+00  4.4785102e+00  6.7918960e+00  6.7927673e+00  6.7927641e+00  6.6142885e+02  6.7933290e+00  6.7933364e+00  6.7914972e+00  4.4785108e+00  0.0000000e+00 
  0.0000000e+00  9.1587542e+00  1.1457977e+01  1.1458854e+01  1.1458851e+01  7.1357375e+02  1.1459424e+01  1.1459431e+01  1.1457575e+01  9.1587554e+00  0.0000000e+00 
  0.0000000e+00  1.4059220e+01  1.6344512e+01  1.6345394e+01  1.6345390e+01  7.7349422e+02  1.6345972e+01  1.6345980e+01  1.6344106e+01  1.4059222e+01  0.0000000e+00 
  0.0000000e+00  1.9200189e+01  2.1471769e+01  2.1472656e+01  2.1472652e+01  8.4202258e+02  2.1473242e+01  2.1473250e+01  2.1471360e+01  1.9200191e+01  0.0000000e+00 
  0.0000000e+00  2.4603470e+01  2.6861547e+01  2.6862439e+01  2.6862436e+01  9.2002440e+02  2.6863034e+01  2.6863042e+01  2.6861134e+01  2.4603473e+01  0.0000000e+00 
  0.0000000e+00  3.0293246e+01  3.2538016e+01  3.2538914e+01  3.2538910e+01  1.0084835e+03  3.2539517e+01  3.2539525e+01  3.2537600e+01  3.0293249e+01  0.0000000e+00 
