PdfType: replica
Format: lhagrid1
FromMCReplica: 22
---
1.0000000e-09 1.2970848e-09 1.6824290e-09 2.1822532e-09 2.8305674e-09 3.6714860e-09 4.7622286e-09 6.1770143e-09 8.0121111e-09 1.0392387e-08 1.3479806e-08 1.7484450e-08 2.2678812e-08 2.9416337e-08 3.8155475e-08 4.9490871e-08 6.4193830e-08 8.3264795e-08 1.0800142e-07 1.4008687e-07 1.8170433e-07 2.3568555e-07 3.0570351e-07 3.9652231e-07 5.1432126e-07 6.6711525e-07 8.6529992e-07 1.1223588e-06 1.4557800e-06 1.8882456e-06 2.4491735e-06 3.1767165e-06 4.1203542e-06 5.3442527e-06 6.9316190e-06 8.9903426e-06 1.1660303e-05 1.5122831e-05 1.9612953e-05 2.5435221e-05 3.2984168e-05 4.2770705e-05 5.5456125e-05 7.1895831e-05 9.3195423e-05 1.2078237e-04 1.5649721e-04 2.0270894e-04 2.6245980e-04 3.3964524e-04 4.3923444e-04 5.6753566e-04 7.3250762e-04 9.4411211e-04 1.2146932e-03 1.5593531e-03 1.9962745e-03 2.5469149e-03 3.2359751e-03 4.0910344e-03 5.1417598e-03 6.4186510e-03 7.9513794e-03 9.7669000e-03 1.1887614e-02 1.4329895e-02 1.7103228e-02 2.0210073e-02 2.3646397e-02 2.7402692e-02 3.1465251e-02 3.5817483e-02 4.0441106e-02 4.5317134e-02 5.0426635e-02 5.5751261e-02 6.1273602e-02 6.6977383e-02 7.2847559e-02 7.8870332e-02 8.5033120e-02 9.1324491e-02 9.7734088e-02 1.0425254e-01 1.1087137e-01 1.1758291e-01 1.2438023e-01 1.3125706e-01 1.3820771e-01 1.4522701e-01 1.5231026e-01 1.5945321e-01 1.6665195e-01 1.7390294e-01 1.8120291e-01 1.8854889e-01 1.9593815e-01 2.0336816e-01 2.1083662e-01 2.1834138e-01 2.2588049e-01 2.3345210e-01 2.4105454e-01 2.4868622e-01 2.5634570e-01 2.6403161e-01 2.7174270e-01 2.7947777e-01 2.8723573e-01 2.9501555e-01 3.0281625e-01 3.1063694e-01 3.1847676e-01 3.2633492e-01 3.3421065e-01 3.4210326e-01 3.5001207e-01 3.5793645e-01 3.6587581e-01 3.7382958e-01 3.8179724e-01 3.8977827e-01 3.9777220e-01 4.0577857e-01 4.1379696e-01 4.2182694e-01 4.2986814e-01 4.3792018e-01 4.4598271e-01 4.5405538e-01 4.6213789e-01 4.7022992e-01 4.7833118e-01 4.8644138e-01 4.9456027e-01 5.0268759e-01 5.1082309e-01 5.1896653e-01 5.2711769e-01 5.3527636e-01 5.4344232e-01 5.5161538e-01 5.5979535e-01 5.6798204e-01 5.7617528e-01 5.8437490e-01 5.9258073e-01 6.0079262e-01 6.0901041e-01 6.1723396e-01 6.2546313e-01 6.3369778e-01 6.4193778e-01 6.5018301e-01 6.5843334e-01 6.6668866e-01 6.7494884e-01 6.8321379e-01 6.9148339e-01 6.9975754e-01 7.0803614e-01 7.1631910e-01 7.2460632e-01 7.3289771e-01 7.4119318e-01 7.4949265e-01 7.5779603e-01 7.6610325e-01 7.7441423e-01 7.8272889e-01 7.9104716e-01 7.9936897e-01 8.0769425e-01 8.1602293e-01 8.2435495e-01 8.3269024e-01 8.4102875e-01 8.4937041e-01 8.5771516e-01 8.6606296e-01 8.7441373e-01 8.8276744e-01 8.9112402e-01 8.9948343e-01 9.0784562e-01 9.1621053e-01 9.2457813e-01 9.3294836e-01 9.4132119e-01 9.4969656e-01 9.5807444e-01 9.6645478e-01 9.7483755e-01 9.8322270e-01 9.9161020e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502944e+00 2.8142025e+00 3.1184122e+00 3.4705775e+00 3.8800751e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  0.0000000e+00  3.2734983e-02  1.0802072e+00  1.1301781e+00  1.1190946e+00  4.4535362e+01  1.1195900e+00  1.1306949e+00  1.0805405e+00  3.2734983e-02  0.0000000e+00 
  0.0000000e+00  5.6281390e-01  1.6071579e+00  1.6572677e+00  1.6461355e+00  4.6449206e+01  1.6466348e+00  1.6577889e+00  1.6074919e+00  5.6281429e-01  0.0000000e+00 
  0.0000000e+00  1.1478501e+00  2.1891234e+00  2.2393722e+00  2.2281912e+00  4.8504879e+01  2.2286944e+00  2.2398978e+00  2.1894581e+00  1.1478508e+00  0.0000000e+00 
  0.0000000e+00  1.7923800e+00  2.8306367e+00  2.8810246e+00  2.8697950e+00  5.0856842e+01  2.8703020e+00  2.8815546e+00  2.8309720e+00  1.7923811e+00  0.0000000e+00 
  0.0000000e+00  2.5012942e+00  3.5365851e+00  3.5871122e+00  3.5758339e+00  5.3702313e+01  3.5763447e+00  3.5876464e+00  3.5369209e+00  2.5012956e+00  0.0000000e+00 
  0.0000000e+00  3.2813748e+00  4.3137477e+00  4.3644139e+00  4.3530870e+00  5.7308750e+01  4.3536015e+00  4.3649524e+00  4.3140840e+00  3.2813765e+00  0.0000000e+00 
  0.0000000e+00  4.1380152e+00  5.1675149e+00  5.2183204e+00  5.2069449e+00  6.1966248e+01  5.2074631e+00  5.2188632e+00  5.1678517e+00  4.1380172e+00  0.0000000e+00 
  0.0000000e+00  5.0789080e+00  6.1055768e+00  6.1565216e+00  6.1450975e+00  6.8047986e+01  6.1456193e+00  6.1570686e+00  6.1059139e+00  5.0789103e+00  0.0000000e+00 
  0.0000000e+00  6.1196898e+00  7.1435673e+00  7.1946513e+00  7.1831786e+00  7.6077644e+01  7.1837041e+00  7.1952025e+00  7.1439048e+00  6.1196924e+00  0.0000000e+00 
  0.0000000e+00  7.2562673e+00  8.2773906e+00  8.3286140e+00  8.3170927e+00  8.6426290e+01  8.3176218e+00  8.3291694e+00  8.2777285e+00  7.2562702e+00  0.0000000e+00 
  0.0000000e+00  8.5109931e+00  9.5293973e+00  9.5807602e+00  9.5691902e+00  9.9807454e+01  9.5697230e+00  9.5813198e+00  9.5297355e+00  8.5109962e+00  0.0000000e+00 
  0.0000000e+00  9.8682777e+00  1.0884088e+01  1.0935585e+01  1.0923968e+01  1.1632367e+02  1.0924505e+01  1.0936149e+01  1.0884426e+01  9.8682811e+00  0.0000000e+00 
  0.0000000e+00  3.2686897e-02  1.0557041e+00  1.1069480e+00  1.0954535e+00  4.1482990e+01  1.0959774e+00  1.1074958e+00  1.0560486e+00  3.2686893e-02  0.0000000e+00 
  0.0000000e+00  5.3234654e-01  1.5522988e+00  1.6036849e+00  1.5921399e+00  4.3259147e+01  1.5926676e+00  1.6042371e+00  1.5526436e+00  5.3234697e-01  0.0000000e+00 
  0.0000000e+00  1.0837799e+00  2.1007235e+00  2.1522520e+00  2.1406565e+00  4.5186687e+01  2.1411880e+00  2.1528085e+00  2.1010686e+00  1.0837808e+00  0.0000000e+00 
  0.0000000e+00  1.6912208e+00  2.7052086e+00  2.7568795e+00  2.7452336e+00  4.7418913e+01  2.7457688e+00  2.7574404e+00  2.7055538e+00  1.6912220e+00  0.0000000e+00 
  0.0000000e+00  2.3592666e+00  3.3703484e+00  3.4221617e+00  3.4104653e+00  5.0150469e+01  3.4110043e+00  3.4227270e+00  3.3706938e+00  2.3592681e+00  0.0000000e+00 
  0.0000000e+00  3.0942292e+00  4.1024518e+00  4.1544076e+00  4.1426608e+00  5.3638447e+01  4.1432034e+00  4.1549771e+00  4.1027973e+00  3.0942312e+00  0.0000000e+00 
  0.0000000e+00  3.9012821e+00  4.9066893e+00  4.9587876e+00  4.9469905e+00  5.8168472e+01  4.9475368e+00  4.9593615e+00  4.9070348e+00  3.9012844e+00  0.0000000e+00 
