PdfType: replica
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00 
1.14018E+00 1.22539E+00 1.32482E+00 1.44156E+00 1.57954E+00 1.74381E+00 1.94091E+00 2.12132E+00 2.17945E+00 2.49622E+00 2.89383E+00 3.39925E+00 4.05063E+00 4.90286E+00 6.03623E+00 7.57063E+00 9.68869E+00 1.26749E+01 1.69835E+01 2.33578E+01 3.30501E+01 4.82334E+01 7.28041E+01 1.13998E+02 1.85779E+02 3.16228E+02 
908 909 910
1.47081E+00 8.34060E-02 9.73596E-03 
1.50435E+00 1.02039E-01 1.32526E-02 
1.57705E+00 1.36282E-01 1.79578E-02 
1.70490E+00 1.86855E-01 2.43569E-02 
1.87665E+00 2.48024E-01 3.31376E-02 
2.09979E+00 3.21310E-01 4.53634E-02 
2.38276E+00 4.08306E-01 6.26571E-02 
2.64874E+00 4.86051E-01 8.10681E-02 
2.73504E+00 5.10625E-01 8.75372E-02 
3.20484E+00 6.39964E-01 1.27498E-01 
3.78283E+00 7.90931E-01 1.89233E-01 
4.48634E+00 9.65345E-01 2.87014E-01 
5.33515E+00 1.16482E+00 4.46121E-01 
6.34651E+00 1.50677E+00 7.14747E-01 
7.55352E+00 1.78667E+00 1.18115E+00 
9.01521E+00 2.09957E+00 2.01800E+00 
1.07734E+01 2.44676E+00 3.57427E+00 
1.28773E+01 2.82940E+00 6.57737E+00 
1.53882E+01 3.24929E+00 1.25843E+01 
1.83958E+01 3.71164E+00 2.49643E+01 
2.20802E+01 4.23592E+00 5.08040E+01 
2.69357E+01 4.89216E+00 1.03243E+02 
3.42931E+01 5.87469E+00 1.98628E+02 
4.62052E+01 7.43945E+00 3.36249E+02 
6.24980E+01 9.42257E+00 4.78606E+02 
7.98107E+01 1.12267E+01 5.86873E+02 
1.39450E+00 7.85342E-02 1.30881E-02 
1.42777E+00 9.67756E-02 1.70069E-02 
1.49901E+00 1.30188E-01 2.21834E-02 
1.62298E+00 1.79197E-01 2.91350E-02 
1.78853E+00 2.38284E-01 3.85736E-02 
2.00257E+00 3.08839E-01 5.15845E-02 
2.27287E+00 3.92294E-01 6.98151E-02 
2.52608E+00 4.66635E-01 8.90708E-02 
2.60810E+00 4.90089E-01 9.58085E-02 
3.05357E+00 6.13223E-01 1.37189E-01 
3.59976E+00 7.56348E-01 2.00567E-01 
4.26248E+00 9.21003E-01 3.00136E-01 
5.05972E+00 1.10851E+00 4.60914E-01 
6.01081E+00 1.42980E+00 7.30129E-01 
7.14291E+00 1.69029E+00 1.19418E+00 
8.50942E+00 1.98030E+00 2.02128E+00 
1.01480E+01 2.30075E+00 3.54980E+00 
1.21030E+01 2.65246E+00 6.48201E+00 
1.44295E+01 3.03681E+00 1.23147E+01 
1.72088E+01 3.45837E+00 2.42727E+01 
2.06058E+01 3.93487E+00 4.91070E+01 
2.50758E+01 4.53069E+00 9.92612E+01 
3.18468E+01 5.42419E+00 1.90039E+02 
4.28034E+01 6.84830E+00 3.20276E+02 
5.77546E+01 8.64792E+00 4.53987E+02 
7.35736E+01 1.02732E+01 5.54529E+02 
1.32219E+00 7.39309E-02 1.57666E-02 
1.35520E+00 9.18052E-02 1.99085E-02 
1.42506E+00 1.24439E-01 2.53346E-02 
1.54527E+00 1.71949E-01 3.25609E-02 
1.70484E+00 2.29035E-01 4.22990E-02 
1.91013E+00 2.96957E-01 5.56261E-02 
